,name,year,month,uri,bio,rank,listUri,finalWorth,category,otherCompensation,countryRank,person,visible,personName,age,country,state,city,source,industries,countryOfCitizenship,organization,timestamp,version,moneyRank,pressRank,socialRank,naturalId,position,imageExists,change,changePercent,selfMade,status,gender,birthDate,countryId,lastName,firstName,listDescription,title,employment,date,wealthList,familyList,selfMadeRank,previousRank,thumbnail,residenceStateRegion,residenceMsa,squareImage,bioSuppress,csfDisplayFields,suppressOnProfiles,bios,abouts,premiumProfile,totalCharitableDonation,charitableDonationPercentage,philanthropyScore,impactInvestor,numberOfSiblings,numberOfSiblingsEst,portraitImage,landscapeImage,investments,notableDeal,valueCreated,qas,embargo,parentListUri
595,Billionaires,2018,3,jiang-weiping,,588,billionaires,3800.0,Manufacturing,0,59.0,"{'name': 'Jiang Weiping & family', 'uri': 'jiang-weiping', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/6182cbe5cb5a71d9103d1ca0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=156&cropY2=900'}",True,Jiang Weiping & family,63.0,China,,Chengdu,chemicals,['Manufacturing'],China,,1554477731858,26,0.0,0.0,0.0,faris/5/2018/13826,596,True,1700.0,80.95238095238096,True,U,M,-468270000000.0,99.0,Jiang,Weiping,The World's Billionaires,,,1520312400000,False,False,,973.0,http://specials-images.forbesimg.com/imageserve/6182cbe5cb5a71d9103d1ca0/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/6182cbe5cb5a71d9103d1ca0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=156&cropY2=900,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Jiang Weiping chairs Shenzhen-listed Sichuan Tianqi Lithium Industries, which makes lithium products and chemicals.', 'Jiang worked as a technician, administrator and sales engineer before starting the business in 1997.']",,False,,,,,,,,,,,,,,
596,Billionaires,2018,3,dominika-kulczyk,,588,billionaires,3800.0,Finance and Investments,0,1.0,"{'name': 'Dominika Kulczyk', 'uri': 'dominika-kulczyk', 'imageExists': False, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/630628e447f9c87ee8515c96/416x416.jpg?background=000000&cropX1=0&cropX2=1500&cropY1=0&cropY2=1500'}",True,Dominika Kulczyk,40.0,Poland,,Warsaw,diversified,['Finance and Investments'],Poland,,1556309022796,31,0.0,0.0,0.0,faris/5/2018/199385,597,False,200.0,5.555555555555557,False,U,F,239068800000.0,192.0,Kulczyk,Dominika,The World's Billionaires,,,1520294400000,False,False,,522.0,http://specials-images.forbesimg.com/imageserve/630628e447f9c87ee8515c96/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/630628e447f9c87ee8515c96/416x416.jpg?background=000000&cropX1=0&cropX2=1500&cropY1=0&cropY2=1500,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Siblings Dominika and Sebastian Kulczyk share a fortune left to them by their father Jan, who died in July 2015. ', 'They sold their valuable 3% stake in brewer SABMiller in 2016 to invest in brewing assets in Central and Eastern Europe and make tech investments. ', 'They also own stakes in oil and gas companies in more than 20 countries around the globe and continue to run the charitable Kulczyk Foundation. ']","['Sebastian Kulczyk worked in the digital media unit at Sony BMG in New York when he was 21.', 'Dominika Kulczyk has her own tv-show ""Efekt Domina,"" that is tied to her charity work.   ']",False,,,,,,,,,,,,,,
597,Billionaires,2018,3,li-wa,,588,billionaires,3800.0,Real Estate,0,24.0,"{'name': 'Li Wa', 'uri': 'li-wa', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/1d225270d1a088f84333d4b2d0d6932a/416x416.jpg?background=000000&cropX1=43&cropX2=710&cropY1=187&cropY2=854'}",True,Li Wa,52.0,China,,Shenzhen,real estate,['Real Estate'],Hong Kong,,1554476811128,35,0.0,0.0,0.0,faris/5/2018/766,598,True,1400.0,58.333333333333314,True,U,M,-126212400000.0,227.0,Li,Wa,The World's Billionaires,,,1520312400000,False,False,,867.0,http://specials-images.forbesimg.com/imageserve/1d225270d1a088f84333d4b2d0d6932a/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/1d225270d1a088f84333d4b2d0d6932a/416x416.jpg?background=000000&cropX1=43&cropX2=710&cropY1=187&cropY2=854,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Li Wa spent the first 5 years of his career, back in the mid 1980s, working for the Communist Party's Youth League."", 'He got into the real estate business in 1992, and his Excellence Group has developed both commercial and residential buildings in 14 Chinese cities.']",,False,,,,,,,,,,,,,,
598,Billionaires,2018,3,robert-mcnair,,588,billionaires,3800.0,Sports,0,199.0,"{'name': 'Robert McNair', 'uri': 'robert-mcnair', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5ba543574bbe6f79516f5e92/416x416.jpg?background=000000&cropX1=103&cropX2=2355&cropY1=17&cropY2=2270'}",True,Robert McNair,81.0,United States,Texas,Houston,"energy, sports",['Sports'],United States,,1543033871931,24,0.0,0.0,0.0,faris/5/2018/5935,599,True,300.0,8.57142857142857,True,U,M,-1041361200000.0,225.0,McNair,Robert,The World's Billionaires,,,1520312400000,False,False,8.0,544.0,http://specials-images.forbesimg.com/imageserve/5ba543574bbe6f79516f5e92/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5ba543574bbe6f79516f5e92/416x416.jpg?background=000000&cropX1=103&cropX2=2355&cropY1=17&cropY2=2270,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Robert ""Bob"" McNair made a fortune when he sold his power generator company Cogen Technologies to Enron for $1.5 billion in 1999.', ""With the proceeds of Cogen's sale, McNair secured the 32nd NFL franchise for Houston for $700 million and founded the Houston Texans in 1999."", ""He retained ownership in Cogen's power plants in New York and West Virginia and also owns Palmetto Partners, a private investment company."", 'After Hurricane Harvey in August 2017, he was one of the first to pledge $1 million in aid.', 'In September 2017, Forbes pegged the value of The Houston Texans, the youngest franchise in the NFL, at $2.8 billion.']","['McNair was diagnosed with two types of cancer at an early stage -- lymphocytic leukemia and squamous cell carcinoma, and won both the battles in 2015.', 'Since 2014, his family foundation has donated more than $20 million each year to education, including to his alma mater, the University of South Carolina.']",False,,,4.0,,,,,,,,,,,
599,Billionaires,2018,3,masahiro-miki,,588,billionaires,3800.0,Fashion & Retail,0,11.0,"{'name': 'Masahiro Miki', 'uri': 'masahiro-miki', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/4b326a448b4132675e2cb6e3202fa061/416x416.jpg?background=000000&cropX1=0&cropX2=372&cropY1=2&cropY2=374'}",True,Masahiro Miki,62.0,Japan,,Tokyo,shoes,['Fashion & Retail'],Japan,,1554476831204,17,0.0,0.0,0.0,faris/5/2018/8396,600,True,200.0,5.555555555555557,True,U,M,-455572800000.0,68.0,Miki,Masahiro,The World's Billionaires,,,1520312400000,False,False,,522.0,http://specials-images.forbesimg.com/imageserve/4b326a448b4132675e2cb6e3202fa061/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/4b326a448b4132675e2cb6e3202fa061/416x416.jpg?background=000000&cropX1=0&cropX2=372&cropY1=2&cropY2=374,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Miki founded and owns the majority of discount shoe store chain ABC-Mart.', 'The chain has benefited from the influx of tourists into Japan, especially from China and Southeast Asia. ', 'ABC-Mart own U.S. shoe brand LaCrosse. ', 'A former amateur boxer, Miki founded ABC-Mart in the 1980s.', 'He stepped down as chairman of the publicly-traded company in 2007.']",,False,,,,,,,,,,,,,,
600,Billionaires,2018,3,katharina-otto-bernstein,,588,billionaires,3800.0,Real Estate,0,47.0,"{'name': 'Katharina Otto-Bernstein', 'uri': 'katharina-otto-bernstein', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c7024be4bbe6f79679eff60/416x416.jpg?background=000000&cropX1=1751&cropX2=3061&cropY1=0&cropY2=1310'}",True,Katharina Otto-Bernstein,54.0,United States,New York,New York,real estate,['Real Estate'],Germany,,1556308653953,30,0.0,0.0,0.0,faris/5/2018/206436,601,False,,,False,N,F,-189388800000.0,125.0,Otto-Bernstein,Katharina,The World's Billionaires,,,1520294400000,False,False,,,http://specials-images.forbesimg.com/imageserve/5e762de5c7b02d000666c895/280x425.jpg?fit=scale&background=000000,Northeast,,//specials-images.forbesimg.com/imageserve/5c7024be4bbe6f79679eff60/416x416.jpg?background=000000&cropX1=1751&cropX2=3061&cropY1=0&cropY2=1310,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Writer and filmmaker Katharina Otto-Bernstein is the daughter of late Werner Otto, who turned his mail-order business in Hamburg into a global empire.', 'She has a minority stake in Otto Group and its more than 40 companies in retail (Crate and Barrel), real estate and financial services.', ""She's also a shareholder of ECE, the family's commercial real estate company focused on shopping centers. Her brother Alexander is CEO. "", 'She, her mother Maren and brother Alexander share a 15% stake in Paramount Group, which owns and manages office properties in the U.S.']","['Katharina is a member of the board of directors of the Metropolitan Opera as well as the International Council of the Guggenheim Museum.', 'She produced the 2016 documentary on controversial photographer Robert Mapplethorpe.']",False,,,,,,,,,,,,,,
601,Billionaires,2018,3,ira-rennert,,588,billionaires,3800.0,Finance and Investments,0,199.0,"{'name': 'Ira Rennert', 'uri': 'ira-rennert', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/57e06ef631358e16c589b9fd/416x416.jpg?background=000000&cropX1=79&cropX2=744&cropY1=44&cropY2=710'}",True,Ira Rennert,83.0,United States,New York,New York,investments,['Finance and Investments'],United States,,1554476798664,15,0.0,0.0,0.0,faris/5/2018/6258,602,True,-300.0,-7.317073170731703,True,D,M,-1123099200000.0,225.0,Rennert,Ira,The World's Billionaires,,,1520312400000,False,False,8.0,427.0,http://specials-images.forbesimg.com/imageserve/57e06ef631358e16c589b9fd/280x425.jpg?fit=scale&background=000000,Northeast,"New York, NY",//specials-images.forbesimg.com/imageserve/57e06ef631358e16c589b9fd/416x416.jpg?background=000000&cropX1=79&cropX2=744&cropY1=44&cropY2=710,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Ira Rennert is the founder of the Renco Group, an industrial empire that claims to have revenues of over $5 billion annually. ', ""Renco's holdings include a stake in military truckmaker AM General, lead and zinc producer Doe Run Company, and U.S. Magnesium Corp., among others.  "", 'His mother emigrated from Poland at age 3 and his father came from Romania at age 14. ', 'A Brooklyn native and former credit analyst, he began building his fortune by investing in junk bonds in the 1980s.', 'In 2015 a court ruled that Rennert was liable for improperly diverting money from his business to pay for a lavish home in Southampton, New York.']","['Rennert reportedly donated funds to help restore the Western Wall in Jerusalem.', 'Rennert has a 114,000-square-foot Hamptons estate with an appraised value of $249 million. ']",False,,,1.0,,,,,,,,,,,
602,Billionaires,2018,3,henry-samueli,,588,billionaires,3800.0,Technology,0,199.0,"{'name': 'Henry Samueli', 'uri': 'henry-samueli', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5d8aa0fd6de3150009a5030b/416x416.jpg?background=000000&cropX1=376&cropX2=1438&cropY1=38&cropY2=1100'}",True,Henry Samueli,63.0,United States,California,Newport Beach,semiconductors,['Technology'],United States,Broadcom,1554476707998,33,0.0,0.0,0.0,faris/5/2018/6745,603,True,200.0,5.555555555555557,True,U,M,-482270400000.0,225.0,Samueli,Henry,The World's Billionaires,"Cofounder, Chief Technology Officer and Chairman","{'name': 'Broadcom', 'title': 'Cofounder, Chief Technology Officer and Chairman', 'government': False}",1520312400000,False,False,9.0,522.0,http://specials-images.forbesimg.com/imageserve/5d8aa0fd6de3150009a5030b/280x425.jpg?fit=scale&background=000000,West,"Los Angeles-Long Beach-Santa Ana, CA",//specials-images.forbesimg.com/imageserve/5d8aa0fd6de3150009a5030b/416x416.jpg?background=000000&cropX1=376&cropX2=1438&cropY1=38&cropY2=1100,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Henry Samueli is co-founder and Chief Technology Officer of chipmaker Broadcom. ', 'Samueli cofounded Broadcom with Henry Nicholas in 1991. It was acquired by Avago Technology in 2016 for $37 billion and renamed itself Broadcom Ltd.', 'Samueli and his wife bought the Anaheim Ducks hockey team for $70 million in 2005; it is now worth approximately $350 million net of debt.', 'In September 2017, the Samueli Foundation donated $200 million to the University of California, Irvine, the largest gift in its history.']","['Samueli is the son of Polish Holocaust survivors. ', 'Samueli holds over 75 patents and is a recipient of the Marconi Society Prize for his innovations.']",False,,,3.0,,,,,,,,,,,
603,Billionaires,2018,3,zeng-fangqin,,588,billionaires,3800.0,Technology,0,59.0,"{'name': 'Zeng Fangqin', 'uri': 'zeng-fangqin', 'imageExists': False}",True,Zeng Fangqin,52.0,China,,Shenzhen,smartphone components,['Technology'],China,,1554477932384,14,0.0,0.0,0.0,faris/5/2018/206386,604,False,,,True,N,F,-126817200000.0,99.0,Zeng,Fangqin,The World's Billionaires,,,1520312400000,False,False,,,,,,,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Zeng Fangqin chairs Lingyi Technology, a supplier of parts for smartphones, tablets and laptop computers. ', 'Its products are used by Apple and Huawei.', 'Zeng returned to China after starting her career in Silicon Valley. ', 'In March 2018, Zeng completed a backdoor listing of Lingyi Technology on the Shenzhen Stock Exchange for around $3.2 billion.']",,False,,,,,,,,,,,,,,
604,Billionaires,2018,3,zhang-jin,,588,billionaires,3800.0,Diversified,0,59.0,"{'name': 'Zhang Jin', 'uri': 'zhang-jin', 'imageExists': False, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800'}",True,Zhang Jin,46.0,China,,Guangzhou,diversified,['Diversified'],China,,1554476666354,47,0.0,0.0,0.0,faris/5/2018/200026,605,False,1200.0,46.15384615384613,True,U,M,58165200000.0,99.0,Zhang,Jin,The World's Billionaires,,,1520312400000,False,False,,782.0,http://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Zhang Jin chairs Guangdong-headquartered Cedar Holdings, whose business interests include real estate, finance and auto sales.', 'A former government worker, Zhang first prospered from stock investments.']",,False,,,,,,,,,,,,,,
605,Billionaires,2018,3,nick-caporella,,606,billionaires,3700.0,Food and Beverage,0,206.0,"{'name': 'Nick Caporella', 'uri': 'nick-caporella', 'imageExists': False}",True,Nick Caporella,82.0,United States,Florida,Plantation,beverages,['Food and Beverage'],United States,,1554477006664,15,0.0,0.0,0.0,faris/5/2018/199624,606,False,1400.0,60.86956521739131,True,U,M,-1071774000000.0,225.0,Caporella,Nick,The World's Billionaires,,,1520312400000,False,False,,896.0,,South,,,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Nick Caporella, a onetime contractor and the son of a Pennsylvania coal miner, founded National Beverage Co. in 1985. ', 'Then the CEO of telecom and cable company Burnup & Sims, Caporella started the soft drinks firm to fend off famed corporate raider Victor Posner.', ""He funded the creation of National Beverage partly using Burnup & Sims stock, diluting Posner's stake until he eventually slunk away."", 'Shares of the Florida-based business have shot up since 2015 thanks to its popular sparkling water, LaCroix, which Caporella acquired in 1996. ', 'Other product lines include soda brands Shasta and Faygo.\r\n']","['Caporella got his first taste of success in construction, where he reportedly scraped together $250 for a down payment on a used dragline excavator in 1957.', 'Burnup & Sims acquired his contracting business in 1972, and Caporella was tapped to become the CEO just four years later.']",False,,,,,,,,,,,,,,
606,Billionaires,2018,3,mark-cuban,,606,billionaires,3700.0,Media & Entertainment,0,206.0,"{'name': 'Mark Cuban', 'uri': 'mark-cuban', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/632e1e3a4019629f2fdd5380/416x416.jpg?background=000000&cropX1=0&cropX2=1681&cropY1=221&cropY2=1903'}",True,Mark Cuban,59.0,United States,Texas,Dallas,online media,['Media & Entertainment'],United States,Dallas Mavericks,1570041186548,42,0.0,0.0,0.0,faris/5/2018/6808,607,True,300.0,8.823529411764696,True,U,M,-360446400000.0,225.0,Cuban,Mark,The World's Billionaires,Owner,"{'name': 'Dallas Mavericks', 'title': 'Owner', 'government': False}",1520312400000,False,False,8.0,564.0,http://specials-images.forbesimg.com/imageserve/632e1e3a4019629f2fdd5380/280x425.jpg?fit=scale&background=000000,South,"Dallas-Fort Worth-Arlington, TX",https://specials-images.forbesimg.com/imageserve/632e1e3a4019629f2fdd5380/416x416.jpg?background=000000&cropX1=0&cropX2=1681&cropY1=221&cropY2=1903,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Mark Cuban cofounded video portal Broadcast.com with fellow Indiana University alum Todd Wagner in 1995.', ""Today he owns the NBA's Dallas Mavericks and has stakes in Landmark Theaters, Magnolia Pictures and AXS TV."", 'He grew up middle class near Pittsburgh, sold stamps door-to-door as a kid and gave disco lessons to help pay his way through Indiana University.', 'Cuban was inspired to strike out on his own when he was fired from a software shop for closing a $15,000 sale instead of cleaning up the store.', 'His Fallen Patriot Fund has given more than $5 million to help families of U.S. military personnel killed or seriously injured in combat.']","['Cuban started Broadcast.com with Wagner so they could watch Hoosier basketball while living in Dallas.', 'Cuban was inspired to strike out on his own when he was fired from a software shop for closing a $15,000 sale instead of cleaning up the store.']",False,,,2.0,,,,,,,,,,,
607,Billionaires,2018,3,ken-fisher,,606,billionaires,3700.0,Finance and Investments,0,206.0,"{'name': 'Ken Fisher', 'uri': 'ken-fisher', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/59dbd16931358e542c038093/416x416.jpg?background=000000&cropX1=119&cropX2=540&cropY1=34&cropY2=455'}",True,Ken Fisher,67.0,United States,Washington,Camas,money management,['Finance and Investments'],United States,,1554476842403,21,0.0,0.0,0.0,faris/5/2018/7564,608,True,0.0,0.0,True,E,M,-602449200000.0,225.0,Fisher,Ken,The World's Billionaires,,,1520312400000,False,False,8.0,501.0,http://specials-images.forbesimg.com/imageserve/59dbd16931358e542c038093/280x425.jpg?fit=scale&background=000000,West,"Portland, OR",//specials-images.forbesimg.com/imageserve/59dbd16931358e542c038093/416x416.jpg?background=000000&cropX1=119&cropX2=540&cropY1=34&cropY2=455,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Fisher is executive chairman and co-chief investment officer of Fisher Investments, which he founded in 1979 with $250. ', 'The firm had assets under management of approximately  $96 billion in 2017, up from $72 billion a year earlier.', 'The author of 11 books, 6 of which are national best sellers, he now writes for USA Today, the Financial Times and several other publications.', 'Fisher dropped out of high school ""because it was a waste of time"" and headed to community college where he could ""take better classes.""', 'Fisher says he is ""not a fan of philanthropy.""']","['Fisher wrote the longest continuous-running column in Forbes history, penning his last in late 2016 after more than 32 years. ', 'Considered an expert on 19th century logging, Fisher has documented more than 35 abandoned logging camps in the northern Santa Cruz Mountains.']",False,,,1.0,,,,,,,,,,,
608,Billionaires,2018,3,jaime-gilinski-bacal,,606,billionaires,3700.0,Finance and Investments,0,2.0,"{'name': 'Jaime Gilinski Bacal', 'uri': 'jaime-gilinski-bacal', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/4f07d582150616600588bf39ab92e054/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=66&cropY2=810'}",True,Jaime Gilinski Bacal,60.0,United Kingdom,,London,banking,['Finance and Investments'],Colombia,,1556308620688,15,0.0,0.0,0.0,faris/5/2018/193633,609,True,200.0,5.714285714285722,False,U,M,-380246400000.0,144.0,Gilinski Bacal,Jaime,The World's Billionaires,Investor,,1520294400000,False,False,,544.0,http://specials-images.forbesimg.com/imageserve/4f07d582150616600588bf39ab92e054/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/4f07d582150616600588bf39ab92e054/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=66&cropY2=810,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Jaime Gilinski Bacal built one of the largest banking empires in Latin America through a series of mergers and acquisitions.', 'The Colombian is redeveloping a former U.S. Air Force base alongside the Panama Canal with British billionaire brothers Ian and Richard Livingstone.', ""After getting an MBA at Harvard in 1980, Gilinski worked in Morgan Stanley's mergers and acquisitions division. "", 'His primary residence is in London, but Gilinski also has houses in New York, Panama, Miami and Colombia. ']","[""Billionaire George Soros struck a back-of-the-napkin deal to invest $50 million in Gilinski's plan to take over the largest bank in Colombia in 1994. ""]",False,,,,,,,,,,,,,,
609,Billionaires,2018,3,andreas-halvorsen,,606,billionaires,3700.0,Finance and Investments,0,3.0,"{'name': 'Andreas Halvorsen', 'uri': 'andreas-halvorsen', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e770248d8e1ae0007b72880/416x416.jpg?background=000000&cropX1=57&cropX2=2601&cropY1=0&cropY2=2543'}",True,Andreas Halvorsen,56.0,United States,Connecticut,Darien,hedge funds,['Finance and Investments'],Norway,Viking Global Investors,1554476810481,49,0.0,0.0,0.0,faris/5/2018/14693,610,True,600.0,19.354838709677423,True,U,M,-274302000000.0,191.0,Halvorsen,Andreas,The World's Billionaires,Investor,"{'name': 'Viking Global Investors', 'title': 'Founding Partner & Chief Executive Officer', 'government': False}",1520312400000,False,False,,630.0,http://specials-images.forbesimg.com/imageserve/5e770248d8e1ae0007b72880/280x425.jpg?fit=scale&background=000000,Northeast,"Fairfield County, CT",//specials-images.forbesimg.com/imageserve/5e770248d8e1ae0007b72880/416x416.jpg?background=000000&cropX1=57&cropX2=2601&cropY1=0&cropY2=2543,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Andreas Halvorsen runs hedge fund Viking Global Investors.', ""A former Tiger Cub who once traded equities at Julian Robertson's Tiger Management, he struck out on his own with Viking in 1999."", 'The Connecticut-based firm now manages more than $25 billion in assets.', 'After flagship Viking Global hedge fund lost 4% net of fees in 2016, Halvorsen parted with CIO Daniel Sundheim and returned $8 billion to investors.', ""In 2017 Viking's main hedge fund returned about 12% net of fees, driven by its long positions. ""]",,False,,,,,,,,,,,,,,
610,Billionaires,2018,3,h-fisk-johnson,,606,billionaires,3700.0,Manufacturing,0,206.0,"{'name': 'H. Fisk Johnson', 'uri': 'h-fisk-johnson', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5efe26775644560007c86f41/416x416.jpg?background=000000&cropX1=1303&cropX2=2063&cropY1=400&cropY2=1160'}",True,H. Fisk Johnson,59.0,United States,Wisconsin,Racine,cleaning products,['Manufacturing'],United States,,1554476787677,43,0.0,0.0,0.0,faris/5/2018/7569,611,True,-100.0,-2.631578947368425,False,D,M,-366753600000.0,225.0,Johnson,H. Fisk,The World's Billionaires,,,1520312400000,False,False,3.0,474.0,http://specials-images.forbesimg.com/imageserve/5efe26775644560007c86f41/280x425.jpg?fit=scale&background=000000,Midwest,"Racine, WI",//specials-images.forbesimg.com/imageserve/5efe26775644560007c86f41/416x416.jpg?background=000000&cropX1=1303&cropX2=2063&cropY1=400&cropY2=1160,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['H. Fisk Johnson III is the chairman and CEO of SC Johnson, a privately-held cleaning products company. ', 'He is the fifth generation of the Johnson family to lead the company. ', 'The $10 billion (estimated sales) company is best known for brands like Windex, Off and Pledge. ', 'Fisk and his three siblings  are all shareholders of SC Johnson. Together they own a majority of the company.', ""Fisk's late father, Sam Johnson Jr. (d. 2004), ran SC Johnson from 1966 to 2000.""]","[""H. Fisk received 4 degrees from Cornell University: a bachelor's, a master's in engineering, an M.B.A and a Ph.D."", 'In January 2017 H. Fisk pledged $150 million to found the SC Johnson College of Business at Cornell University.']",False,,,2.0,,,,,,,,,,,
611,Billionaires,2018,3,imogene-powers-johnson,,606,billionaires,3700.0,Manufacturing,0,206.0,"{'name': 'Imogene Powers Johnson', 'uri': 'imogene-powers-johnson', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/f73950e018838a51ba68a5432c2b1111/416x416.jpg?background=000000&cropX1=0&cropX2=394&cropY1=103&cropY2=497'}",True,Imogene Powers Johnson,87.0,,,,cleaning products,['Manufacturing'],United States,,1521465998235,11,0.0,0.0,0.0,faris/5/2018/7573,612,True,-100.0,-2.631578947368425,False,D,F,-1241121600000.0,225.0,Johnson,Imogene Powers,The World's Billionaires,,,1520312400000,False,False,1.0,474.0,http://specials-images.forbesimg.com/imageserve/f73950e018838a51ba68a5432c2b1111/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/f73950e018838a51ba68a5432c2b1111/416x416.jpg?background=000000&cropX1=0&cropX2=394&cropY1=103&cropY2=497,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Imogene Powers Johnson, heir to cleaning products company SC Johnson, died in March 2018. She was 87.', 'Her husband Samuel Johnson Jr. (d. 2004) ran the company from 1966 to 2000. Her son H. Fisk Johnson is the current chairman and CEO.', 'Imogene was the founding director and chairman of the Prairie School, a college prep school originally built for the children of SC Johnson workers.', 'SC Johnson products include Pledge, Off and Windex; the company has an estimated $10 billion in sales.', ""Imogene's four children are each billionaires based on their ownership of the company.""]","['Imogene Powers Johnson met her husband, Sam Johnson, at Cornell. ', 'She was on the board of the Cornell University Lab of Ornithology.']",,,,,,,,,,,,,,,
612,Billionaires,2018,3,s-curtis-johnson,,606,billionaires,3700.0,Manufacturing,0,206.0,"{'name': 'S. Curtis Johnson', 'uri': 's-curtis-johnson', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/8e422dbdec30a22c76e951d2d2938057/416x416.jpg?background=000000&cropX1=0&cropX2=467&cropY1=85&cropY2=552'}",True,S. Curtis Johnson,62.0,United States,Wisconsin,Racine,cleaning products,['Manufacturing'],United States,,1554476787459,35,0.0,0.0,0.0,faris/5/2018/7570,613,True,-100.0,-2.631578947368425,False,D,M,-462657600000.0,225.0,Johnson,S. Curtis,The World's Billionaires,,,1520312400000,False,False,1.0,474.0,http://specials-images.forbesimg.com/imageserve/8e422dbdec30a22c76e951d2d2938057/280x425.jpg?fit=scale&background=000000,Midwest,"Racine, WI",//specials-images.forbesimg.com/imageserve/8e422dbdec30a22c76e951d2d2938057/416x416.jpg?background=000000&cropX1=0&cropX2=467&cropY1=85&cropY2=552,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""S. Curtis is a great-great-grandson of Samuel Curtis Johnson, who founded SC Johnson, the family's cleaning products company, in 1886."", 'In 2014, he was sentenced to four months in jail and fined $6,000 after pleading guilty to misdemeanor sexual assault of his stepdaughter. ', 'S. Curtis had been the chairman of family-owned industrial cleaning company Diversey, but stepped down before his arrest, in 2011. ', 'SC Johnson is known for products including Pledge, Windex and Drano. ', 'S. Curtis and his siblings pledged $150 million to Cornell in 2017 to fund the SC Johnson College of Business.']","['Like his parents and his three siblings, Curt attended Cornell University.', 'S. Curtis owns a stake of SC Johnson but has no role in any of the family businesses.']",False,,,2.0,,,,,,,,,,,
