,name,year,month,uri,bio,rank,listUri,finalWorth,otherCompensation,countryRank,person,visible,personName,age,country,state,city,source,industries,countryOfCitizenship,timestamp,version,moneyRank,tvRadioRank,pressRank,webRank,socialRank,naturalId,position,imageExists,change,changePercent,selfMade,status,gender,birthDate,countryId,lastName,firstName,listDescription,shortUri,galleryShortUri,listShortUri,date,wealthList,familyList,thumbnail,squareImage,bioSuppress,factivaHits,webHits,tvRadio,recentEarnings,recentSales,recentBudget,gdp,budget,assets,totalCompensation,salary,bonus,stockOptions,population,audienceWeb,audiencePrint,audienceTv,employees,following,category,previousRank,csfDisplayFields,suppressOnProfiles,organization,title,employment
10,Billionaires,2002,3,steve-ballmer,"Microsoft's first business manager; hired by Gates in 1980, he took over chief executive reins from Gates in 2000. Must deal with slowing growth and massive cash holdings that have shareholders looking for dividend payments, a no-no in Microsoft corporate philosophy.",15,billionaires,14800.0,0.0,10.0,"{'name': 'Steve Ballmer', 'uri': 'steve-ballmer', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/59d50c47a7ea436b47b36d66/416x416.jpg?background=000000&cropX1=553&cropX2=2940&cropY1=322&cropY2=2708'}",True,Steve Ballmer,45.0,United States,Washington,Hunts Point,,['Technology'],United States,1337117360781,1337117412951,0.0,0.0,0.0,0.0,0,faris/5/2002/5671,15,True,-1800.0,-10.843373493975903,False,D,M,-434660400000.0,225.0,Ballmer,Steven,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwsoIf,http://onforb.es/1IR71XC,1014958800000,False,False,http://specials-images.forbesimg.com/imageserve/59d50c47a7ea436b47b36d66/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/59d50c47a7ea436b47b36d66/416x416.jpg?background=000000&cropX1=553&cropX2=2940&cropY1=322&cropY2=2708,False,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Billionaires,2002,3,ingvar-kamprad,"The 76-year-old founder of home furnishings powerhouse Ikea, Kamprad saw worlwide sales jump almost 10% to $9.6 billion last year.   Recently given the green light to operate a freight train between Sweden and Germany, making it the first private company in Europe to operate its own cross-border rail service. (The once-a-day round-trip train will replace 50 trucks which ply the same route today.) Ikea fever has hit the U.K., where the enormous queues at the 11 English and Scottish branches have resulted in a spate of bad press. Kamprad is said to be ""ashamed"" of Ikea's customer service in Britain, but stores filled beyond capacity is a problem many would love to feel bad about.",16,billionaires,13400.0,,,"{'name': 'Ingvar Kamprad & family', 'uri': 'ingvar-kamprad'}",True,Ingvar Kamprad & family,75.0,Switzerland,,Lausanne,,['Retail'],Sweden,1309540634632,1309540656172,,,,,0,faris/5/2002/4516,16,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1BOU2I2,http://onforb.es/1IR71XC,1014958800000,False,False,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
12,Billionaires,2002,3,carlos-slim-helu,"Mexico's Midas, Slim Helu is Latin America's richest man. The owner and privatizer of Mexico's biggest company, telephone monopoly Telmex, he also has stakes in the U.S. in Saks and Office Depot. Meanwhile, Slim is enjoying the high life at his new, modernist oceanfront digs on the Pacific Coast resort of Punta Ixtapa, dating his new, Mexican blueblood girlfriend Conchita Rionda, and socializing with glam-pal former Spanish prime minister Felipe Gonzales. A clever philanthropist as well as entrepreneur, Slim's foundations last year put up bail for 5,000 first-time offenders rotting in Mexican prisons.",17,billionaires,11500.0,,,"{'name': 'Carlos Slim Helu & family', 'uri': 'carlos-slim-helu', 'squareImage': '//specials-images.forbesimg.com/imageserve/5c76ba144bbe6f24ad99c613/416x416.jpg?background=000000&cropX1=0&cropX2=3005&cropY1=389&cropY2=3395'}",True,Carlos Slim Helu & family,62.0,Mexico,,Mexico City,,,Mexico,1309538148350,1309538162111,,,,,0,faris/5/2002/4466,17,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsjo9,http://onforb.es/1IR71XC,1014958800000,False,False,http://specials-images.forbesimg.com/imageserve/5c76ba144bbe6f24ad99c613/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c76ba144bbe6f24ad99c613/416x416.jpg?background=000000&cropX1=0&cropX2=3005&cropY1=389&cropY2=3395,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
13,Billionaires,2002,3,michael-dell,University of Texas dropout started Dell Computer from his dorm room in 1984. Became the world's largest computer seller using a direct sales method. A cut in prices has eased the pain of the industry-wide slump in computer sales.,18,billionaires,11100.0,,,"{'name': 'Michael Dell', 'uri': 'michael-dell', 'squareImage': 'https://specials-images.forbesimg.com/imageserve/615c93f9da61f2ff5b9ecf9b/416x416.jpg?background=000000&cropX1=0&cropX2=1678&cropY1=118&cropY2=1797'}",True,Michael Dell,37.0,United States,Texas,Austin,,,United States,1309539184383,1309539222502,,,,,0,faris/5/2002/5251,18,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwstMc,http://onforb.es/1IR71XC,1014958800000,False,False,http://specials-images.forbesimg.com/imageserve/615c93f9da61f2ff5b9ecf9b/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/615c93f9da61f2ff5b9ecf9b/416x416.jpg?background=000000&cropX1=0&cropX2=1678&cropY1=118&cropY2=1797,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
14,Billionaires,2002,3,birgit-rausing,"Following the death of their father, Gad, in 2000, Kirsten and brothers, Jorn and Finn, have carried on the family tradition at packaging giant Tetra Laval, with all three holding seats on the board and Jorn working in management.  Kirsten's board duties still allow enough time to pursue her true passion, breeding championship racehorses. That may be for the best, since Tetra was dealt an enormous blow in October, when its acquisition of French plastic bottling company Sidel was quashed by the European Commission.  The commission nixed the deal on the grounds the merger would have strengthened Tetra's already dominant position in the market. Too bad, since Tetra Laval had already purchased the controlling shares in Sidel for $1.5 billion. The company is holding on to the shares while it appeals the EC's decision.",19,billionaires,10700.0,,,"{'name': 'Birgit Rausing & family', 'uri': 'birgit-rausing'}",True,Birgit Rausing & family,49.0,United Kingdom,,Suffolk,,['Manufacturing'],Sweden,1309538438919,1309538588098,,,,,0,faris/5/2002/4734,19,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/xDqKv4,http://onforb.es/1IR71XC,1014958800000,False,False,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
15,Billionaires,2002,3,anne-cox-chambers,"With Barbara Cox Anthony, one of two sisters who inherited vast media empire started by father James M. Cox. Today Cox Communications owns 16 daily newspapers (incl. flagship Atlanta Constitution), cable systems (6 million subscribers), radio and television stations.",21,billionaires,10100.0,0.0,13.0,"{'name': 'Anne Cox Chambers', 'uri': 'anne-cox-chambers', 'imageExists': True}",True,Anne Cox Chambers,82.0,United States,Georgia,Atlanta,,['Media'],United States,1337116994468,1337117040453,0.0,0.0,0.0,0.0,0,faris/5/2002/5532,22,True,-1600.0,-13.67521367521367,False,D,F,-1580583600000.0,225.0,Chambers,Anne Cox,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwspMl,http://onforb.es/1IR71XC,1014958800000,False,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Billionaires,2002,3,li-ka-shing,"Asia's richest and most powerful man.  At home, Li Ka-shing 73, controls electricity generation, cellular phone service. In mainland China his companies are a dominant force in infrastructure development, having built more than 600 km of roads and bridges. These days Li's ambition is taking on a global perspective. A string of recent acquisitions has made him the operator of the world's largest network of ports, with 29 container ports spanning 15 countries. Li also has ambitions to offer wireless Web service to more than 160 million users and has spent millions on 3G licenses in Austria, Australia, Sweden, Italy and the U.K. He went hunting for bargains in the U.S. last year admid the economic downturn and picked up a 38% stake in Priceline and a joint majority stake in Global Crossing. Li, once a poor immigrant, got his start selling plastic flowers in Hong Kong in the 1950s.",23,billionaires,10000.0,,,"{'name': 'Ka-shing Li', 'uri': 'li-ka-shing', 'squareImage': 'https://specials-images.forbesimg.com/imageserve/60351d9a688e1407617b2595/416x416.jpg?background=000000&cropX1=1341&cropX2=2035&cropY1=411&cropY2=1105'}",True,Ka-shing Li,73.0,Hong Kong,,Hong Kong,,,Hong Kong,1309538386006,1309538502045,,,,,0,faris/5/2002/4812,23,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsqzV,http://onforb.es/1IR71XC,1014958800000,False,False,http://specials-images.forbesimg.com/imageserve/60351d9a688e1407617b2595/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/60351d9a688e1407617b2595/416x416.jpg?background=000000&cropX1=1341&cropX2=2035&cropY1=411&cropY2=1105,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
17,Billionaires,2002,3,thomas-raymond-kwok,"Hong Kong property barons. The Kwok brothers inherited property business after death of father Kwok Tak-seng in 1990 at the age of 79. Some of the brothers' attempts to diversify beyond property haven't met much success. Their money-losing cell phone operation, SmarTone, struggles as the price war between the mobile phone carriers in Hong Kong heats up. Internet venture SuneVision, which provides Internet services to corporations, is also unprofitable. All three are Western-educated: Eldest Walter holds a master of civil engineering from the University of London; Thomas, an M.B.A. from the University of London; and youngest Raymond, an M.B.A from Harvard. Thomas and Walter are avid runners and regular participants in the annual China Coast Marathon sponsored by their company Sun Hung Kai.",24,billionaires,9200.0,,,"{'name': 'Kwok family', 'uri': 'thomas-raymond-kwok', 'squareImage': '//specials-images.forbesimg.com/imageserve/5a579cfd4bbe6f2652f2517c/416x416.jpg?background=000000&cropX1=152&cropX2=1061&cropY1=6&cropY2=915'}",True,Kwok family,0.0,Hong Kong,,Hong Kong,,['Real Estate'],Hong Kong,1309538437342,1309538594914,,,,,0,faris/5/2002/4388,24,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsrUG,http://onforb.es/1IR71XC,1014958800000,False,False,http://specials-images.forbesimg.com/imageserve/5a579cfd4bbe6f2652f2517c/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5a579cfd4bbe6f2652f2517c/416x416.jpg?background=000000&cropX1=152&cropX2=1061&cropY1=6&cropY2=915,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
18,Billionaires,2002,3,amancio-ortega,"Virtually unknown a year ago, this unassuming Spaniard strode into public view when his fashion company Inditex went public last May. Now holds the title of one of the richest self-made entrepreneurs in Europe.  Invested the $1.7 billion in net proceeds in two new investment companies. In the meantime, his $2.3 billion (revenues) textile chain continues to expand, adding a new lingery line (Oysho) and opening stores in Switzerland and Iceland, with Italy soon to come. He still refuses to wear ties.",25,billionaires,9100.0,,,"{'name': 'Amancio Ortega', 'uri': 'amancio-ortega', 'squareImage': '//specials-images.forbesimg.com/imageserve/5c76b94131358e35dd27748e/416x416.jpg?background=000000&cropX1=179&cropX2=2232&cropY1=216&cropY2=2269'}",True,Amancio Ortega,66.0,Spain,,La Coruna,,['Apparel'],Spain,1309543008679,1309543020409,,,,,0,faris/5/2002/7034,25,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwskbq,http://onforb.es/1IR71XC,1014958800000,False,False,http://specials-images.forbesimg.com/imageserve/5c76b94131358e35dd27748e/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c76b94131358e35dd27748e/416x416.jpg?background=000000&cropX1=179&cropX2=2232&cropY1=216&cropY2=2269,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
19,Billionaires,2002,3,forrest-mars-jr,"With John Fraklyn Mars and Jacqueline Badger Mars, three siblings who inherited food giant Mars Inc.: candy (Snickers, M&#38;Ms, Milky Way), pet food (Whiskas), prepared food (Uncle Ben's Rice).",26,billionaires,9000.0,,,"{'name': 'Forrest Mars', 'uri': 'forrest-mars-jr'}",True,Forrest Mars,70.0,United States,Virginia,McLean,,['Food'],United States,1309543058633,1309543081264,,,,,0,faris/5/2002/6154,26,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsnnM,http://onforb.es/1IR71XC,1014958800000,False,False,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
20,Billionaires,2002,3,jacqueline-mars,"With Forrest Edward Mars and John Franklyn Mars, one of three siblings who inherited food giant Mars, Inc.: Candy (Snickers, M&#38;Ms, Milky Way), pet food (Whiskas), prepared food (Uncle Ben's Rice).",26,billionaires,9000.0,,,"{'name': 'Jacqueline Mars', 'uri': 'jacqueline-mars', 'squareImage': '//specials-images.forbesimg.com/imageserve/59d50d06a7ea436b47b36d84/416x416.jpg?background=000000&cropX1=147&cropX2=1649&cropY1=377&cropY2=1879'}",True,Jacqueline Mars,63.0,United States,New Jersey,Bedminster,,['Food'],United States,1309538267403,1309538459179,,,,,0,faris/5/2002/5783,27,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsqA4,http://onforb.es/1IR71XC,1014958800000,False,False,http://specials-images.forbesimg.com/imageserve/59d50d06a7ea436b47b36d84/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/59d50d06a7ea436b47b36d84/416x416.jpg?background=000000&cropX1=147&cropX2=1649&cropY1=377&cropY2=1879,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
