,name,year,month,uri,rank,listUri,finalWorth,category,otherCompensation,person,visible,personName,age,country,state,city,source,industries,countryOfCitizenship,organization,timestamp,version,naturalId,position,imageExists,selfMade,status,gender,birthDate,lastName,firstName,listDescription,title,employment,date,wealthList,familyList,selfMadeRank,thumbnail,residenceStateRegion,residenceMsa,squareImage,bioSuppress,csfDisplayFields,suppressOnProfiles,qas,bios,abouts,premiumProfile,philanthropyScore,impactInvestor,parentListUri,embargo,totalCharitableDonation,charitableDonationPercentage,numberOfSiblings,numberOfSiblingsEst,portraitImage,landscapeImage,bio,notableDeal,valueCreated,clients
565,Billionaires,2020,4,richard-branson,565,billionaires,3400.0,Diversified,0,"{'name': 'Richard Branson', 'uri': 'richard-branson', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/605e45a29181e87f594383bd/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080'}",True,Richard Branson,69.0,British Virgin Islands,,Necker Island,Virgin,['Diversified'],United Kingdom,,1617669685559,42,faris/5/2020/4954,566,True,True,D,M,-614044800000.0,Branson,Richard,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/605e45a29181e87f594383bd/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/605e45a29181e87f594383bd/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Richard Branson owes his fortune to a conglomerate of businesses bearing the ""Virgin"" brand name, including Virgin Atlantic and Virgin Galactic.', 'The son of a barrister and flight attendant, Branson got his start with a mail-order record business some 50 years ago.', 'He primarily lives on a luxe British Virgin Islands retreat, Necker Island, which he bought for $180,000 in 1978.', ""Alaska Air acquired his Virgin America airline in 2016, a move he opposed but didn't have the votes to stop. "", 'Branson is getting into the cruise business with Virgin Voyages, expected to take its first passengers in 2020.']","[""When he sold Virgin Records for $1 billion in 1992, Branson ran down London's Ladbroke Grove crying, upset over parting with the business. "", 'Branson suspended talks with Saudi Arabia over a proposed $1 billion investment into Virgin Galactic after the disappearance of journalist Jamal Khashoggi in 2018.']",False,,,,,,,,,,,,,,
566,Billionaires,2020,4,rick-caruso,565,billionaires,3400.0,Real Estate,0,"{'name': 'Rick Caruso', 'uri': 'rick-caruso', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/5f497003b4ea1178f158e438/416x416.jpg?background=000000&cropX1=1057&cropX2=3633&cropY1=91&cropY2=2667'}",True,Rick Caruso,61.0,United States,California,Los Angeles,real estate,['Real Estate'],United States,,1617122663687,32,faris/5/2020/9931,567,True,True,D,M,-346618800000.0,Caruso,Rick,The World's Billionaires,,,1586314800000,False,False,7.0,http://specials-images.forbesimg.com/imageserve/5f497003b4ea1178f158e438/280x425.jpg?fit=scale&background=000000,West,"Los Angeles-Long Beach-Santa Ana, CA",https://specials-images.forbesimg.com/imageserve/5f497003b4ea1178f158e438/416x416.jpg?background=000000&cropX1=1057&cropX2=3633&cropY1=91&cropY2=2667,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"[""Rick Caruso is a Los Angeles real estate developer who has built some of the country's most successful shopping centers. "", 'One of those centers, The Grove, gets an average of 49,000 daily visitors -- more than Disneyland.', 'The grandson of Italian immigrants, Caruso opened a retail center in 1992 and has more recently expanded into residential, office and hospitality. ', 'He has been pondering a mayoral run for Los Angeles for years.', 'In 2018, Caruso became chairman of the board at USC. He is leading an investigation into sexual misconduct allegations at the campus health center.']","['His father, Henry Caruso, founded Dollar-Rent-a-Car. As a teenager Rick washed cars at an airport rental center.', 'Caruso served as president of the Los Angeles Police Commission and commissioner for the Los Angeles Department of Water and Power.']",False,2.0,,,,,,,,,,,,,
567,Billionaires,2020,4,bubba-cathy,565,billionaires,3400.0,Food & Beverage,0,"{'name': 'Bubba Cathy', 'uri': 'bubba-cathy', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5601a7bae4b0ffa7afe4f31b/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=2&cropY2=742'}",True,Bubba Cathy,65.0,United States,Georgia,Atlanta,Chick-fil-A,['Food & Beverage'],United States,,1617122431440,24,faris/5/2020/196375,568,True,False,D,M,-495313200000.0,Cathy,Bubba,The World's Billionaires,,,1586314800000,False,False,4.0,http://specials-images.forbesimg.com/imageserve/5601a7bae4b0ffa7afe4f31b/280x425.jpg?fit=scale&background=000000,South,"Atlanta, GA",//specials-images.forbesimg.com/imageserve/5601a7bae4b0ffa7afe4f31b/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=2&cropY2=742,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Bubba Cathy and his brother, Dan, run fast-food juggernaut Chick-fil-A, the fried chicken chain founded by their father, Truett (d. 2014), in 1967.', 'He grew up in the business, rising from construction apprentice to senior vice president in 1995.', ""Today Bubba serves as Chick-fil-A's executive vice president and is president of the company's Georgia-based Dwarf House and Truett's Grill."", 'His brother, Dan, serves as chairman and CEO of the religious company that is known for closing every Sunday.', 'Facing backlash for donating to anti-gay groups, Chick-fil-A announced in November 2019 that it was focusing on education and homelessness.']","['A longtime sailor and avid motorcyclist, Cathy often takes groups on charity yacht and bike voyages.']",False,1.0,,,,,,,,,,,,,
568,Billionaires,2020,4,dan-cathy,565,billionaires,3400.0,Food & Beverage,0,"{'name': 'Dan Cathy', 'uri': 'dan-cathy', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5601a7fbe4b0ffa7afe4f321/416x416.jpg?background=000000&cropX1=27&cropX2=678&cropY1=21&cropY2=672'}",True,Dan Cathy,67.0,United States,Georgia,Atlanta,Chick-fil-A,['Food & Beverage'],United States,,1617122431369,24,faris/5/2020/196374,569,True,False,D,M,-531342000000.0,Cathy,Dan,The World's Billionaires,,,1586314800000,False,False,4.0,http://specials-images.forbesimg.com/imageserve/5601a7fbe4b0ffa7afe4f321/280x425.jpg?fit=scale&background=000000,South,"Atlanta, GA",//specials-images.forbesimg.com/imageserve/5601a7fbe4b0ffa7afe4f321/416x416.jpg?background=000000&cropX1=27&cropX2=678&cropY1=21&cropY2=672,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Fried chicken billionaire Dan Cathy is chairman and CEO of Chick-fil-A, the fast-food juggernaut his father, Truett Cathy (d. 2014), founded in 1967.', ""He grew up doing odd jobs in his father's restaurants, including scraping chewing gum from table bottoms with a butter knife."", 'Cathy became CEO in 2012, sparking nationwide protests when he made anti-same sex marriage remarks.', ""He spends much of his time away from the company's Atlanta headquarters, visiting restaurants and attending grand openings around the country."", 'His brother, Bubba Cathy, serves as executive vice president of the chicken chain, which is known for staying closed on Sundays.']","['Cathy plays the trumpet, and is an avid motorcyclist and licensed pilot.', 'Cathy spends his Sundays teaching Bible study to high school students.']",False,1.0,,,,,,,,,,,,,
569,Billionaires,2020,4,mahendra-choksi,565,billionaires,3400.0,Manufacturing,0,"{'name': 'Mahendra Choksi & family', 'uri': 'mahendra-choksi', 'imageExists': False, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/61575ab3ecee9a05d3ca2f37/416x416.jpg?background=000000&cropX1=0&cropX2=2472&cropY1=160&cropY2=2633'}",True,Mahendra Choksi & family,78.0,India,,Mumbai,paints,['Manufacturing'],India,,1617122572594,28,faris/5/2020/217970,570,False,False,U,M,-905799600000.0,Choksi,Mahendra,The World's Billionaires,,,1586314800000,False,False,,http://specials-images.forbesimg.com/imageserve/61575ab3ecee9a05d3ca2f37/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/61575ab3ecee9a05d3ca2f37/416x416.jpg?background=000000&cropX1=0&cropX2=2472&cropY1=160&cropY2=2633,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Mahendra Choksi is the son of one of four cofounders of BSE-listed Asian Paints.', 'Family patriarch Ashwin Choksi, under whom the fortune was previously listed, died in September 2018.\r\n', ""Mahendra is the late Ashwin Choksi's brother. His son, Manish, is the company's nonexecutive vice chairman."", ""The company, one of India's leading paint makers, is run by a professional CEO.""]",,False,,,,,,,,,,,,,,
570,Billionaires,2020,4,dong-wei-2,565,billionaires,3400.0,Healthcare,0,"{'name': 'Dong Wei', 'uri': 'dong-wei-2', 'imageExists': False}",True,Dong Wei,49.0,China,,Lianyungang,pharmaceuticals,['Healthcare'],China,,1617122549048,25,faris/5/2020/2040,571,False,True,U,M,31554000000.0,Dong,Wei,The World's Billionaires,,,1586314800000,False,False,,,,,,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Dong Wei chairs Liangyungang Hengchuang Pharmaceutical Technology.\r\n', 'He chairs the supervisory committee of Shanghai-listed Jiangsu Hengrui Medicine.', 'Liangyungang Hengchuang holds a stake in Hengrui. \r\n', 'Dong graduated from China Pharmaceutical University in 1993. \r\n', 'He worked for the predecessor of Jiangsu Hengrui Medicine after his graduation.']",,False,,,,,,,,,,,,,,
571,Billionaires,2020,4,pavel-durov,565,billionaires,3400.0,Technology,0,"{'name': 'Pavel Durov', 'uri': 'pavel-durov', 'imageExists': False, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/605e44a746821557fdbd3e15/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080'}",True,Pavel Durov,35.0,United Arab Emirates,,Dubai,messaging app,['Technology'],Russia,,1617713170662,45,faris/5/2020/210810,572,False,True,U,M,466214400000.0,Durov,Pavel,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/605e44a746821557fdbd3e15/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/605e44a746821557fdbd3e15/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Pavel Durov is the founder and majority owner of messaging app Telegram Messenger, which has nearly 500 million users worldwide.', 'Durov has made Telegram free to use; it competes with messaging apps like WhatsApp, which is owned by Facebook.', ""Durov is known as Russia's Zuckerberg because he also created Vkontakte, Russia's biggest social network. "", 'He founded Vkontakte when he was 22; in 2015 he sold a 12% stake in the social network for an estimated $300 million. ', 'In 2018 Pavel, with his brother Nikolai Durov, raised $1.7 billion from investors to create TON, a blockchain system based on Telegram.']","['Durov left Russia for Dubai after he refused to cooperate with the Russian secret service and provide encrypted data of Vkontakte users. ', 'Downloads of Telegram increased in January 2021 after popular conservative app Parler was taken down. ']",False,,,,,,,,,,,,,,
572,Billionaires,2020,4,juan-carlos-escotet,565,billionaires,3400.0,Finance & Investments,0,"{'name': 'Juan Carlos Escotet', 'uri': 'juan-carlos-escotet', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e77fb7c10380d0006fbc9a3/416x416.jpg?background=000000&cropX1=112&cropX2=1744&cropY1=312&cropY2=1944'}",True,Juan Carlos Escotet,60.0,Venezuela,,Caracas,banking,['Finance & Investments'],Venezuela,,1618236452685,26,faris/5/2020/193537,573,True,True,D,M,-329616000000.0,Escotet,Juan Carlos,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/5e77fb7c10380d0006fbc9a3/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5e77fb7c10380d0006fbc9a3/416x416.jpg?background=000000&cropX1=112&cropX2=1744&cropY1=312&cropY2=1944,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Juan Carlos Escotet is the founder of Caracas-based banking group Banesco. ', 'Banesco is operational in Panama, the Dominican Republic, Puerto Rico, Colombia and the United States.', 'In 2013, Banco Etcheverria, which Escotet bought for around $90 million in 2012, purchased Spanish bank Abanca for $1.3 billion.', 'Escotet began working as a messenger for Banco Union when he was 17 while studying economics. In 1986, he founded a brokerage.', 'He added banking services in 1991, and in 2001, he merged his bank with Banco Union.']","['He has four grown sons, all of whom work with their father at Banesco.', 'Escotet is a runner and plays aquatic sports. ']",False,,,,,,,,,,,,,,
573,Billionaires,2020,4,sergei-galitsky,565,billionaires,3400.0,Fashion & Retail,0,"{'name': 'Sergei Galitsky', 'uri': 'sergei-galitsky', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e7786e310380d0006fbbfea/416x416.jpg?background=000000&cropX1=392&cropX2=1445&cropY1=76&cropY2=1128'}",True,Sergei Galitsky,52.0,Russia,,Krasnodar,retail,['Fashion & Retail'],Russia,,1617669807199,26,faris/5/2020/8317,574,True,True,D,M,-75254400000.0,Galitsky,Sergei,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/5e7786e310380d0006fbbfea/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5e7786e310380d0006fbbfea/416x416.jpg?background=000000&cropX1=392&cropX2=1445&cropY1=76&cropY2=1128,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"[""Sergei Galitsky is the founder of Magnit, one of Russia's biggest supermarket chains and cosmetics retailers with more than 15,000 stores. "", 'Galitsky was CEO of Magnit until February 2018 when he sold almost all of his shares in the company to the state bank VTB for $2.4 billion.', 'Galitsky got his start in 1994 as a perfume and beauty supplies wholesaler. ', 'An admirer of Wal-Mart, he opened his first grocery store in 1998 and advertised using the slogan ""Always Low Prices.""', 'He took the company public in 2006. ']","['Galitsky owns the soccer team Krasnodar and a soccer academy. He has invested about $460 million in a new soccer stadium nicknamed Galiseum by local journalists. ', 'Galitsky spent $70 million on a park near his soccer stadium, planting 500 trees and 800 rose bushes.', 'With his brother-in-law, Galitsky owns a 173-acre winery that will soon be selling wine under the Galitsky & Galitsky label. ']",False,,,,,,,,,,,,,,
574,Billionaires,2020,4,jaime-gilinski-bacal,565,billionaires,3400.0,Finance & Investments,0,"{'name': 'Jaime Gilinski Bacal', 'uri': 'jaime-gilinski-bacal', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/4f07d582150616600588bf39ab92e054/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=66&cropY2=810'}",True,Jaime Gilinski Bacal,62.0,United Kingdom,,London,banking,['Finance & Investments'],Colombia,,1617669773828,26,faris/5/2020/193633,575,True,False,D,M,-380246400000.0,Gilinski Bacal,Jaime,The World's Billionaires,Investor,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/4f07d582150616600588bf39ab92e054/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/4f07d582150616600588bf39ab92e054/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=66&cropY2=810,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Jaime Gilinski Bacal built one of the largest banking empires in Latin America through a series of mergers and acquisitions.', 'The Colombian is redeveloping a former U.S. Air Force base alongside the Panama Canal with British billionaire brothers Ian and Richard Livingstone.', ""After getting an MBA at Harvard in 1980, Gilinski worked in Morgan Stanley's mergers and acquisitions division. "", 'His primary residence is in London, but Gilinski also has houses in New York, Panama, Miami and Colombia. ']","[""Billionaire George Soros struck a back-of-the-napkin deal to invest $50 million in Gilinski's plan to take over the largest bank in Colombia in 1994. ""]",False,,,,,,,,,,,,,,
575,Billionaires,2020,4,pansy-ho,565,billionaires,3400.0,Gambling & Casinos,0,"{'name': 'Pansy Ho', 'uri': 'pansy-ho', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/620d37b89681fb7db102e992/416x416.jpg?background=000000&cropX1=196&cropX2=2960&cropY1=67&cropY2=2834'}",True,Pansy Ho,57.0,Hong Kong,,Hong Kong,casinos,['Gambling & Casinos'],Hong Kong,,1617122658220,26,faris/5/2020/14523,576,True,False,D,F,-231969600000.0,Ho,Pansy,The World's Billionaires,,,1586314800000,False,False,,http://specials-images.forbesimg.com/imageserve/620d37b89681fb7db102e992/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/620d37b89681fb7db102e992/416x416.jpg?background=000000&cropX1=196&cropX2=2960&cropY1=67&cropY2=2834,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Pansy Ho chairs Shun Tak Holdings, a property developer in Hong Kong and Macau that runs ferries between them and operates hotels.', 'Shun Tak Holdings was founded by her father, legendary Macau gaming kingpin Stanley Ho, who died in May 2020. ', ""Ho also has major shareholdings in Macau casino operators MGM China and her late father's SJM. "", ""She cleared more than $1.5 billion from MGM China's 2011 IPO. "", 'New Jersey judged Ho an ""unsuitable"" partner and ordered MGM to sell out of Atlantic City\'s Borgata, relenting after Ho cut her stake in MGM China.']","[""Pansy Ho dabbled in Hong Kong show business as an actress during the 1980s. She helped promote her sister Josie Ho's career as an actress and singer.""]",False,,,,,,,4.0,False,,,,,,
576,Billionaires,2020,4,huang-rulun,565,billionaires,3400.0,Real Estate,0,"{'name': 'Huang Rulun', 'uri': 'huang-rulun', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5d24e1fe2ea1ddd9a7543aacb08daff5/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=3&cropY2=747'}",True,Huang Rulun,68.0,China,,Beijing,real estate,['Real Estate'],China,,1604523191809,23,faris/5/2020/237,577,True,True,D,M,-577152000000.0,Huang,Rulun,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/5d24e1fe2ea1ddd9a7543aacb08daff5/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5d24e1fe2ea1ddd9a7543aacb08daff5/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=3&cropY2=747,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Huang Rulun leads the Century Golden Resources Group, which has investments in Chinese hotels and shopping malls.', ""Huang, who was in the trading business in the Philippines in his youth, attended Philippines President Duterte's inauguration ceremony in June 2016."", ""Huang's son, Huang Tao, has been president of Century Golden Resources Group since 2012.""]",,False,,,,,,,,,,,,,,
577,Billionaires,2020,4,daniel-kretinsky,565,billionaires,3400.0,Energy,0,"{'name': 'Daniel Kretinsky', 'uri': 'daniel-kretinsky', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e758a55d8e1ae0007b71625/416x416.jpg?background=000000&cropX1=696&cropX2=3299&cropY1=0&cropY2=2601'}",True,Daniel Kretinsky,44.0,Czechia,,Prague,"energy, investments",['Energy'],Czechia,,1646669789431,28,faris/5/2020/202641,578,False,True,U,M,174096000000.0,Kretinsky,Daniel,The World's Billionaires,,,1586217600000,False,False,,http://specials-images.forbesimg.com/imageserve/5e758a55d8e1ae0007b71625/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5e758a55d8e1ae0007b71625/416x416.jpg?background=000000&cropX1=696&cropX2=3299&cropY1=0&cropY2=2601,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Daniel Kretinsky runs and owns Energeticky a prumyslovy holding (EPH), the biggest energy group in Central Europe.', 'EPH, which employs more than 25,000 people, distributes and supplies electricity as well as provides gas storage and transmission.', 'EPH is buying old coal power plants and mines from struggling players and betting on increasing electricity prices.', 'Kretinsky also owns stakes in French newspaper Le Monde and German retail giant Metro AG.', ""In May 2020, Kretinsky bought a 5% stake in UK postal firm Royal Mail and a 5% stake in struggling U.S. department store chain Macy's. ""]","['Kretinsky is co-owner of Sparta Prague, one of the biggest soccer clubs in the Czech Republic that has won the Czech championship only four times in 15 years.', 'His girlfriend is 22-year-old Anna Kellnerova, the oldest daughter of Petr Kellner, the richest Czech and his partner in a few deals.']",False,,,billionaires,,,,,,,,,,,
578,Billionaires,2020,4,miguel-krigsner,565,billionaires,3400.0,Fashion & Retail,0,"{'name': 'Miguel Krigsner', 'uri': 'miguel-krigsner', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/b9ab1ce76ad01ef77189b9172be31aa1/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=60&cropY2=804'}",True,Miguel Krigsner,70.0,Brazil,,Sao Jose dos Pinhais,cosmetics,['Fashion & Retail'],Brazil,,1640136069846,25,faris/5/2020/193764,579,True,True,U,M,-630460800000.0,Krigsner,Miguel,The World's Billionaires,,,1586217600000,False,False,,http://specials-images.forbesimg.com/imageserve/b9ab1ce76ad01ef77189b9172be31aa1/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/b9ab1ce76ad01ef77189b9172be31aa1/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=60&cropY2=804,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"[""Bolivian-born Miguel Krigsner founded Grupo Boticario, Brazil's second-largest cosmetics company behind number one, Natura. "", 'Grupo Boticario operates in cities around Brazil and seven other countries. Krigsner owns nearly 80% of the $1.15 billion (revenues) firm. ', 'His brother-in-law Artur Grynbaum joined as a financial assistant and worked his way up to CEO of the group. He owns about 20% of the group. ', ""In 1990 Krigsner create Foundation Boticario de Protecao a Natureza, which receives about 1% of Grupo Boticario's net income annually.""]",['His parents fled Nazi Germany to settle in Bolivia in the 1940s. Krigsner was born in Bolivia and moved to Brazil in 1961.'],False,,,billionaires,,,,,,,,,,,
579,Billionaires,2020,4,ludwig-merckle,565,billionaires,3400.0,Finance & Investments,0,"{'name': 'Ludwig Merckle', 'uri': 'ludwig-merckle', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/58a1dd824bbe6f0e5586a942/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=256&cropY2=1000'}",True,Ludwig Merckle,55.0,Germany,,Ulm,pharmaceuticals,['Finance & Investments'],Germany,,1617669591983,26,faris/5/2020/14579,580,True,False,D,M,-157766400000.0,Merckle,Ludwig,The World's Billionaires,,,1586300400000,False,False,,http://specials-images.forbesimg.com/imageserve/58a1dd824bbe6f0e5586a942/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/58a1dd824bbe6f0e5586a942/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=256&cropY2=1000,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"[""Most of Ludwig Merckle's wealth is from HeidelbergCement; he owns 27% after having sold nearly half the company following the 2008 financial crisis."", 'Along with other members of his family, he owns Phoenix Pharma SE, a drug wholesaler that also operates a chain of retail pharmacies.', ""After his father Alfred's death in 2009, Ludwig impressively turned around a tumbling family fortune mired in crisis and debt."", 'To finance the rescue, he sold drug maker Ratiopharm and nearly had to sell Phoenix.', 'He owns the snowcat maker Kaessbohrer and is co-owner of Zollern, which makes a range of  products including bearings, gears, winches and motors.']","[""Ludwig Merckle was named Family Entrepreneur of the Year in 2017 by PwC's INTES Family Business Academy."", 'A naturalist by hobby, he also owns the forestry company Blauwald.']",False,,,,,,,,,,,,,,
580,Billionaires,2020,4,akira-mori,565,billionaires,3400.0,Real Estate,0,"{'name': 'Akira Mori & family', 'uri': 'akira-mori', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5a7fadfb4bbe6f2652f53485/416x416.jpg?background=000000&cropX1=217&cropX2=2212&cropY1=0&cropY2=1995'}",True,Akira Mori & family,83.0,Japan,,Tokyo,real estate,['Real Estate'],Japan,,1617122698077,31,faris/5/2020/4929,581,True,False,D,M,-1056312000000.0,Mori,Akira,The World's Billionaires,,,1586314800000,False,False,,http://specials-images.forbesimg.com/imageserve/5a7fadfb4bbe6f2652f53485/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5a7fadfb4bbe6f2652f53485/416x416.jpg?background=000000&cropX1=217&cropX2=2212&cropY1=0&cropY2=1995,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Akira Mori is the chairman, co-CEO and owner of real estate developer Mori Trust.', 'Mori Trust owns more than 100 properties in Tokyo and across Japan, including office buildings and hotels.\r\n', 'His daughter, Miwako Date, has been president and co-CEO of Mori Trust since 2016.', 'Date has said that the company planned to invest $10 billion in new projects, with about 20% going overseas.', 'In the past five years, Mori Trust has purchased five office buildings in the U.S. worth over $900 million, including three in Silicon Valley.']",,False,,,,,,,,,,,,,,
581,Billionaires,2020,4,michael-moritz,565,billionaires,3400.0,Technology,0,"{'name': 'Michael Moritz', 'uri': 'michael-moritz', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/624e03ce0e62ac687c1c1f55/416x416.jpg?background=000000&cropX1=0&cropX2=1200&cropY1=0&cropY2=1200'}",True,Michael Moritz,65.0,United States,California,San Francisco,venture capital,['Technology'],United States,Sequoia,1617122538505,33,faris/5/2020/6860,582,True,True,U,M,-482961600000.0,Moritz,Michael,The World's Billionaires,Investor,"{'name': 'Sequoia', 'title': 'Partner', 'government': False, 'website': 'http://www.sequoiacap.com/', 'featuredExecutive': False}",1586314800000,False,False,8.0,http://specials-images.forbesimg.com/imageserve/624e03ce0e62ac687c1c1f55/280x425.jpg?fit=scale&background=000000,West,"San Francisco-Oakland-Fremont, CA",https://specials-images.forbesimg.com/imageserve/624e03ce0e62ac687c1c1f55/416x416.jpg?background=000000&cropX1=0&cropX2=1200&cropY1=0&cropY2=1200,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,"['Wales native Michael Moritz got his start as a journalist at Time Magazine after emigrating to America in 1976.', 'Moritz wrote an early biography of Steve Jobs and Apple, ""The Little Kingdom,"" while Time\'s San Francisco bureau chief.', 'After making the jump to venture capital firm Sequoia Capital, Moritz invested in companies such as Google, LinkedIn and PayPal.', 'A diagnosis with a rare and undisclosed medical condition led Moritz to step back from a leadership role at Sequoia in 2012.', ""His condition hasn't stopped him from working with current portfolio companies including Instacart, Klarna and Stripe."", 'Moritz took over support of the prestigious Booker Prize for literature through his foundation in June 2019.\r\n']","['Moritz was appointed a Knight Commander of the Order of the British Empire in 2013 for his philanthropic work.', 'Moriz co-authored a non-fiction book with longtime Manchester United manager Sir Alex Ferguson in 2015.']",False,4.0,,,,,,,,,,"Michael Moritz was a seed investor in the electronic payments platform Stripe in 2011, when it was valued at no more than $20 million. Stripe's valuation is now more than 1,000 times greater, at $35 billion, after its latest funding round in September 2019. The Wales native got his start as a journalist at Time Magazine after emigrating to America in 1976. Moritz wrote an early biography of Steve Jobs and Apple, ""The Little Kingdom,"" while Time's San Francisco bureau chief. After making the jump to venture capital firm Sequoia Capital, Moritz invested in companies such as Google, LinkedIn and PayPal. A diagnosis with a rare and undisclosed medical condition led Moritz to step back from a leadership role at Sequoia in 2012. His condition hasn't stopped him from working with current portfolio companies including Instacart and Klarna. Moritz took over support of the prestigious Booker Prize for literature through his foundation in June 2019.",Stripe,,
