,name,year,month,uri,bio,rank,listUri,finalWorth,otherCompensation,countryRank,person,visible,personName,age,country,city,source,industries,countryOfCitizenship,timestamp,version,moneyRank,tvRadioRank,pressRank,webRank,socialRank,naturalId,position,imageExists,change,changePercent,selfMade,status,gender,birthDate,countryId,lastName,firstName,listDescription,shortUri,galleryShortUri,listShortUri,date,wealthList,familyList,thumbnail,squareImage,bioSuppress,category,state,organization,title,employment,numberOfSiblings,numberOfSiblingsEst,csfDisplayFields,suppressOnProfiles,premiumProfile,embargo,previousRank,portraitImage,landscapeImage,residenceStateRegion,residenceMsa,investments
173,Billionaires,2011,3,donald-newhouse,"The New York native and brother of Samuel Irving (S.I.) oversees the newspaper portion of Advance Publications, which runs local papers in more than 25 American cities; Si takes care of magazines under the Conde Nast banner. Fortune up $400 million since last year thanks to the stock performance of media and entertainment network Discovery Communications, owner of Discovery Channel, Animal Planet, TLC and others (he and Si own a stake). Although he dropped out of Syracuse University, Donald established the Wellesley Center for the Humanities at his wife Susan's alma mater.",173,billionaires,5800.0,0,53.0,"{'name': 'Donald Newhouse', 'uri': 'donald-newhouse', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/5f4e9fd63fe2632db7de396e/416x416.jpg?background=000000&cropX1=421&cropX2=2796&cropY1=63&cropY2=2436'}",True,Donald Newhouse,81.0,United States,Somerset County,publishing,['Media'],United States,1358269325500,1358269322129,0.0,0.0,0.0,0.0,0.0,faris/5/2011/5867,175,True,1800.0,45.0,False,U,M,-1262286000000.0,225.0,Newhouse,Donald,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1BOTEcr,http://onforb.es/1IR71XC,1298955600000,False,False,http://specials-images.forbesimg.com/imageserve/5f4e9fd63fe2632db7de396e/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/5f4e9fd63fe2632db7de396e/416x416.jpg?background=000000&cropX1=421&cropX2=2796&cropY1=63&cropY2=2436,False,Media,New Jersey,,,,,,,,,,,,,,,
174,Billionaires,2011,3,zong-qinghou,"The founder of China's largest beverage producer, Wahaha, sees his wealth drop this year as higher raw materials costs eroded profit margins. Zong has lately expressed an interest in diversifying his revenue from beverages into retail even as main business is growing. ""You can say, 20%-plus growth isn't enough to satisfy Wahaha,"" Zong told Forbes Asia at the end of last year. Wahaha's name comes from the sound of a child's laughter.",169,billionaires,5900.0,0,3.0,"{'name': 'Zong Qinghou', 'uri': 'zong-qinghou', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e79456a10380d0006fbe719/416x416.jpg?background=000000&cropX1=2823&cropX2=4476&cropY1=742&cropY2=2394'}",True,Zong Qinghou,65.0,China,Hangzhou,beverages,['Food and Beverage'],China,1320240762890,1320240756102,0.0,0.0,0.0,0.0,0.0,faris/5/2011/2732,178,True,-1100.0,-15.714285714285708,True,D,M,-765313200000.0,99.0,Zong,Qinghou,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1BOTr9b,http://onforb.es/1IR71XC,1298955600000,False,False,http://specials-images.forbesimg.com/imageserve/5e79456a10380d0006fbe719/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e79456a10380d0006fbe719/416x416.jpg?background=000000&cropX1=2823&cropX2=4476&cropY1=742&cropY2=2394,False,,Zhejiang,,,,,,,,,,,,,,,
175,Billionaires,2011,3,henry-sy,"The Philippines richest man came from China as a child to work in father's convenience store. Starting with small shoe store in Manila, he built one of the country's largest retail groups. SM Prime, ,which he controls and is run by son Hans, is the Philippines largest shopping mall developer with 39 malls; continues China expansion. Banco de Oro Unibank, run by daughter Teresita Sy-Coson, is the country's largest bank.  Expanding into gaming with $350 million Las Vegas-style casino scheduled to open in Manila later this year.  Shares fortune with wife and children.",173,billionaires,5800.0,0,1.0,"{'name': 'Henry Sy & family', 'uri': 'henry-sy', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5a8ed22d31358e4955ae072b/416x416.jpg?background=000000&cropX1=568&cropX2=3083&cropY1=131&cropY2=2647'}",True,Henry Sy & family,86.0,Philippines,Manila,retail,['Diversified'],Philippines,1340222072062,1340222165867,0.0,0.0,0.0,0.0,0.0,faris/5/2011/4394,178,True,1600.0,38.0952380952381,True,U,M,-1425927600000.0,89.0,Sy,Henry,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwssYG,http://onforb.es/1IR71XC,1298955600000,False,False,http://specials-images.forbesimg.com/imageserve/5a8ed22d31358e4955ae072b/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5a8ed22d31358e4955ae072b/416x416.jpg?background=000000&cropX1=568&cropX2=3083&cropY1=131&cropY2=2647,False,,,,,,,,,,,,,,,,,
176,Billionaires,2011,3,harold-simmons,"Buyout investor's stakes in holding company Valhi and Titanium Metals continued upward, gaining 34% and 33% respectively in a year. Environmental groups have raised concerns with the U.S. Nuclear Regulatory Commission (NRC) and the U.S. Environmental Protection Agency (EPA) over his company Waste Control Specialists' proposed site for disposing radioactive waste from other states. Started out as a bank examiner; got taste for takeovers after buying Dallas drugstore in 1961 for $5,000 cash plus $95,000 loan; sold chain 12 years later to Eckerd Corp. for $50 million. Began building Valhi through hostile buyouts.",179,billionaires,5700.0,0,56.0,"{'name': 'Harold Simmons', 'uri': 'harold-simmons', 'imageExists': True}",True,Harold Simmons,79.0,United States,Dallas,investments,['Investments'],United States,1358269309281,1358269301926,0.0,0.0,0.0,0.0,0.0,faris/5/2011/5494,181,True,1200.0,26.666666666666657,True,U,M,-1219348800000.0,225.0,Simmons,Harold,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/SkcqBN,http://onforb.es/1IR71XC,1298955600000,False,False,,,False,Investments,Texas,Valhi Inc.,Chairman,"{'name': 'Valhi Inc.', 'title': 'Chairman', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",,,,,,,,,,,,
177,Billionaires,2011,3,jim-pattison,"Vancouver magnate started with car dealerships, built into eclectic conglomerate including coal shipping terminals, advertising, supermarkets, forestry. Media company owns Guiness World Records, Ripley's Believe It Or Not. Chronically upbeat, still loves going into the office, driving his vintage cars: ""I'm doing great; not a complaint in the world."" A jewel in the Pattison crown--Palm Springs retreat once home to Frank Sinatra.",173,billionaires,5800.0,0,3.0,"{'name': 'Jim Pattison', 'uri': 'jim-pattison', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e74463d2a573300068fcd8d/416x416.jpg?background=000000&cropX1=411&cropX2=2016&cropY1=97&cropY2=1702'}",True,Jim Pattison,82.0,Canada,Vancouver,diversified,['Diversified'],Canada,1320241163437,1320241169888,0.0,0.0,0.0,0.0,0.0,faris/5/2011/4342,182,True,1800.0,45.0,True,U,M,-1301770800000.0,223.0,Pattison,Jim,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1BOTsdj,http://onforb.es/1IR71XC,1298955600000,False,False,http://specials-images.forbesimg.com/imageserve/5e74463d2a573300068fcd8d/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e74463d2a573300068fcd8d/416x416.jpg?background=000000&cropX1=411&cropX2=2016&cropY1=97&cropY2=1702,False,,,,,,,,,,,,,,,,,
178,Billionaires,2011,3,dorothea-steinbruch,"Widow and her children control one of Brazil's largest steelmakers, Companhia Siderurgica Nacional (CSN). The Steinbruch and Rabinovitch families, through their Vicunha Textile, paid a reported $800 million in 1993 for control of CSN, a formerly state-owned steel company. In 2005 Steinbruch bought out the Rabinovitch stake for a reported $590 million. Her brother-in-law, Eliezer Steinbruch, who shared control of CSN, died in 2008. She is not involved in running the business; son Benjamin serves as chairman and chief executive of CSN. Company made an unsuccessful bid for Cimpor, Portugal's largest cement manufacturer, last year.  Family also owns Banco Fibra; son Ricardo is chairman of the board.",173,billionaires,5800.0,0,5.0,"{'name': 'Dorothea Steinbruch & family', 'uri': 'dorothea-steinbruch', 'imageExists': False}",True,Dorothea Steinbruch & family,0.0,Brazil,Sao Paulo,steel,['Metals & Mining'],Brazil,1320240843796,1320240836463,0.0,0.0,0.0,0.0,0.0,faris/5/2011/7888,183,False,300.0,5.454545454545439,False,U,F,,140.0,Steinbruch,Dorothea,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1XndmkM,http://onforb.es/1IR71XC,1298955600000,False,False,,,False,,,,,,,,,,,,,,,,,
179,Billionaires,2011,3,terry-gou,"The chairman of electronics contract manufacturing king Hon Hai Precision was dethroned as Taiwan's richest man after a tough 2010 in which the company attracted international attention following a spate of suicides at its mainland operations. Subsequent wage increases won't help costs. Yet Hon Hai, better known in the industry by its trade name Foxconn, still has a strong customer list that includes Apple and HP. Gou founded the company in 1974 with $7,500.",179,billionaires,5700.0,0,3.0,"{'name': 'Terry Gou', 'uri': 'terry-gou', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/62680710a5f2dc4dd7109d4b/416x416.jpg?background=000000&cropX1=1329&cropX2=1978&cropY1=353&cropY2=1003'}",True,Terry Gou,60.0,Taiwan,Taipei,electronics,['Technology'],Taiwan,1320240845687,1320240838672,0.0,0.0,0.0,0.0,0.0,faris/5/2011/1235,185,True,200.0,3.6363636363636402,True,U,M,-606078000000.0,95.0,Gou,Terry,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1BOTD8q,http://onforb.es/1IR71XC,1298955600000,False,False,http://specials-images.forbesimg.com/imageserve/62680710a5f2dc4dd7109d4b/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/62680710a5f2dc4dd7109d4b/416x416.jpg?background=000000&cropX1=1329&cropX2=1978&cropY1=353&cropY2=1003,False,,,,,,,,,,,,,,,,,
180,Billionaires,2011,3,li-li-2,"Asia's richest newcomer. Chairman of Shenzhen Hepalink Pharmaceutical, a producer of heparin used to treat cardiovascular and cerebrovascular diseases. Goldman Sachs has 11% stake in company, which is a supplier to Sanofi-Aventis. It went public in May 2010; shares have been choppy since. Li and wife Li Tan co-founded the company in the 1980s as Chongqing Tongda Biological Products. They later moved to the southern entrepreneurial mecca of Shenzhen, and eventually changed company name. The Lis both graduated from Sichuan University as chemistry majors in 1987.",179,billionaires,5700.0,0,4.0,"{'name': 'Li Li & wife', 'uri': 'li-li-2', 'imageExists': False, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800'}",True,Li Li & wife,47.0,China,Shenzhen,pharmaceuticals,['Health care'],China,1320241024375,1320241017662,0.0,0.0,0.0,0.0,0.0,faris/5/2011/12517,186,False,,,True,N,M,-186001200000.0,99.0,Li,Li,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwwQXw,http://onforb.es/1IR71XC,1298955600000,False,False,http://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,False,,Guangdong,,,,,,,,,,,,,,,
181,Billionaires,2011,3,hiroshi-mikitani,Chairman and chief executive of online shopping mall operator Rakuten plans to diversify his management and board with foreign nationals as the company expands overseas; eventual goal is to have English as the company language. In October 2010 launched an online shopping mall in China through joint venture with Chinese search engine Baidu. Petitioning Japan Fair Trade Commission to examine the tie up of Yahoo Japan and Google as a potential monopoly on information.,182,billionaires,5600.0,0,5.0,"{'name': 'Hiroshi Mikitani', 'uri': 'hiroshi-mikitani', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/607dcdcca333763de5e0b999/416x416.jpg?background=000000&cropX1=20&cropX2=2809&cropY1=8&cropY2=2797'}",True,Hiroshi Mikitani,46.0,Japan,Tokyo,online retailing,['Technology'],Japan,1320240974609,1320240974318,0.0,0.0,0.0,0.0,0.0,faris/5/2011/4677,188,True,800.0,16.66666666666667,True,U,M,-157748400000.0,68.0,Mikitani,Hiroshi,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwsQq5,http://onforb.es/1IR71XC,1298955600000,False,False,http://specials-images.forbesimg.com/imageserve/607dcdcca333763de5e0b999/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/607dcdcca333763de5e0b999/416x416.jpg?background=000000&cropX1=20&cropX2=2809&cropY1=8&cropY2=2797,False,,,,,,,,,,,,,,,,,
182,Billionaires,2011,3,shiv-nadar,"His garage startup is now $5.7 billion (revenues) HCL Group, among India's top five software firms. Flagship HCL Technologies bagged a $500 million outsourcing contract from American drugmaker Merck & Co , its largest order ever. Last  June, he sold 2.5% stake in HCL Technologies for $131 million, donating money to his Shiv Nadar Foundation. Daughter Roshni is chief executive of holding entity HCL Corporation. Wife Kiran, an avid art collector, has an art museum in Delhi",182,billionaires,5600.0,0,16.0,"{'name': 'Shiv Nadar', 'uri': 'shiv-nadar', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/605e2b0c7cd0a7025abd3e15/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080'}",True,Shiv Nadar,65.0,India,New Delhi,information technology,['Technology'],India,1320241121312,1320241108803,0.0,0.0,0.0,0.0,0.0,faris/5/2011/4855,189,True,1400.0,33.333333333333314,True,U,M,-771796800000.0,66.0,Nadar,Shiv,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwspMm,http://onforb.es/1IR71XC,1298955600000,False,False,http://specials-images.forbesimg.com/imageserve/605e2b0c7cd0a7025abd3e15/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/605e2b0c7cd0a7025abd3e15/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,False,,,,,,,,,,,,,,,,,
183,Billionaires,2011,3,nassef-sawiris,"Youngest son of Orascom founder and billionaire Onsi Sawiris. Took over leadership of empire's flagship construction and fertilizer division in 1998. In 2007, sold cement business in Algeria to French construction giant Lafarge. Owns 13.9% stake in Lafarge, and sits on board . Also largest shareholder in cement producer Texas Industries. Had berated management's poor performance, but recently reached agreement to boost stake to no more than 20%. Shares of Orascom on London exchange plunged by more than one-third after uprising in Egypt.",182,billionaires,5600.0,0,1.0,"{'name': 'Nassef Sawiris', 'uri': 'nassef-sawiris', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/6009d55aa6075e42a1124d7e/416x416.jpg?background=000000&cropX1=526&cropX2=1546&cropY1=29&cropY2=1049'}",True,Nassef Sawiris,50.0,Egypt,Cairo,construction,['Construction & Engineering'],Egypt,1320240847703,1320240856378,0.0,0.0,0.0,0.0,0.0,faris/5/2011/7715,190,True,-300.0,-5.0847457627118615,False,D,M,-282423600000.0,208.0,Sawiris,Nassef,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwtgwF,http://onforb.es/1IR71XC,1298955600000,False,False,http://specials-images.forbesimg.com/imageserve/6009d55aa6075e42a1124d7e/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/6009d55aa6075e42a1124d7e/416x416.jpg?background=000000&cropX1=526&cropX2=1546&cropY1=29&cropY2=1049,False,,,,,,,,,,,,,,,,,
184,Billionaires,2011,3,sergei-galitsky,"Investing over $1 billion to expand his food retailer, Magnit. Started out as wholesaler of perfumes and beauty supplies in 1994. Four years later, the Wal-Mart admirer established Magnit, a chain of grocery stores with the slogan ""Always Low Prices.""  (Wal-Mart's slogan has long been ""Everyday Low Prices."") Took the company public in April 2006. Also has investments in agriculture, development and tourism. As a child dreamed of becoming a professional soccer player; in 2008 established the Krasnodar football team. In partnership with government began construction of a new soccer stadium to host the 2018 World Cup.",185,billionaires,5500.0,0,24.0,"{'name': 'Sergei Galitsky', 'uri': 'sergei-galitsky', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e7786e310380d0006fbbfea/416x416.jpg?background=000000&cropX1=392&cropX2=1445&cropY1=76&cropY2=1128'}",True,Sergei Galitsky,43.0,Russia,Krasnodar,retail,['Fashion and Retail'],Russia,1320241574218,1320241557416,0.0,0.0,0.0,0.0,0.0,faris/5/2011/8317,191,True,2600.0,89.65517241379311,True,U,M,-75240000000.0,195.0,Galitsky,Sergei,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1BOTsdi,http://onforb.es/1IR71XC,1298955600000,False,False,http://specials-images.forbesimg.com/imageserve/5e7786e310380d0006fbbfea/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e7786e310380d0006fbbfea/416x416.jpg?background=000000&cropX1=392&cropX2=1445&cropY1=76&cropY2=1128,False,,,,,,,,,,,,,,,,,
185,Billionaires,2011,3,graeme-hart,"New Zealand's richest person continues to build his packaging empire. His Rank Group bought America's Pactiv, maker of Hefty garbage bags for around $4.4 billion in 2010. Past acquisitions have included Australasian forest products group Carter Holt Harvey, Swiss packager SIG, Alcoa's former packaging unit, Reynolds Consumer Products and Closure Systems International. Drew up the idea for Rank as an M.B.A. student at University of Otago in New Zealand. Boating enthusiast owns 190-foot yacht Ulysses.",185,billionaires,5500.0,0,1.0,"{'name': 'Graeme Hart', 'uri': 'graeme-hart', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c715725a7ea4310004343b5/416x416.jpg?background=000000&cropX1=843&cropX2=3343&cropY1=11&cropY2=2513'}",True,Graeme Hart,55.0,New Zealand,Auckland,investments,['Investments'],New Zealand,1320240909781,1320240905405,0.0,0.0,0.0,0.0,0.0,faris/5/2011/7844,192,True,200.0,3.773584905660371,True,U,M,-459892800000.0,83.0,Hart,Graeme,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwt3cW,http://onforb.es/1IR71XC,1298955600000,False,False,http://specials-images.forbesimg.com/imageserve/5c715725a7ea4310004343b5/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c715725a7ea4310004343b5/416x416.jpg?background=000000&cropX1=843&cropX2=3343&cropY1=11&cropY2=2513,False,,,,,,,,,,,,,,,,,
186,Billionaires,2011,3,he-xiangjian,"Built Guangdong Province's Midea Group into one of the world's largest electronic and home appliance makers, churning out washing machines, refrigerators and air conditioners for China's emerging middle class. He is the biggest shareholder of the Group, which includes Shenzhen-listed GD Midea and Hong Kong-listed Welling Holding. Possible hot-selling item this year: solar-powered air conditioners. GD Midea took a step abroad last October by buying 32.5% of Misr Refrigeration of Egypt. Relaxes by golfing.",185,billionaires,5500.0,0,5.0,"{'name': 'He Xiangjian', 'uri': 'he-xiangjian', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/5f88aa3c6e0f7a6ca036fc64/416x416.jpg?background=000000&cropX1=1462&cropX2=2567&cropY1=1200&cropY2=2305'}",True,He Xiangjian,68.0,China,Foshan,appliances,['Manufacturing'],China,1320241423531,1320241424079,0.0,0.0,0.0,0.0,0.0,faris/5/2011/73,193,True,2200.0,66.66666666666669,True,U,M,-864417600000.0,99.0,He,Xiangjian,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1BOTr9c,http://onforb.es/1IR71XC,1298955600000,False,False,http://specials-images.forbesimg.com/imageserve/5f88aa3c6e0f7a6ca036fc64/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/5f88aa3c6e0f7a6ca036fc64/416x416.jpg?background=000000&cropX1=1462&cropX2=2567&cropY1=1200&cropY2=2305,False,,Guangdong,,,,,,,,,,,,,,,
187,Billionaires,2011,3,charles-butt,"Former bag boy runs family's privately held HEB grocery chain, with $16 billion in sales from 317 stores throughout Texas, Mexico. Has been slashing prices to lure customers away from competitors Wal-Mart and Kroger. Grandmother founded grocer in 1905 in Kerrville, Tex. after her husband fell ill with tuberculosis. Company donates 5% of pretax profits to charity.",193,billionaires,5300.0,0,57.0,"{'name': 'Charles Butt', 'uri': 'charles-butt', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/633f36069877ef2945de06ab/416x416.jpg?background=000000&cropX1=101&cropX2=966&cropY1=22&cropY2=886'}",True,Charles Butt,73.0,United States,San Antonio,supermarkets,,United States,1358269308187,1358269300493,0.0,0.0,0.0,0.0,0.0,faris/5/2011/5470,193,True,1300.0,32.5,False,U,M,-1006974000000.0,225.0,Butt,Charles,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwsv6J,http://onforb.es/1IR71XC,1298955600000,False,False,http://specials-images.forbesimg.com/imageserve/633f36069877ef2945de06ab/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/633f36069877ef2945de06ab/416x416.jpg?background=000000&cropX1=101&cropX2=966&cropY1=22&cropY2=886,False,,Texas,,,,,,,,,,,,,,,
188,Billionaires,2011,3,bidzina-ivanishvili,"Began building his empire in 1990 when, with partner Vitaly Malkin, he set up Rossiysky Kredit Bank. Over the years, sold businesses he accumulated during Russia's privatization era including ore mining and metals interests; invested proceeds in Russian stock market. Also has interests in elite real estate project in Moscow and two 5-star hotels. Owns Russian drugstore chain Doctor Stoletov. Collects the Impressionists; his most expensive painting is Dora Maar with Cat by Pablo Picasso, which he bought at Sotheby's in 2006 for $95 million. Last year he received French citizenship, adding to his Russian and Georgian passports. Lives in the Georgian village of Chorvila, where he was born.",185,billionaires,5500.0,0,24.0,"{'name': 'Boris Ivanishvili', 'uri': 'bidzina-ivanishvili', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e75a7abc7b02d000666c47e/416x416.jpg?background=000000&cropX1=115&cropX2=1025&cropY1=39&cropY2=949'}",True,Boris Ivanishvili,55.0,Georgia,Chorvila,investments,['Investments'],Russia,1320240973484,1320240968655,0.0,0.0,0.0,0.0,0.0,faris/5/2011/7680,194,False,700.0,14.583333333333329,True,U,M,-437684400000.0,195.0,Ivanishvili,Boris,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1BOTOk2,http://onforb.es/1IR71XC,1298955600000,False,False,http://specials-images.forbesimg.com/imageserve/5e75a7abc7b02d000666c47e/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e75a7abc7b02d000666c47e/416x416.jpg?background=000000&cropX1=115&cropX2=1025&cropY1=39&cropY2=949,False,,,,,,,,,,,,,,,,,
189,Billionaires,2011,3,carlos-alberto-sicupira,"One of the trio of Brazilians who share control of Anheuser-Busch Inbev, the world's largest beer company, and now also share control of fast food chain Burger King, which they bought for $4 billion last year. With his former investment banking partners and fellow billionaires Jorge Paulo Lemann and Marcel Telles, turned around Ambev, a Brazilian beermaker, and merged it with Interbrew of Belgium in 2004 to form Inbev. In November 2008 Inbev acquired Anheuser-Busch for $52 billion. The trio also control Brazilian retailer Lojas Americanas.",185,billionaires,5500.0,0,6.0,"{'name': 'Carlos Alberto Sicupira', 'uri': 'carlos-alberto-sicupira', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5a8ddcfd4bbe6f2652f6287e/416x416.jpg?background=000000&cropX1=124&cropX2=661&cropY1=0&cropY2=537'}",True,Carlos Alberto Sicupira,63.0,Brazil,Sao Paulo,beer,['Food and Beverage'],Brazil,1320240969500,1320240970740,0.0,0.0,0.0,0.0,0.0,faris/5/2011/7650,195,False,1000.0,22.22222222222223,True,U,M,-694292400000.0,140.0,Sicupira,Carlos Alberto,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1BOTqlJ,http://onforb.es/1IR71XC,1298955600000,False,False,http://specials-images.forbesimg.com/imageserve/5a8ddcfd4bbe6f2652f6287e/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5a8ddcfd4bbe6f2652f6287e/416x416.jpg?background=000000&cropX1=124&cropX2=661&cropY1=0&cropY2=537,False,,,,,,,,,,,,,,,,,
190,Billionaires,2011,3,john-menard-jr,"Hardware mogul's fortune spared from demolition despite tough economic times as legions of cash-strapped suburbanites shunned pricey contractors and took to do-it-yourself home renovation, benefitting his home improvement chain Menards. Revenues in 2009 dropped under $7 billion. U. of Wisconsin-Eau Claire grad earned handyman credentials constructing post-frame buildings to finance education. Began selling tools from a single store in 1970s; Menard's is now nation's third-largest home improvement (by sales) brand behind Home Depot, Lowe's; it has 286 stores in 13 midwestern states.",196,billionaires,5200.0,0,58.0,"{'name': 'John Menard, Jr.', 'uri': 'john-menard-jr', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5f0f870a933def00067666de/416x416.jpg?background=000000&cropX1=223&cropX2=1909&cropY1=133&cropY2=1820'}",True,"John Menard, Jr.",71.0,United States,Eau Claire,Retail,['Fashion and Retail'],United States,1358269329703,1358269326591,0.0,0.0,0.0,0.0,0.0,faris/5/2011/5376,196,True,-300.0,-5.454545454545453,True,D,M,-944938800000.0,225.0,Menard,John,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwsTlD,http://onforb.es/1IR71XC,1298955600000,False,False,http://specials-images.forbesimg.com/imageserve/5f0f870a933def00067666de/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5f0f870a933def00067666de/416x416.jpg?background=000000&cropX1=223&cropX2=1909&cropY1=133&cropY2=1820,False,Fashion and Retail,Wisconsin,"Menard, Inc.",president and CEO,"{'name': 'Menard, Inc.', 'title': 'president and CEO', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",,,,,,,,,,,,
191,Billionaires,2011,3,gennady-timchenko,"Oil baron bought up shares in Russia's second biggest gas producer, Novatek , last year.  He also bought a 25% stake in Geotek, one of the biggest geological exploration companies in Russia.  In the late 1980s ran Kinex, a state-owned oil exporter. Became one of its main shareholders when it was later privatized. Today is one of the co-owners of the Gunvor Group, one of the largest international energy traders (2010 revenues: $65 billion), through which state-controlled Rosneft and Gazpromneft oil firms export their products. Controls the engineering and construction company Stroytransgaz, Gazprom's contractor. Also has Finnish citizenship, lives in Switzerland. He won several cases against Russian and UK media outfits that wrote about his business successes in relation to his alleged close ties with Vladimir Putin.",185,billionaires,5500.0,0,24.0,"{'name': 'Gennady Timchenko', 'uri': 'gennady-timchenko', 'imageExists': False, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/622b778d7c4aefebd5cbea11/416x416.jpg?background=000000&cropX1=0&cropX2=2317&cropY1=426&cropY2=2744'}",True,Gennady Timchenko,58.0,Switzerland,Geneva,oil trading,['Energy'],Russia,1320242394984,1320242390089,0.0,0.0,0.0,0.0,0.0,faris/5/2011/8752,196,False,3600.0,189.4736842105263,True,U,M,-541018800000.0,195.0,Timchenko,Gennady,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1BOTuSh,http://onforb.es/1IR71XC,1298955600000,False,False,http://specials-images.forbesimg.com/imageserve/622b778d7c4aefebd5cbea11/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/622b778d7c4aefebd5cbea11/416x416.jpg?background=000000&cropX1=0&cropX2=2317&cropY1=426&cropY2=2744,False,,,,,,,,,,,,,,,,,
