,name,year,month,uri,bio,rank,listUri,finalWorth,otherCompensation,countryRank,person,visible,personName,age,country,state,city,source,industries,countryOfCitizenship,timestamp,version,moneyRank,tvRadioRank,pressRank,webRank,socialRank,naturalId,position,imageExists,change,changePercent,selfMade,status,gender,birthDate,countryId,lastName,firstName,listDescription,shortUri,galleryShortUri,listShortUri,date,wealthList,familyList,thumbnail,squareImage,bioSuppress,factivaHits,webHits,tvRadio,recentEarnings,recentSales,recentBudget,gdp,budget,assets,totalCompensation,salary,bonus,stockOptions,population,audienceWeb,audiencePrint,audienceTv,employees,following,category,previousRank,csfDisplayFields,suppressOnProfiles,organization,title,employment,portraitImage,landscapeImage
52,Billionaires,2003,3,lorenzo-mendoza,"Venezuelan troops stormed Mendoza&#8217;s Polar bottling plants, after Venezuela president Hugo Chavez accused them of hoarding water, beer and other staples. Despite the upheaval, Mendoza scored a coup in December when he sold his almost 25% share of Peruvian brewery Backus to Colombian brewer, Bavaria, for $568 million. These are just two of the holdings that make up Mendoza&#8217;s $3 billion  (revenues) Empresas Polar, founded by his grandfather as a beer company and now one of Venezuela&#8217;s largest private companies with interests in everything from tuna fish to condiments to wine. Although intensely private, he and his family occasionally appear in the society pages, mostly in connection with their charitable foundation, Fundaci&#243;n Polar, one of Venezuela&#39s largest.",68,billionaires,4300.0,,,"{'name': 'Lorenzo Mendoza & family', 'uri': 'lorenzo-mendoza'}",True,Lorenzo Mendoza & family,37.0,Venezuela,,Caracas,,['Beverages'],Venezuela,1309539483214,1309539506931,,,,,0,faris/5/2003/4305,69,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1BOUdTA,http://onforb.es/1IR71XC,1046494800000,False,False,http://specials-images.forbesimg.com/imageserve/56cc7035e4b062f6b59a517e/280x425.jpg?fit=scale&background=000000,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
53,Billionaires,2003,3,stefan-quandt,"The world&#8217;s most eligible bachelor? With his mother and sister, Quandt, 37, controls one of the most powerful family fortunes in Germany today. Inherited 17.4% of BMW (mother and sister own another 29.2%), as well as 77% of power supply equipment maker CEAG. Plus he owns a $634 million (sales) holding company, Delton AG, which last August acquired 45% of midcap logistics company Thiel Logistik AG. Rumors predict he may soon become head of BMW&#8217;s supervisory board, of which he and his sister, Susanne, are members.",68,billionaires,4300.0,,,"{'name': 'Stefan Quandt', 'uri': 'stefan-quandt', 'squareImage': 'https://specials-images.forbesimg.com/imageserve/f257c2f96ce1171be43e685e6d8f9fa3/416x416.jpg?background=000000&cropX1=124&cropX2=725&cropY1=92&cropY2=693'}",True,Stefan Quandt,37.0,Germany,,Bad Homburg,,['Manufacturing'],Germany,1309541995314,1309542012495,,,,,0,faris/5/2003/7345,70,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsr6S,http://onforb.es/1IR71XC,1046494800000,False,False,http://specials-images.forbesimg.com/imageserve/f257c2f96ce1171be43e685e6d8f9fa3/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/f257c2f96ce1171be43e685e6d8f9fa3/416x416.jpg?background=000000&cropX1=124&cropX2=725&cropY1=92&cropY2=693,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
54,Billionaires,2003,3,phil-knight,"Sneaker giant's stock took dive last February after earnings came in short, but Nike has surged back like a distance runner, hitting a new 52-week high in January. With net worth of $5.7 billion, cofounder Knight hits new high himself; remains chairman, CEO, president and whipping-boy-in-chief for opponents of low-wage manufacturing in Asia. Stopped donating to alma mater U. of Oregon after it joined an antisweatshop organization that it's since left. Knight founded Nike in 1968 with his former track coach, Bill Bowerman (d. 1999), designer of waffle-sole running shoe.",71,billionaires,4200.0,0.0,34.0,"{'name': 'Phil Knight', 'uri': 'phil-knight', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5a8d930431358e4955adf1bb/416x416.jpg?background=000000&cropX1=1457&cropX2=2405&cropY1=17&cropY2=966'}",True,Phil Knight,65.0,United States,Oregon,Hillsboro,,['Fashion and Retail'],United States,1337117359984,1337117408972,0.0,0.0,0.0,0.0,0,faris/5/2003/5307,71,True,-1500.0,-26.31578947368422,False,D,M,-1005159600000.0,225.0,Knight,Philip,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwsoIc,http://onforb.es/1IR71XC,1046494800000,False,False,http://specials-images.forbesimg.com/imageserve/5a8d930431358e4955adf1bb/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5a8d930431358e4955adf1bb/416x416.jpg?background=000000&cropX1=1457&cropX2=2405&cropY1=17&cropY2=966,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Billionaires,2003,3,eitaro-itoyama,Notorious in Japan; claims to be a link between the nation&#8217;s gangsters and politicians. Inherited a chain of golf courses from his father. Fortune now includes a $200 million stake in Japan Airlines. Plans to spend $80 million to support nationalist Tokyo Governor Shintaro Ishihara in a bid  to unseat Japan&#8217;s ruling Liberal Democratic Party.,72,billionaires,4100.0,,,"{'name': 'Eitaro Itoyama', 'uri': 'eitaro-itoyama'}",True,Eitaro Itoyama,60.0,Japan,,Tokyo,,['Real Estate'],Japan,1309542590095,1309542608717,,,,,0,faris/5/2003/4736,72,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/OmS2Km,http://onforb.es/1IR71XC,1046494800000,False,False,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
56,Billionaires,2003,3,edward-johnson-iii,"Edward and his daughter Abigail run Fidelity Investments, nation&#8217;s largest mutual fund company, with $770 billion under management, but lately feeling effects of slumping stock market: $100 billion sapped from accounts. With flagship Magellan Fund down 21%, company now playing it more conservatively, pushing new Treasury bond fund.",72,billionaires,4100.0,,,"{'name': 'Edward Johnson', 'uri': 'edward-johnson-iii', 'squareImage': '//specials-images.forbesimg.com/imageserve/57e5959f4bbe6f24d1f893d4/416x416.jpg?background=000000&cropX1=105&cropX2=617&cropY1=163&cropY2=675'}",True,Edward Johnson,72.0,United States,Massachusetts,Boston,,['Finance'],United States,1309539777583,1309539821621,,,,,0,faris/5/2003/5283,74,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1BOTDoO,http://onforb.es/1IR71XC,1046494800000,False,False,http://specials-images.forbesimg.com/imageserve/57e5959f4bbe6f24d1f893d4/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/57e5959f4bbe6f24d1f893d4/416x416.jpg?background=000000&cropX1=105&cropX2=617&cropY1=163&cropY2=675,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
57,Billionaires,2003,3,karl-heinz-kipp,"In 1994 sold the last 5% of his Massa chain of German department stores but kept the underlying real estate. Now rents that property to another retailer, Metro. Has other real estate interests: owns several first class properties in New York City, as well as four swank hotels in Switzerland, including the Eden Roc in Ascona, which was named the finest holiday hotel in Switzerland in 2002 by the Swiss magazine Bilan. But he and wife Hannelore prefer to live in their Tschuggen Grand Hotel in Arosa, Switzerland.",72,billionaires,4100.0,,,"{'name': 'Karl-Heinz Kipp', 'uri': 'karl-heinz-kipp'}",True,Karl-Heinz Kipp,79.0,Switzerland,,Arosa,,['Real Estate'],Germany,1309539484312,1309539504927,,,,,0,faris/5/2003/4327,75,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwtlQY,http://onforb.es/1IR71XC,1046494800000,False,False,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
58,Billionaires,2003,3,akira-mori,"Japan&#8217;s leading real estate mogul. Thanks to smart investments, Mori Trust Group has largely survived Japan&#8217;s plunging land prices. Bought 10% of Fujita Tourism and 20% of the Loft Department store chain in 2001, and 20% of department store Parco in February 2002.",72,billionaires,4100.0,,,"{'name': 'Akira Mori & family', 'uri': 'akira-mori', 'squareImage': '//specials-images.forbesimg.com/imageserve/5a7fadfb4bbe6f2652f53485/416x416.jpg?background=000000&cropX1=217&cropX2=2212&cropY1=0&cropY2=1995'}",True,Akira Mori & family,66.0,Japan,,Tokyo,,['Real Estate'],Japan,1309543092364,1309543116419,,,,,0,faris/5/2003/4929,77,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1BOTUIC,http://onforb.es/1IR71XC,1046494800000,False,False,http://specials-images.forbesimg.com/imageserve/5a7fadfb4bbe6f2652f53485/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5a7fadfb4bbe6f2652f53485/416x416.jpg?background=000000&cropX1=217&cropX2=2212&cropY1=0&cropY2=1995,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
59,Billionaires,2003,3,donald-bren,"Former Marine started out with $10,000 loan, built first house 1958. Acquired sprawling ranch land 1977 with Al Taubman, Max Fisher and Herb Allen (see) for $337 million, later bought out partners. Irvine Co. is Orange County's largest landowner, with some 93,000 acres of property.",78,billionaires,4000.0,,,"{'name': 'Donald Bren', 'uri': 'donald-bren', 'squareImage': '//specials-images.forbesimg.com/imageserve/5d9b6d9867dd830006a2db41/416x416.jpg?background=000000&cropX1=513&cropX2=1983&cropY1=80&cropY2=1551'}",True,Donald Bren,70.0,United States,California,Newport Beach,,['Real Estate'],United States,1309539560373,1309539597502,,,,,0,faris/5/2003/5570,78,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwspMp,http://onforb.es/1IR71XC,1046494800000,False,False,http://specials-images.forbesimg.com/imageserve/5d9b6d9867dd830006a2db41/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5d9b6d9867dd830006a2db41/416x416.jpg?background=000000&cropX1=513&cropX2=1983&cropY1=80&cropY2=1551,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
60,Billionaires,2003,3,gustavo-cisneros,"Latin America&#8217;s media baron, owner of  big holdings in Univision, AOL Latin America, DirecTV Latin America and a score of other media companies. An outspoken critic of Venezuela&#8217;s President Hugo Chavez,  whom he criticizes for &#8220;arrogant abuse of power and authority.&#8221; In turn, Chavez accuses him of complicity in last April&#8217;s coup attempt and of using his private TV station Venevision to undermine the administration. Luckily, about 80% of his holdings are outside Venezuela. A socialite, Cisneros hobnobs with U.S. friends such as Jimmy Carter and George Bush Sr. Guests at his daughter&#8217;s lavish New York wedding reception in October included Kofi Annan, Sid Bass and Oscar de la Renta.",78,billionaires,4000.0,,,"{'name': 'Gustavo Cisneros & family', 'uri': 'gustavo-cisneros', 'squareImage': '//specials-images.forbesimg.com/imageserve/5c7179714bbe6f79c54748c0/416x416.jpg?background=000000&cropX1=228&cropX2=2374&cropY1=111&cropY2=2258'}",True,Gustavo Cisneros & family,57.0,Venezuela,,Caracas,,['Media'],Venezuela,1309540474133,1309540500529,,,,,0,faris/5/2003/4420,79,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwu3Of,http://onforb.es/1IR71XC,1046494800000,False,False,http://specials-images.forbesimg.com/imageserve/5c7179714bbe6f79c54748c0/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c7179714bbe6f79c54748c0/416x416.jpg?background=000000&cropX1=228&cropX2=2374&cropY1=111&cropY2=2258,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
61,Billionaires,2003,3,charles-koch,"Son of Koch Industries founder Fred Koch. With brother David, inherited holdings after father&#8217;s death, today brothers run $35 billion (sales) business: oil services, pipelines, refineries, asphalt, chemicals, ranches. Last year buried the hatchet with litigious brother Bill (see), who claimed he was shortchanged in his inheritance. Koch Industries&#8217; $1 billion deal with Entergy filling energy-trading void left by Enron.",78,billionaires,4000.0,,,"{'name': 'Charles Koch', 'uri': 'charles-koch', 'squareImage': 'https://specials-images.forbesimg.com/imageserve/615c94bd2aac2936a52682d1/416x416.jpg?background=000000&cropX1=286&cropX2=848&cropY1=110&cropY2=672'}",True,Charles Koch,67.0,United States,Kansas,Wichita,,['Oil'],United States,1309538196016,1309538229573,,,,,0,faris/5/2003/5209,80,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsjVd,http://onforb.es/1IR71XC,1046494800000,False,False,http://specials-images.forbesimg.com/imageserve/615c94bd2aac2936a52682d1/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/615c94bd2aac2936a52682d1/416x416.jpg?background=000000&cropX1=286&cropX2=848&cropY1=110&cropY2=672,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
62,Billionaires,2003,3,david-koch,"Son of Koch Industries founder Fred Koch. With brother Charles, inherited holdings after father&#8217;s death, today brothers run $35 billion (sales) business: oil services, pipelines, refineries, asphalt, chemicals, ranches. Last year buried the hatchet with litigious brother Bill (see), who claimed he was shortchanged in his inheritance. Koch Industries&#8217; $1 billion deal with Entergy filling energy-trading void left by Enron.",78,billionaires,4000.0,,,"{'name': 'David Koch', 'uri': 'david-koch', 'squareImage': '//specials-images.forbesimg.com/imageserve/5c7d6341a7ea434b351b9c44/416x416.jpg?background=000000&cropX1=690&cropX2=1812&cropY1=182&cropY2=1305'}",True,David Koch,62.0,United States,New York,New York,,['Oil'],United States,1309538196054,1309538246114,,,,,0,faris/5/2003/5211,81,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwskbu,http://onforb.es/1IR71XC,1046494800000,False,False,http://specials-images.forbesimg.com/imageserve/5c7d6341a7ea434b351b9c44/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c7d6341a7ea434b351b9c44/416x416.jpg?background=000000&cropX1=690&cropX2=1812&cropY1=182&cropY2=1305,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
63,Billionaires,2003,3,eli-broad,"Founder of prefab housing manufacturer KB Home and insurer Sun America. Sold latter to AIG in 1998 for $18 billion. Contemporary-art buff (Jasper Johns, Andy Warhol, Jeff Koons), active giver: $400 million pledge to education, $25 million for the new biotech center at California Institute of Technology.",82,billionaires,3900.0,,,"{'name': 'Eli Broad', 'uri': 'eli-broad', 'squareImage': '//specials-images.forbesimg.com/imageserve/5d8a72116de3150009a4faa6/416x416.jpg?background=000000&cropX1=496&cropX2=2245&cropY1=266&cropY2=2013'}",True,Eli Broad,69.0,United States,California,Brentwood,,['Manufacturing'],United States,1309539614608,1309539659524,,,,,0,faris/5/2003/5656,82,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwt8gx,http://onforb.es/1IR71XC,1046494800000,False,False,http://specials-images.forbesimg.com/imageserve/5d8a72116de3150009a4faa6/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5d8a72116de3150009a4faa6/416x416.jpg?background=000000&cropX1=496&cropX2=2245&cropY1=266&cropY2=2013,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
64,Billionaires,2003,3,david-geffen,"Cofounder of Hollywood studio DreamWorks SKG (see Spielberg, Katzenberg), still mixing it up. With city of Malibu, suing the California Coastal Commission over public access to Malibu beaches. Singled out by Michael Ovitz for bringing about the erstwhile agent's professional demise. More fun battling at box office with Oscar winners A Beautiful Mind, Gladiator, American Beauty. Much of estimated $2 billion nest egg invested with money manager Eddie Lampert (see). Big art collector, recently donated $200 million to UCLA.",83,billionaires,3800.0,,,"{'name': 'David Geffen', 'uri': 'david-geffen', 'squareImage': 'https://specials-images.forbesimg.com/imageserve/5a8d9c39a7ea43169014044f/416x416.jpg?background=000000&cropX1=0&cropX2=1996&cropY1=356&cropY2=2353'}",True,David Geffen,60.0,United States,California,Malibu,,['Media'],United States,1309539439088,1309539467359,,,,,0,faris/5/2003/5785,84,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1BOTEsV,http://onforb.es/1IR71XC,1046494800000,False,False,http://specials-images.forbesimg.com/imageserve/5a8d9c39a7ea43169014044f/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/5a8d9c39a7ea43169014044f/416x416.jpg?background=000000&cropX1=0&cropX2=1996&cropY1=356&cropY2=2353,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
65,Billionaires,2003,3,erivan-haub,"Owns Tengelmann Group, one of Germany&#8217;s largest food retailers and one of its largest private companies, with his three sons, Karl-Erivan, Georg and Christian. Holds 57% of A&#38;P supermarkets in the U.S. Tengelmann sales rose to $30 billion in 2001, despite a miserable retail climate in Germany, as the company expanded abroad. America-fan Haub supports St. Joseph&#8217;s University in Philadelphia, which named their college of business and administration after him.",83,billionaires,3800.0,,,"{'name': 'Erivan Haub & family', 'uri': 'erivan-haub', 'squareImage': '//specials-images.forbesimg.com/imageserve/5a7e105931358e4955ad0e9b/416x416.jpg?background=000000&cropX1=2&cropX2=815&cropY1=29&cropY2=843'}",True,Erivan Haub & family,70.0,Germany,,Muelheim an der Ruhr,,['Retail'],Germany,1309540691964,1309540715875,,,,,0,faris/5/2003/4831,85,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1BOU7eS,http://onforb.es/1IR71XC,1046494800000,False,False,http://specials-images.forbesimg.com/imageserve/5a7e105931358e4955ad0e9b/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5a7e105931358e4955ad0e9b/416x416.jpg?background=000000&cropX1=2&cropX2=815&cropY1=29&cropY2=843,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
66,Billionaires,2003,3,georg-schaeffler,"This private mother-and-son pair successfully hid their fortune until recently. In late 2001 their privately held company, INA W&#228;lzlager Schaeffler KG, which makes roller bearings and engine components, acquired publicly listed FAG Kugelfischer Georg Sch&#228;fer, another German maker of roller bearings. The result: $4.6 billion (sales) INA is now a very visible player in the industry. Maria-Elisabeth, age 61, has run the company since her husband&#8217;s death in 1996; son Georg, 38, practices international business law at Haynes and Boone in Dallas.",83,billionaires,3800.0,,,"{'name': 'Maria-Elisabeth &#38; Georg Schaeffler', 'uri': 'georg-schaeffler', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e762609c7b02d000666c810/416x416.jpg?background=000000&cropX1=605&cropX2=1884&cropY1=0&cropY2=1279'}",True,Maria-Elisabeth &#38; Georg Schaeffler,0.0,n/a,,,,['Manufacturing'],Germany,1309543089126,1309543104936,,,,,0,faris/5/2003/7310,86,False,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsm3b,http://onforb.es/1IR71XC,1046494800000,False,False,http://specials-images.forbesimg.com/imageserve/5e762609c7b02d000666c810/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e762609c7b02d000666c810/416x416.jpg?background=000000&cropX1=605&cropX2=1884&cropY1=0&cropY2=1279,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
67,Billionaires,2003,3,charlene-de-carvalho-heineken,"Heiress to the Heineken fortune, de Carvalho inherited a 25% controlling stake in the world&#8217;s third-largest brewer from father Alfred upon his death last year. Charlene has no plans to assume a management role within the company. Lives in London with her investment banker husband, Michel de Carvalho, and their five children. Hobbies include photography, music and architecture. She also boasts membership in Switzerland&#8217;s Corviglia Ski Club.",88,billionaires,3700.0,,,"{'name': 'Charlene de Carvalho-Heineken', 'uri': 'charlene-de-carvalho-heineken', 'squareImage': '//specials-images.forbesimg.com/imageserve/5e76fd5fd8e1ae0007b72836/416x416.jpg?background=000000&cropX1=40&cropX2=1122&cropY1=61&cropY2=1144'}",True,Charlene de Carvalho-Heineken,48.0,United Kingdom,,London,,['Beverages'],Netherlands,1309540030339,1309540048956,,,,,0,faris/5/2003/7279,88,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwswYo,http://onforb.es/1IR71XC,1046494800000,False,False,http://specials-images.forbesimg.com/imageserve/5e76fd5fd8e1ae0007b72836/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e76fd5fd8e1ae0007b72836/416x416.jpg?background=000000&cropX1=40&cropX2=1122&cropY1=61&cropY2=1144,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
68,Billionaires,2003,3,lee-shau-kee,"In past years, Lee felt the blow of Hong Kong&#39s soft real estate market. The situation only worsened last year. Profits at flagship Henderson Land took a 51% nosedive on a 31.5% sales decline. Lee halted new property development and is now concentrating on rental income. Rentals, which rose 5.5% last year, represent 33% of the group&#8217;s revenues.",88,billionaires,3700.0,,,"{'name': 'Shau Kee Lee', 'uri': 'lee-shau-kee', 'squareImage': 'https://specials-images.forbesimg.com/imageserve/605e29dee450fb635e9d9140/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080'}",True,Shau Kee Lee,75.0,Hong Kong,,Hong Kong,,['Real Estate'],Hong Kong,1309538533599,1309538606752,,,,,0,faris/5/2003/4316,89,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsqzT,http://onforb.es/1IR71XC,1046494800000,False,False,http://specials-images.forbesimg.com/imageserve/605e29dee450fb635e9d9140/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/605e29dee450fb635e9d9140/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
69,Billionaires,2003,3,h-ross-perot-sr,"Two-time presidential candidate had to answer to California lawmakers on accusations that his Perot Systems helped energy sellers exploit the state trading system. Company cleared, but stock is down 40%-plus. New 10-year, $392 million Navy contract should help. Founded Electronic Data Systems 1962, sold to General Motors in 1984 for $2.5 billion. Started Perot Systems 1988. Son Ross Jr. now runs Perot Systems, manages familyOs extensive real estate.",88,billionaires,3700.0,0.0,41.0,"{'name': 'Henry Ross Perot Sr', 'uri': 'h-ross-perot-sr', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/03c7983498df0671293104187649f1c0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792'}",True,Henry Ross Perot Sr,72.0,United States,Texas,Dallas,,['Technology'],United States,1337117228453,1337117288808,0.0,0.0,0.0,0.0,0,faris/5/2003/5774,90,True,-200.0,-5.128205128205138,False,D,M,-1246996800000.0,225.0,Perot,Henry Ross,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwuo3b,http://onforb.es/1IR71XC,1046494800000,False,False,http://specials-images.forbesimg.com/imageserve/03c7983498df0671293104187649f1c0/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/03c7983498df0671293104187649f1c0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Billionaires,2003,3,antonia-axson-johnson,"For 20 years, Johnson, 59, has been chairman of Axel Johnson Group, the family owned company founded by her great-grandfather in 1873 and passed on to her by her father. Today the $8.2 billion (revenues) group, which her husband G&#246;ran Ennerfelt helps run, has interests in energy, real estate, food retailing and telecommunications. The family holds a 45% share of Stockholm-listed Axfood AB, the third largest food retailer in Sweden. Succession is unclear, as none of her four children are involved in the family business. Other passions: Johnson is an avid horsewoman and a member of numerous Swedish charities.",92,billionaires,3600.0,,,"{'name': 'Antonia Johnson', 'uri': 'antonia-axson-johnson', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c721c55a7ea431000435142/416x416.jpg?background=000000&cropX1=624&cropX2=2349&cropY1=0&cropY2=1724'}",True,Antonia Johnson,59.0,Sweden,,Stockholm,,,Sweden,1309538825449,1309538854354,,,,,0,faris/5/2003/7118,92,False,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwtunw,http://onforb.es/1IR71XC,1046494800000,False,False,http://specials-images.forbesimg.com/imageserve/5c721c55a7ea431000435142/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c721c55a7ea431000435142/416x416.jpg?background=000000&cropX1=624&cropX2=2349&cropY1=0&cropY2=1724,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
71,Billionaires,2003,3,michele-ferrero,"Owner of the eponymous chocolate maker, one of Europe&#8217;s largest. Company enjoyed tremendous growth this year. Brands include Ferrero Rocher, Nutella, Tic Tac and Kinder Eggs. Kinder Eggs are banned in the US: the plastic or wooden toys encased in the candy pose a choking hazard. Recently began recruiting managers from outside the company. Passions: church and chocolate.",94,billionaires,3500.0,,,"{'name': 'Michele Ferrero & family', 'uri': 'michele-ferrero'}",True,Michele Ferrero & family,76.0,Belgium,,Brussels,,['Food'],Italy,1309538650321,1309538658657,,,,,0,faris/5/2003/4436,94,,,,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1LvsUSL,http://onforb.es/1IR71XC,1046494800000,False,False,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
