,name,year,month,uri,bio,rank,listUri,finalWorth,category,otherCompensation,countryRank,person,visible,personName,age,country,state,city,source,industries,countryOfCitizenship,organization,timestamp,version,moneyRank,pressRank,socialRank,naturalId,position,imageExists,change,changePercent,selfMade,status,gender,birthDate,countryId,lastName,firstName,listDescription,title,employment,shortUri,listShortUri,date,wealthList,familyList,selfMadeRank,previousRank,thumbnail,residenceStateRegion,residenceMsa,squareImage,bioSuppress,csfDisplayFields,suppressOnProfiles,galleryShortUri,numberOfSiblings,numberOfSiblingsEst,premiumProfile,valueCreated,clients,investments,notableDeal,bios,abouts,parentListUri,portraitImage,landscapeImage
330,Billionaires,2016,3,jim-pattison,"Jim Pattison presides over a massive conglomerate, the Jim Pattison Group, that stems from a single GM dealership in 1961. More than 200 acquisitions later, his Jim Pattison Group still sells cars but is also active in media, forestry products, packaging, and food and beverages. In total, the $9.1 billion (revenues) empire has 25 divisions employing 41,000 people. His entertainment division includes Guinness World Records and the Ripley's Believe It Or Not! chain, which his son runs. Pattison also has significant stakes in forest products company Canfor and natural gas retailer Just Energy. An octogenarian, Pattison still goes to work every day. He owns a Palm Springs home that once belonged to Frank Sinatra and has a vintage car collection.",324,billionaires,4500.0,Diversified,0,7.0,"{'name': 'Jim Pattison', 'uri': 'jim-pattison', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e74463d2a573300068fcd8d/416x416.jpg?background=000000&cropX1=411&cropX2=2016&cropY1=97&cropY2=1702'}",True,Jim Pattison,87.0,Canada,,Vancouver,diversified,['Diversified'],Canada,Jim Pattison Group,1518125554193,44,0.0,0.0,0.0,faris/5/2016/4342,331,True,-3000.0,-40.0,True,D,M,-1301770800000.0,223.0,Pattison,Jim,The World's Billionaires,"Founder, Chairman and CEO","{'name': 'Jim Pattison Group', 'title': 'Founder, Chairman and CEO', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",http://onforb.es/1IR6Yer,http://onforb.es/1IR71XC,1456808400000,False,False,,177.0,http://specials-images.forbesimg.com/imageserve/5e74463d2a573300068fcd8d/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5e74463d2a573300068fcd8d/416x416.jpg?background=000000&cropX1=411&cropX2=2016&cropY1=97&cropY2=1702,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,,
331,Billionaires,2016,3,sergei-popov,"Sergei Popov has cashed out of all his investments in recent years. He and former partner of billionaire Andrei Melnichenko made a fortune managing finance and industrial group MDM. The partners later created TMK, one of the world's largest oil and gas pipe manufacturers, with former billionaire Dmitry Pumpyansky.  They sold out to Pumpyansky in 2006. That was also the year that the partners started to divide up their assets, a process that wasn't complete until 2012.  After the split, Popov kept MDM Bank, which had $5 billion in assets. In 2015, he sold it to BIN Group -- controlled by billionaires Mikhail Gutseriev, Sait-Salam Gutseriev and Mikhail Shishkhanov -- for $100 million. These days he focuses on the Moscow School of Management Skolkovo, of which he is a founding member, and his charitable activity.",324,billionaires,4500.0,Finance and Investments,0,20.0,"{'name': 'Sergei Popov', 'uri': 'sergei-popov', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c8ba16931358e35dd291d48/416x416.jpg?background=000000&cropX1=103&cropX2=384&cropY1=38&cropY2=319'}",True,Sergei Popov,44.0,Russia,,Moscow,banking,['Finance and Investments'],Russia,,1518125653805,46,0.0,0.0,0.0,faris/5/2016/7489,332,True,-100.0,-2.173913043478265,True,D,M,50817600000.0,195.0,Popov,Sergei,The World's Billionaires,,,http://onforb.es/1IR6Yer,http://onforb.es/1IR71XC,1456808400000,False,False,,352.0,http://specials-images.forbesimg.com/imageserve/5c8ba16931358e35dd291d48/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5c8ba16931358e35dd291d48/416x416.jpg?background=000000&cropX1=103&cropX2=384&cropY1=38&cropY2=319,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,,
332,Billionaires,2016,3,sumner-redstone,"Sumner Redstone's legacy as a media great was tarnished by unsightly boardroom and courtroom dramas last year. Viacom and CBS, in which he is the controlling shareholder, faced an investor suit filed in January 2016 against the two companies for compensating Redstone even though he is ""physically and mentally incapacitated;"" it was dropped in March. A former companion filed a suit against him in November 2015 that sought control over his healthcare decisions after she was written out of his estate plan. It was thrown out in May; she promptly filed another lawsuit against his daughter, Shari, over a loss of an expected $70 million inheritance. In May, Viacom CEO Philippe Dauman and another longtime board member were removed from the trust that will govern Redstone's holdings upon his death. Three months later, Dauman was removed as Viacom's CEO after a decade at the helm. Redstone's father founded the cinema chain now known as National Amusements as Northeast Theatre Corporation in 1936; Redstone took over in 1954. He acquired control of Viacom in 1987 and spun off CBS in 2006. While a student at Harvard during World War II, Redstone was selected by a Japanese history professor to help break Japan's military and diplomatic codes. He later lectured at Harvard Law School, Brandeis University, and Boston University School of Law, where he taught one of the first entertainment law courses. He has a star on the Hollywood Walk of Fame.",324,billionaires,4500.0,Media & Entertainment,0,113.0,"{'name': 'Sumner Redstone', 'uri': 'sumner-redstone', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5d961a574223bf0006b7a43b/416x416.jpg?background=000000&cropX1=49&cropX2=1347&cropY1=12&cropY2=1309'}",True,Sumner Redstone,92.0,United States,California,Beverly Hills,media,['Media & Entertainment'],United States,Viacom,1491251336078,50,0.0,0.0,0.0,faris/5/2016/5220,333,True,-1800.0,-28.57142857142857,False,D,M,-1470600000000.0,225.0,Redstone,Sumner,The World's Billionaires,Chairman,"{'name': 'Viacom', 'uri': 'companies/viacom', 'title': 'Chairman', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",http://onforb.es/1IR6Yer,http://onforb.es/1IR71XC,1456808400000,False,False,5.0,225.0,http://specials-images.forbesimg.com/imageserve/5d961a574223bf0006b7a43b/280x425.jpg?fit=scale&background=000000,West,"Los Angeles-Long Beach-Santa Ana, CA",//specials-images.forbesimg.com/imageserve/5d961a574223bf0006b7a43b/416x416.jpg?background=000000&cropX1=49&cropX2=1347&cropY1=12&cropY2=1309,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,,
333,Billionaires,2016,3,maria-elisabeth-schaeffler-thumann,"Maria-Elisabeth Schaeffler-Thumann and her son, Georg, are the proprietors of Schaeffler Group, one of the world's largest producers of ball bearings and machine components. Schaeffler's history begins with the purchase of 67% Davistan AG in 1939 or 1940 (historical reports vary) by Wilhelm Schaeffler (Maria-Elisabeth's brother-in-law). The producer of sheepskin, plush and rugs had fallen into the hands of a banking syndicate after the Jewish owners fled the country as the Nazis rose to power. Using forced labor, the company produced textiles for the German army (Wehrmacht) and starting in 1941, needle bearings for tanks. In 1946, Wilhelm and his brother Georg (Maria-Elisabeth's husband), both holders of Ph.D. degrees, founded the manufacturer that became known as INA, which initially only produced wooden buttons and belt buckles. The ball bearing assembly known as the needle cage, which became the foundation for the company's success, was developed by Georg Schaeffler in 1949. Maria-Elisabeth took over in 1996, following the death of Georg (Wilhelm Schaeffler died in 1981). In 2008, Schaeffler Group announced a $15-billion, debt-financed takeover of publicly traded tire and auto parts giant Continental AG. Her son (also named Georg), who had been practicing international business law in Dallas, joined her in running Schaeffler in 2009. For a while, in the wake of the ensuing worldwide financial crisis, it looked as if the high-wire act might all come crashing down. But as the auto market rebounded, the Schaefflers continued to pay down debt via Continental share sales and excess cash flow. Between February 1, 2009 and November 1, 2015, Continental's share price rose over 20-fold. Through Schaeffler Group and its parent, Schaeffler Verwaltungs GmbH, Georg and Maria-Elisabeth now own 46% of Continental. Maria-Elisabeth has received various accolades for her entrepreneurial and civic achievements, as well as for her commitment to social issues and cultural organizations. In 2014, she married Juergen Thumann, former head of the German industrial organization BDI, where she is a member of the executive committee.",324,billionaires,4500.0,Automotive,0,25.0,"{'name': 'Maria-Elisabeth Schaeffler', 'uri': 'maria-elisabeth-schaeffler-thumann', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e7630f7d8e1ae0007b71bff/416x416.jpg?background=000000&cropX1=289&cropX2=971&cropY1=17&cropY2=699'}",True,Maria-Elisabeth Schaeffler,74.0,Germany,,Herzogenaurach,auto parts,['Automotive'],Germany,,1518125596854,49,0.0,0.0,0.0,faris/5/2016/194912,334,False,-2200.0,-32.83582089552239,False,D,F,-895435200000.0,125.0,Schaeffler,Maria-Elisabeth,The World's Billionaires,,,http://onforb.es/1IR6Yer,http://onforb.es/1IR71XC,1456808400000,False,False,,201.0,http://specials-images.forbesimg.com/imageserve/5e7630f7d8e1ae0007b71bff/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5e7630f7d8e1ae0007b71bff/416x416.jpg?background=000000&cropX1=289&cropX2=971&cropY1=17&cropY2=699,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,,
334,Billionaires,2016,3,david-sun,"David Sun is the cofounder of Kingston Technology, one of the world's largest independent makers of computer memory products. Based in Fountain Valley, California, his company produces a variety of memory storage devices including DRAM modules, flash cards and USB drives. He came to the U.S. from Taiwan in 1977 and started his first computer memory business, Camintonn, with business partner John Tu five years later. They lost everything in 1987 during the stock market crash. Capitalizing on the shortage of memory modules for PCs, the two soon started again, developing the Single-In-Line-Memory Model (SIMM). In 1996 Japanese billionaire Masayoshi Son's telecom giant Softbank acquired 80% of the company for $1.5 billion. Tu and Sun then immediately allocated $100 million in bonuses to employees as a reward for their hard work. Three years later, Softbank sold the company back to its founders for just $450 million. Sun and his wife Diana have a foundation that provides grants to education and health-based programs primarily in Taiwan.",324,billionaires,4500.0,Technology,0,113.0,"{'name': 'David Sun', 'uri': 'david-sun', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/56dbf33ff9a34972aa0637c95ea9c36b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=85&cropY2=829'}",True,David Sun,64.0,United States,California,Irvine,computer hardware,['Technology'],United States,Kingston Technology Corporation,1491251337489,15,0.0,0.0,0.0,faris/5/2016/806,335,True,-500.0,-10.0,True,D,M,-575060400000.0,225.0,Sun,David,The World's Billionaires,COO,"{'name': 'Kingston Technology Corporation', 'title': 'COO', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",http://onforb.es/1IR6Yer,http://onforb.es/1IR71XC,1456808400000,False,False,10.0,309.0,http://specials-images.forbesimg.com/imageserve/56dbf33ff9a34972aa0637c95ea9c36b/280x425.jpg?fit=scale&background=000000,West,"Los Angeles-Long Beach-Santa Ana, CA",//specials-images.forbesimg.com/imageserve/56dbf33ff9a34972aa0637c95ea9c36b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=85&cropY2=829,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,,
335,Billionaires,2016,3,donald-trump,"Donald Trump is trading in Trump Tower for the White House. The New York native will become the first billionaire president of the United States, after upsetting Hillary Clinton in a surprising election victory, when he takes over the Oval Office in 2017. He has said that he will hand over the reins to his real estate empire, which includes office towers, private golf clubs and luxury hotels, to his children. Trump, who made illegal immigration and global trade the centerpiece of his abrasive campaign, started his career working for father Fred, who developed low cost housing across Brooklyn and Queens. The younger Trump expanded into Manhattan, then got into branding and licensing after his business was nearly wiped out in the real estate crash of the early 1990s. Wife Melania, who was born and raised in Slovenia, says she will make anti-bullying the focus of her time as First Lady.",324,billionaires,4500.0,Real Estate,0,113.0,"{'name': 'Donald Trump', 'uri': 'donald-trump', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/5638e53de4b0ffa7afe6a26a/416x416.jpg?background=000000&cropX1=27&cropX2=731&cropY1=32&cropY2=736'}",True,Donald Trump,69.0,United States,District of Columbia,Washington,"television, real estate",['Real Estate'],United States,United States,1491251520325,66,0.0,0.0,0.0,faris/5/2016/6045,336,True,400.0,9.756097560975618,False,U,M,-743198400000.0,225.0,Trump,Donald,The World's Billionaires,"Entrepreneur, Personality","{'name': 'United States', 'title': 'President-elect', 'totalEarningEst': False, 'salaryEst': False, 'government': True}",http://onforb.es/1IR6Yer,http://onforb.es/1IR71XC,1456808400000,False,False,5.0,405.0,http://specials-images.forbesimg.com/imageserve/5638e53de4b0ffa7afe6a26a/280x425.jpg?fit=scale&background=000000,South,,https://specials-images.forbesimg.com/imageserve/5638e53de4b0ffa7afe6a26a/416x416.jpg?background=000000&cropX1=27&cropX2=731&cropY1=32&cropY2=736,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,,
336,Billionaires,2016,3,john-tu,"John Tu is the cofounder of Kingston Technology, one of the world's largest independent makers of computer memory products. Based in Fountain Valley, California, his company produces a variety of memory storage devices including DRAM modules, flash cards, USB drives, and SSDs. Tu was born in China but grew up in Taiwan following his family's move in 1949 from Mao Tse-Tung's communist regime. After going to Germany for college, Tu came to the U.S. and in 1982 met his business partner David Sun. The two launched their first computer memory business out of a garage and in a few short years reached sales of $9 million. The pair lost everything in October 1987 when the stock market collapsed. As fate would have it though, that same year a new opportunity came knocking, allowing them to start anew in the untapped market of surface-mount memory chips and eventually propelling Kingston Technology to become an industry leader. Aside from his business, Tu plays the drums in his band JT and California Dreamin', which occasionally performs for charity events.",324,billionaires,4500.0,Technology,0,113.0,"{'name': 'John Tu', 'uri': 'john-tu', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/a8e97df48d0b22d58aa783577ec6c714/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=63&cropY2=804'}",True,John Tu,74.0,United States,California,Rolling Hills,computer hardware,['Technology'],United States,Kingston Technology Corporation,1491251331678,22,0.0,0.0,0.0,faris/5/2016/5241,337,True,-500.0,-10.0,True,D,M,-895867200000.0,225.0,Tu,John,The World's Billionaires,President,"{'name': 'Kingston Technology Corporation', 'title': 'President', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",http://onforb.es/1IR6Yer,http://onforb.es/1IR71XC,1456808400000,False,False,9.0,309.0,http://specials-images.forbesimg.com/imageserve/a8e97df48d0b22d58aa783577ec6c714/280x425.jpg?fit=scale&background=000000,West,"Los Angeles-Long Beach-Santa Ana, CA",//specials-images.forbesimg.com/imageserve/a8e97df48d0b22d58aa783577ec6c714/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=63&cropY2=804,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,,
337,Billionaires,2016,3,brian-acton,"Computer engineer Brian Acton applied for a job at Facebook in 2009 and didn't get it. Five years later, Facebook acquired messaging app WhatsApp for about $22 billion in cash and stock; Acton received about $3 billion (in stock and cash) for his stake in WhatsApp, which he cofounded with fellow programmer Jan Koum (also a Forbes 400 member). Acton's mother ran a freight-shipping firm and gave him early insight into running a business and meeting payroll. After Acton and Koum left Yahoo in 2007, Acton became WhatsApp's first investor; Koum invited him to be his cofounder in late 2009. WhatsApp is now the biggest mobile messaging service in the world, with 800 million active users, the vast majority of whom are outside the U.S. Koum has a note signed and written by Acton saying ""No ads! No games! No gimmicks!"" taped to his desk as a reminder to keep WhatsApp a pure communications service and nothing more.",338,billionaires,4400.0,Technology,0,120.0,"{'name': 'Brian Acton', 'uri': 'brian-acton', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5d8b0d2022254b0008e16873/416x416.jpg?background=000000&cropX1=908&cropX2=3880&cropY1=1140&cropY2=4114'}",True,Brian Acton,44.0,United States,California,Palo Alto,WhatsApp,['Technology'],United States,WhatsApp Inc.,1491251322360,42,0.0,0.0,0.0,faris/5/2016/194913,338,True,1000.0,29.411764705882348,True,U,M,67150800000.0,225.0,Acton,Brian,The World's Billionaires,Entrepreneur,"{'name': 'WhatsApp Inc.', 'title': 'Cofounder', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",http://onforb.es/1IR6Yer,http://onforb.es/1IR71XC,1456808400000,False,False,8.0,512.0,http://specials-images.forbesimg.com/imageserve/5d8b0d2022254b0008e16873/280x425.jpg?fit=scale&background=000000,West,"San Jose, CA",//specials-images.forbesimg.com/imageserve/5d8b0d2022254b0008e16873/416x416.jpg?background=000000&cropX1=908&cropX2=3880&cropY1=1140&cropY2=4114,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,,
338,Billionaires,2016,3,jeronimo-arango,"Jeronimo Arango and his two brothers, Manuel and Placido, gained a fortune when they sold their majority stake in discount retailer Cifra to Wal-Mart's Mexican arm in 1997. Jeronimo founded the predecessor to Cifra with his brothers in 1958. The brothers stay out of the spotlight. Jeronimo is said to live a quiet life in Los Angeles. Manuel, a real estate developer, founded the Mexican Center For Philanthropy and is an advocate of philanthropy targeted at social issues and the environment. Placido has owned a chain of restaurants and collects art.",338,billionaires,4400.0,Fashion & Retail,0,6.0,"{'name': 'Jeronimo Arango & family', 'uri': 'jeronimo-arango', 'imageExists': False}",True,Jeronimo Arango & family,90.0,United States,California,Los Angeles,retail,['Fashion & Retail'],Mexico,,1518125688106,18,0.0,0.0,0.0,faris/5/2016/4289,339,False,100.0,2.3255813953488484,True,U,M,-1388516400000.0,224.0,Arango,Jeronimo,The World's Billionaires,,,http://onforb.es/1IR6Yer,http://onforb.es/1IR71XC,1456808400000,False,False,,381.0,,West,"Los Angeles-Long Beach-Santa Ana, CA",,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,,
339,Billionaires,2016,3,pierre-bellon,"Once a catering and cruise outfit with just one company restaurant in Marseilles, today Sodexo is now one of the  world's 20 largest employers, with 420,000 people on its payroll. Founded by Pierre Bellon in 1966, Sodexo began expanding internationally in 1971 and now feeds 75 million people in 80 countries daily at schools, hospitals, prisons and five U.S. Air Force bases. Sodexo caters the Dakar Road Rally and Royal Ascot horse races, and has provided services for six Olympic games since 1988. In 2011, it bought gourmet food business Lenotre; it also owns a 90% stake in Yachts de Paris, one of the Seine's best-known cruise companies. Bellon stepped down as chief executive in 2005 and remained chairman until January 2016, when his daughter Sophie Bellon replaced him as head of the board. He is keeping it in the family in other ways, too: Thanks to a 2008 agreement, Bellon's grandchildren and their descendants cannot sell Bellon SA shares to anyone outside the clan until 2058. His autobiography is entitled, ""I've Had a Lot Of Fun.""",338,billionaires,4400.0,Service,0,12.0,"{'name': 'Pierre Bellon & family', 'uri': 'pierre-bellon', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/58a1c18ba7ea431f32196354/416x416.jpg?background=000000&cropX1=3&cropX2=718&cropY1=129&cropY2=844'}",True,Pierre Bellon & family,86.0,France,,Paris,food services,['Service'],France,,1518125619389,45,0.0,0.0,0.0,faris/5/2016/7027,340,True,-100.0,-2.2222222222222285,False,D,M,-1260298800000.0,123.0,Bellon,Pierre,The World's Billionaires,,,http://onforb.es/1IR6Yer,http://onforb.es/1IR71XC,1456808400000,False,False,,360.0,http://specials-images.forbesimg.com/imageserve/58a1c18ba7ea431f32196354/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/58a1c18ba7ea431f32196354/416x416.jpg?background=000000&cropX1=3&cropX2=718&cropY1=129&cropY2=844,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,,
340,Billionaires,2016,3,stanley-druckenmiller,"Hedge fund legend Stan Druckenmiller now only manages his own money at his Duquesne family office. As a hedge fund investor for 30 years, he never had a negative return and pulled off some historic trades while working for George Soros, particularly when the duo ""broke"" the Bank of England with their massive shorting of the pound in 1992. The Pittsburgh native stopped working for Soros Fund Management in 2000, concentrating on his own Duquesne Capital Management until he decided to leave the hedge fund business in 2010. The Bowdoin College grad reportedly ran a hot dog stand in college for extra cash.",338,billionaires,4400.0,Finance and Investments,0,120.0,"{'name': 'Stanley Druckenmiller', 'uri': 'stanley-druckenmiller', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5d8a9ea218444200084e6e8b/416x416.jpg?background=000000&cropX1=1229&cropX2=3892&cropY1=6&cropY2=2667'}",True,Stanley Druckenmiller,62.0,United States,New York,New York,hedge funds,['Finance and Investments'],United States,Duquesne Family Office,1491251377098,35,0.0,0.0,0.0,faris/5/2016/5157,341,True,1300.0,41.935483870967744,True,U,M,-522273600000.0,225.0,Druckenmiller,Stanley,The World's Billionaires,Founder,"{'name': 'Duquesne Family Office', 'title': 'Founder', 'totalEarnings': 300.0, 'totalEarningEst': False, 'salaryEst': False, 'government': False}",http://onforb.es/1IR6Yer,http://onforb.es/1IR71XC,1456808400000,False,False,8.0,577.0,http://specials-images.forbesimg.com/imageserve/5d8a9ea218444200084e6e8b/280x425.jpg?fit=scale&background=000000,Northeast,"New York, NY",//specials-images.forbesimg.com/imageserve/5d8a9ea218444200084e6e8b/416x416.jpg?background=000000&cropX1=1229&cropX2=3892&cropY1=6&cropY2=2667,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,,
341,Billionaires,2016,3,david-duffield,"David Duffield, now 75, founded two very successful enterprise software companies: PeopleSoft at the age of 47, and Workday at the age of 65. He mortgaged his home to bootstrap PeopleSoft, which was eventually sold to Oracle for $10.7 billion in 2005. Duffield currently serves as chairman of Workday, which went public in 2012. Duffield says he plans to leave his fortune to his animal charity, Maddie's Fund--named after his beloved schnauzer--not one of his 10 children.",338,billionaires,4400.0,Technology,0,120.0,"{'name': 'David Duffield', 'uri': 'david-duffield', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/ed18bc09e156f93af21f12d3b3bc2ff2/416x416.jpg?background=000000&cropX1=110&cropX2=646&cropY1=168&cropY2=705'}",True,David Duffield,75.0,United States,Nevada,Incline Village,business software,['Technology'],United States,Workday,1491251290000,45,0.0,0.0,0.0,faris/5/2016/5651,342,True,-3000.0,-40.54054054054054,True,D,M,-923947200000.0,225.0,Duffield,David,The World's Billionaires,Entrepreneur,"{'name': 'Workday', 'title': 'Chairman and Cofounder', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",http://onforb.es/1IR6Yer,http://onforb.es/1IR71XC,1456808400000,False,False,8.0,179.0,http://specials-images.forbesimg.com/imageserve/ed18bc09e156f93af21f12d3b3bc2ff2/280x425.jpg?fit=scale&background=000000,West,"Reno, NV",https://specials-images.forbesimg.com/imageserve/ed18bc09e156f93af21f12d3b3bc2ff2/416x416.jpg?background=000000&cropX1=110&cropX2=646&cropY1=168&cropY2=705,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,,
342,Billionaires,2016,3,micky-jagtiani,"Retailing magnate Micky Jagtiani's Dubai-headquartered Landmark Group, the Middle East retailing giant he founded and chairs, has latched onto e-tailing with landmarkshops.com. Landmark has close to 2,000 stores generating an estimated $6 billion in revenues annually, across the Middle East, Africa and India. Sportsone, the group's sporting goods chain, has been expanding rapidly. Wife Renuka helps him run the retailing empire, which also has interests in hotels, fitness gyms and confectionery. Jagtiani, who owns a minority stake in British retailer Debenhams, was reportedly part of a group of investors that lobbied to get its chief executive to agree to step down.",338,billionaires,4400.0,Fashion & Retail,0,12.0,"{'name': 'Micky Jagtiani', 'uri': 'micky-jagtiani', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c707eb54bbe6f65d4665798/416x416.jpg?background=000000&cropX1=237&cropX2=678&cropY1=0&cropY2=441'}",True,Micky Jagtiani,64.0,United Arab Emirates,,Dubai,retail,['Fashion & Retail'],India,,1491346941543,42,0.0,0.0,0.0,faris/5/2016/8691,343,True,-800.0,-15.384615384615387,False,D,M,-576273600000.0,66.0,Jagtiani,Micky,The World's Billionaires,,,http://onforb.es/1IR6Yer,http://onforb.es/1IR71XC,1456808400000,False,False,,291.0,http://specials-images.forbesimg.com/imageserve/5c707eb54bbe6f65d4665798/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5c707eb54bbe6f65d4665798/416x416.jpg?background=000000&cropX1=237&cropX2=678&cropY1=0&cropY2=441,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,,
343,Billionaires,2016,3,wolfgang-reimann,"The brands associated with Wolfgang Reimann's multi-billion-dollar fortune include Calvin Klein fragrances, Durex condoms, Jimmy Choo shoes, Peet's coffee and Noah's bagels. He is a descendant of chemist Ludwig Reimann, who, in 1828, joined with Johann Adam Benckiser. Five years earlier, Benckiser had founded a namesake chemical company. Reimann married one of his daughters and wound up owning the business. Great-grandson Albert Reimann Jr. took the reins after his father died in 1952, and added consumer goods. Upon Albert's death in 1984, Wolfgang and eight other heirs each inherited 11.1% of JAB Holding Company s.à.r.l (JAB). Five of them subsequently divested their stakes, leaving Wolfgang and three of his siblings sharing a 95% interest in the Luxembourg-based investment company. In 1992, JAB bought Coty Inc. -- a maker of beauty products and perfumes best known for celebrity and fashion collaborations -- for about $440 million from Pfizer Inc. It took the company public in June 2013, and still owns a 70% stake. It also has 10.7% of Reckitt Benckiser -- a multinational (health, hygiene and home products) formed via the 1999 merger of the Reimann family business with Britain's Reckitt & Colman Ltd. More recently, JAB has acquired controlling stakes in such luxury brands as Jimmy Choo, Bally and Belstaff.  Since 2012, it has entered into deals worth $25 billion in a bid to become the world's leading pure-play coffee company. In December 2015, JAB reached a $13.9 billion agreement with Keurig Green Mountain to take over the publicly traded coffee business. This came only months after European anti-trust regulators blessed JAB's Amsterdam-based D.E Master Blenders' $5-billion combination with Mondel&#275;z International's coffee business to form Jacobs Douwe Egberts. Previous successful targets of JAB's buying spree had included Peet's Coffee & Tea, Caribou Coffee Co. and the Einstein Noah Restaurant Group. Neither Wolfgang nor any of his siblings are active in the management of JAB or the operations of its portfolio companies.",338,billionaires,4400.0,Fashion & Retail,0,27.0,"{'name': 'Wolfgang Reimann', 'uri': 'wolfgang-reimann', 'imageExists': False}",True,Wolfgang Reimann,63.0,,,,consumer goods,['Fashion & Retail'],Germany,,1518125735427,18,0.0,0.0,0.0,faris/5/2016/194685,344,False,400.0,10.000000000000014,False,U,M,-544129200000.0,125.0,Reimann,Wolfgang,The World's Billionaires,,,http://onforb.es/1IR6Yer,http://onforb.es/1IR71XC,1456808400000,False,False,,418.0,,,,,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,,
