,name,year,month,uri,bio,rank,listUri,finalWorth,category,otherCompensation,countryRank,person,visible,personName,age,country,state,city,source,industries,countryOfCitizenship,organization,timestamp,version,moneyRank,pressRank,socialRank,naturalId,position,imageExists,change,changePercent,selfMade,status,gender,birthDate,countryId,lastName,firstName,listDescription,title,employment,date,wealthList,familyList,selfMadeRank,previousRank,thumbnail,residenceStateRegion,residenceMsa,squareImage,bioSuppress,csfDisplayFields,suppressOnProfiles,bios,abouts,premiumProfile,philanthropyScore,totalCharitableDonation,charitableDonationPercentage,impactInvestor,numberOfSiblings,numberOfSiblingsEst,qas,portraitImage,landscapeImage,investments,notableDeal,valueCreated,parentListUri,embargo
559,Billionaires,2019,3,janice-mcnair,,546,billionaires,3800.0,Sports,0,193.0,"{'name': 'Janice McNair', 'uri': 'janice-mcnair', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c64893731358e1c187e7e4d/416x416.jpg?background=000000&cropX1=0&cropX2=1500&cropY1=135&cropY2=1635'}",True,Janice McNair,82.0,United States,Texas,Houston,"energy, sports",['Sports'],United States,,1570192498211,23,0.0,0.0,0.0,faris/5/2019/219936,560,False,,,False,N,F,-1049414400000.0,225.0,McNair,Janice,The World's Billionaires,,,1551826800000,False,False,2.0,,http://specials-images.forbesimg.com/imageserve/5c64893731358e1c187e7e4d/280x425.jpg?fit=scale&background=000000,South,"Houston, TX",//specials-images.forbesimg.com/imageserve/5c64893731358e1c187e7e4d/416x416.jpg?background=000000&cropX1=0&cropX2=1500&cropY1=135&cropY2=1635,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Janice McNair is the widow of Robert (Bob) McNair, the former owner of the NFL's Houston Texans, who died in 2018 at the age of 81."", 'The couple met at Columbia College in South Carolina in the late 1950s and moved to Houston. Together they had four children and 15 grandchildren.', 'Bob made his first fortune selling his power generator company Cogen Technologies to Enron for $1.5 billion in 1999.', ""With the proceeds of Cogen's sale, he paid $600 million that year for the 32nd NFL franchise for Houston."", ""He retained ownership in Cogen's power plants in New York and West Virginia and started Palmetto Partners, a private investment company. ""]","['The Houston Texans, the youngest franchise in the NFL, was worth $2.8 billion when he died, more than four times what he paid.']",False,,480.0,11.0,,,,,,,,,,,
560,Billionaires,2019,3,henry-nicholas-iii,,546,billionaires,3800.0,Technology,0,193.0,"{'name': 'Henry Nicholas, III.', 'uri': 'henry-nicholas-iii', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/5f49795b4ab4bd09fe628b58/416x416.jpg?background=000000&cropX1=208&cropX2=1476&cropY1=88&cropY2=1355'}",True,"Henry Nicholas, III.",59.0,United States,California,Newport Coast,semiconductors,['Technology'],United States,Broadcom,1570192495773,31,0.0,0.0,0.0,faris/5/2019/6739,561,True,500.0,15.151515151515156,True,U,M,-322963200000.0,225.0,Nicholas,Henry,The World's Billionaires,Cofounder,"{'name': 'Broadcom', 'uri': 'companies/broadcom', 'title': 'Cofounder', 'government': False}",1551826800000,False,False,8.0,703.0,http://specials-images.forbesimg.com/imageserve/5f49795b4ab4bd09fe628b58/280x425.jpg?fit=scale&background=000000,West,"Los Angeles-Long Beach-Santa Ana, CA",https://specials-images.forbesimg.com/imageserve/5f49795b4ab4bd09fe628b58/416x416.jpg?background=000000&cropX1=208&cropX2=1476&cropY1=88&cropY2=1355,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Henry Nicholas III and business partner Henry Samueli cofounded fabless semiconductor firm Broadcom in 1991 in a Redondo Beach, Calif. condominium.', 'In February 2016 Broadcom was acquired by Singapore-based chip firm Avago for $37 billion in cash and stock and renamed Broadcom Ltd.', ' Nicholas retired from Broadcom in 2003 but has held onto a nearly 3% stake in the company. ', ""He is now focused on philanthropy, supporting art, education and crime victims' rights."", 'In February 2019, Nicholas was charged with 5 counts of drug trafficking after police found heroin and methamphetamine in his Las Vegas hotel room in August. ', ""David Chesnoff, Nicholas' attorney, says his client denies the charges and says he plans to file a motion to dismiss the case due to lack of evidence. ""]","['A music enthusiast, Nicholas says his inspiration for Broadcom came from Pink Floyd lyrics.', ""In 2008 he mobilized California to pass Marsy's Law, a crime victim's bill of rights, named for his murdered sister. Several other states have also passed the law.""]",False,2.0,47.0,1.0,,,,,,,,,,,
561,Billionaires,2019,3,julio-ponce-lerou,,546,billionaires,3800.0,Metals & Mining,0,,"{'name': 'Julio Ponce Lerou', 'uri': 'julio-ponce-lerou', 'imageExists': False}",True,Julio Ponce Lerou,73.0,Chile,,Santiago,fertilizer,['Metals & Mining'],Chile,,1586220696880,15,,,,faris/5/2019/193644,562,False,,,True,D,M,-761616000000.0,,Ponce Lerou,Julio,The World's Billionaires,,,1551826800000,False,False,,,,,,,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Julio Ponce Lerou owns a 30% stake in Sociedad de Quimica y Minera de Chile (SQM), a publicly-traded chemicals and mining company.', ""He is a former son-in-law of the late Chilean dictator Augusto Pinochet, and SQM was privatized by Pinochet's government in the 1980s. "", ""SQM is one of the world's largest miners of lithium, which is used in batteries for electric cars."", 'For almost 40 years Ponce headed SQM, which also mines and sells potassium nitrate and iodine -- chemicals used in fertilizers. ', 'He resigned as chairman of SQM in April 2015, citing personal reasons.']",,False,,,,,,,,,,,,,,
562,Billionaires,2019,3,ira-rennert,,546,billionaires,3800.0,Finance and Investments,0,193.0,"{'name': 'Ira Rennert', 'uri': 'ira-rennert', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/57e06ef631358e16c589b9fd/416x416.jpg?background=000000&cropX1=79&cropX2=744&cropY1=44&cropY2=710'}",True,Ira Rennert,84.0,United States,New York,New York,investments,['Finance and Investments'],United States,,1570192607921,17,0.0,0.0,0.0,faris/5/2019/6258,563,True,0.0,0.0,True,E,M,-1123113600000.0,225.0,Rennert,Ira,The World's Billionaires,,,1551826800000,False,False,8.0,588.0,http://specials-images.forbesimg.com/imageserve/57e06ef631358e16c589b9fd/280x425.jpg?fit=scale&background=000000,Northeast,"New York, NY",//specials-images.forbesimg.com/imageserve/57e06ef631358e16c589b9fd/416x416.jpg?background=000000&cropX1=79&cropX2=744&cropY1=44&cropY2=710,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Ira Rennert is the founder of the Renco Group, an industrial empire that claims to have revenues of over $5 billion annually. ', ""Renco's holdings include a stake in military truckmaker AM General, lead and zinc producer Doe Run Company, and U.S. Magnesium Corp., among others.  "", 'His mother emigrated from Poland at age 3 and his father came from Romania at age 14. ', 'A Brooklyn native and former credit analyst, he began building his fortune by investing in junk bonds in the 1980s.', 'In 2015 a court ruled that Rennert was liable for improperly diverting money from his business to pay for a lavish home in Southampton, New York.']","['Rennert reportedly donated funds to help restore the Western Wall in Jerusalem.', 'Rennert has a 114,000-square-foot Hamptons estate with an appraised value of $249 million. ']",False,1.0,,,,,,,,,,,,,
563,Billionaires,2019,3,teddy-sagi,,546,billionaires,3800.0,Gambling & Casinos,0,,"{'name': 'Teddy Sagi', 'uri': 'teddy-sagi', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/58a2357231358e1a35ab4fc2/416x416.jpg?background=000000&cropX1=81&cropX2=566&cropY1=77&cropY2=562'}",True,Teddy Sagi,47.0,Israel,,Tel Aviv,gambling software,['Gambling & Casinos'],Israel,,1587679011205,36,,,,faris/5/2019/13519,564,True,,,True,U,M,57801600000.0,,Sagi,Teddy,The World's Billionaires,,,1551826800000,False,False,,,http://specials-images.forbesimg.com/imageserve/58a2357231358e1a35ab4fc2/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/58a2357231358e1a35ab4fc2/416x416.jpg?background=000000&cropX1=81&cropX2=566&cropY1=77&cropY2=562,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Teddy Sagi founded gambling software developer Playtech in 1999 and built it into a $700 million (sales) firm that trades on London's stock exchange."", 'Sagi sold a 12% slice of Playtech for almost $400 million in 2016; he sold the rest for $88 million in November 2018.', ""He has taken 3 companies public on London's AIM: Market Tech, online payments processor SafeCharge and cybersecurity company Kape. "", 'Sagi took Market Tech (now Labtech London) private in July 2017; it owns a portfolio of London property including tourist hot spot Camden Market. ', 'His other investments include co-working spaces and technology startups.']","['Sagi plans to rejuvenate Camden Market by introducing technology and high-tech operations.', 'He has five children with his partner Yael Nizri, the 2006 Miss Israel.']",False,,,,,,,,,,,,,,
564,Billionaires,2019,3,wang-roger,,546,billionaires,3800.0,Fashion & Retail,0,,"{'name': 'Roger Wang', 'uri': 'wang-roger', 'imageExists': False, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/55faac1de4b0ffa7afe4aeac/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760'}",True,Roger Wang,70.0,China,,Nanjing,retail,['Fashion & Retail'],United States,,1587679060603,51,,,,faris/5/2019/8182,565,False,,,True,D,M,-662688000000.0,,Wang,Roger,The World's Billionaires,,,1551826800000,False,False,8.0,,http://specials-images.forbesimg.com/imageserve/55faac1de4b0ffa7afe4aeac/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/55faac1de4b0ffa7afe4aeac/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Roger Wang heads real estate firm Golden Eagle International, which builds malls and office buildings in eastern China.', 'The Chinese native grew up in Taiwan and came to the U.S. in pursuit of an M.B.A. in 1970.', 'He first got rich building condos around L.A. and returned to China in 1992 to start Golden Eagle.', ""His firm's department store arm, Golden Eagle Retail Group, trades on the Hong Kong Stock Exchange.""]","['Wang once sold insurance and managed a drugstore and a furniture company.', 'His daughter Dorothy Wang is a reality TV star from Rich Kids of Beverly Hills and Famously Single.']",False,,,,,,,,,,,,,,
565,Billionaires,2019,3,wei-jianjun,,546,billionaires,3800.0,Automotive,0,56.0,"{'name': 'Wei Jianjun & family', 'uri': 'wei-jianjun', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e790bb1c7b02d000666f9c1/416x416.jpg?background=000000&cropX1=1605&cropX2=3975&cropY1=86&cropY2=2456'}",True,Wei Jianjun & family,55.0,China,,Baoding,automobiles,['Automotive'],China,,1573074671486,28,0.0,0.0,0.0,faris/5/2019/258,566,True,-2700.0,-41.53846153846153,True,D,M,-184204800000.0,99.0,Wei,Jianjun,The World's Billionaires,,,1551826800000,False,False,,261.0,http://specials-images.forbesimg.com/imageserve/5e790bb1c7b02d000666f9c1/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5e790bb1c7b02d000666f9c1/416x416.jpg?background=000000&cropX1=1605&cropX2=3975&cropY1=86&cropY2=2456,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Wei Jianjun leads China's largest SUV manufacturer, Great Wall Motor."", 'Wei took over the debt-plagued Great Wall Automobile Industry Company -- the predecessor to the current business -- in 1990 when he was only 26.', 'Wei worked at a carpet factory and a water-pump factory before joining Great Wall.']",,False,,,,,,,,,,,,,,
566,Billionaires,2019,3,yao-liangsong,,546,billionaires,3800.0,Manufacturing,0,56.0,"{'name': 'Yao Liangsong', 'uri': 'yao-liangsong', 'imageExists': False, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/6182cb06eca421f59e3d1ca0/416x416.jpg?background=000000&cropX1=787&cropX2=2131&cropY1=206&cropY2=1550'}",True,Yao Liangsong,54.0,China,,Guangzhou,furniture,['Manufacturing'],China,,1573074667788,40,0.0,0.0,0.0,faris/5/2019/200025,567,False,-2000.0,-34.48275862068965,True,D,M,-170985600000.0,99.0,Yao,Liangsong,The World's Billionaires,,,1551826800000,False,False,,305.0,http://specials-images.forbesimg.com/imageserve/6182cb06eca421f59e3d1ca0/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/6182cb06eca421f59e3d1ca0/416x416.jpg?background=000000&cropX1=787&cropX2=2131&cropY1=206&cropY2=1550,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Yao Liangsong is the chairman of Guangzhou-headquartered Oppein Home Group, one of China's largest makers of kitchen appliances and home furniture. "", 'Yao set up Oppein in 1994, and has prospered amid a rise in home ownership and growth in the middle class.', 'Yao is a 1986 graduate of Beihang University, where he received a degree in machinery manufacturing. ', 'His brother Yao Liangbo is a member of the board of directors at Oppein. ']",,False,,,,,,,,,,,,,,
567,Billionaires,2019,3,nathan-blecharczyk,,568,billionaires,3700.0,Technology,0,203.0,"{'name': 'Nathan Blecharczyk', 'uri': 'nathan-blecharczyk', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5d8ac4346de3150009a50571/416x416.jpg?background=000000&cropX1=1760&cropX2=3926&cropY1=172&cropY2=2339'}",True,Nathan Blecharczyk,35.0,United States,California,San Francisco,Airbnb,['Technology'],United States,,1570192497795,23,0.0,0.0,0.0,faris/5/2019/195141,568,True,-100.0,-2.631578947368425,True,D,M,424137600000.0,225.0,Blecharczyk,Nathan,The World's Billionaires,,,1551826800000,False,False,8.0,588.0,http://specials-images.forbesimg.com/imageserve/5d8ac4346de3150009a50571/280x425.jpg?fit=scale&background=000000,West,"San Francisco-Oakland-Fremont, CA",//specials-images.forbesimg.com/imageserve/5d8ac4346de3150009a50571/416x416.jpg?background=000000&cropX1=1760&cropX2=3926&cropY1=172&cropY2=2339,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Nathan Blecharczyk cofounded peer-to-peer room and home rental company Airbnb with Joe Gebbia and Brian Chesky in 2008.', ""Blecharczyk, who is chief strategy officer, was the company's first engineer."", 'Airbnb now operates in over 81,000 cities in 191 countries. With 5 million listings worldwide, it has rented to 300 million guests and counting.']","['Gebbia brought on Blecharczyk, who was a former roommate in San Francisco, as cofounder and chief technology officer.', 'Blecharczyk, who lives in San Francisco with his family, is an Airbnb host.']",False,2.0,,,,,,,,,,,,,
568,Billionaires,2019,3,alain-bouchard,,568,billionaires,3700.0,Fashion & Retail,0,,"{'name': 'Alain Bouchard', 'uri': 'alain-bouchard', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800'}",True,Alain Bouchard,70.0,Canada,,Montreal,retail,['Fashion & Retail'],Canada,Alimentation Couche Tard Inc. Cl A,1587679108461,44,,,,faris/5/2019/193455,569,True,,,True,U,M,-658540800000.0,,Bouchard,Alain,The World's Billionaires,Entrepreneur,"{'name': 'Alimentation Couche Tard Inc. Cl A', 'title': 'Chairman and CEO', 'government': False}",1551826800000,False,False,,,http://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Alain Bouchard cofounded convenience store conglomerate Alimentation Couche-Tard with a single Quebec shop in 1980.', 'As executive chairman, Bouchard still oversees the $51 billion (sales) company, which boasts more than 16,000 owned or franchised stores worldwide.', 'Bouchard, who grew the business rapidly by snatching up competitors, retired as president and CEO in September 2014.', 'In 2017, Couche-Tard acquired Texas-based CST Brands for $4.4 billion (including debt) and Minnesota-based Holiday Stationstores for $1.6 billion.']","[""Bouchard got his start stocking shelves at his brother's franchised Perrette store and, after climbing the ladder at two chains, struck out on his own.""]",False,,,,,,,,,,,,,,
569,Billionaires,2019,3,martin-olivier-bouygues,,568,billionaires,3700.0,Construction & Engineering,0,,"{'name': 'Martin & Olivier Bouygues', 'uri': 'martin-olivier-bouygues', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e75a1c710380d0006fba9c6/416x416.jpg?background=000000&cropX1=636&cropX2=2901&cropY1=289&cropY2=2555'}",True,Martin & Olivier Bouygues,,France,,Paris,"construction, media",['Construction & Engineering'],France,,1612898752578,38,,,,faris/5/2019/4418,570,True,,,False,D,M,,,Bouygues,Martin & Olivier,The World's Billionaires,,,1551826800000,False,False,,,http://specials-images.forbesimg.com/imageserve/5e75a1c710380d0006fba9c6/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5e75a1c710380d0006fba9c6/416x416.jpg?background=000000&cropX1=636&cropX2=2901&cropY1=289&cropY2=2555,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Brothers Martin and Olivier Bouygues own about 20% of their eponymous industrial conglomerate Bouygues Group. ', 'The Paris-headquartered giant, which boasted $35 billion in sales in 2016, operates in more than 100 countries in construction, telecoms and media.', 'Martin has been chairman and CEO of the company for more than two decades, while older brother Olivier is the deputy CEO.', 'Their father Frances (d.1993) started the industrial works and construction firm in 1952. Their mother died in 2017 at age 93.', 'The brothers own winery Chateau Montrose, which they purchased in 2006.']","[""Martin is a close friend of former French President Nicolas Sarkozy and is the godfather of Sarkozy's son. "", ""Martin was awarded the highest French order of merit for military and civil merits, Legion d'Honneur, in July 2010.""]",False,,,,,,,,,,,,,,
570,Billionaires,2019,3,brian-chesky,,568,billionaires,3700.0,Technology,0,203.0,"{'name': 'Brian Chesky', 'uri': 'brian-chesky', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5d8ac4ab22254b0008e16383/416x416.jpg?background=000000&cropX1=719&cropX2=3126&cropY1=857&cropY2=3266'}",True,Brian Chesky,37.0,United States,California,San Francisco,Airbnb,['Technology'],United States,AirBnB,1570192481361,23,0.0,0.0,0.0,faris/5/2019/194968,571,True,-100.0,-2.631578947368425,True,D,M,367891200000.0,225.0,Chesky,Brian,The World's Billionaires,CEO and Cofounder,"{'name': 'AirBnB', 'uri': 'companies/airbnb', 'title': 'CEO and Cofounder', 'government': False}",1551826800000,False,False,8.0,588.0,http://specials-images.forbesimg.com/imageserve/5d8ac4ab22254b0008e16383/280x425.jpg?fit=scale&background=000000,West,"San Francisco-Oakland-Fremont, CA",//specials-images.forbesimg.com/imageserve/5d8ac4ab22254b0008e16383/416x416.jpg?background=000000&cropX1=719&cropX2=3126&cropY1=857&cropY2=3266,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Brian Chesky cofounded peer-to-peer room and home rental company Airbnb with Nathan Blecharczyk and Joe Gebbia in 2008.', 'Chesky is CEO of Airbnb, which has been used by more than 300 million people in 81,000 cities in 191 countries.', 'A former bodybuilder, Chesky attended Rhode Island School of Design where he met Gebbia. ', 'Chesky is the son of two social workers; he made $40,000 a year as an industrial designer in Los Angeles before Airbnb took off.']","['Broke and faced with rising rents, Gebbia and Chesky initially bought an air bed for their apartment and rented it out. ', 'The founders, who went to the Democratic Convention in 2008 to promote Airbnb, also sold $40-a-box Obama & McCain-themed breakfast cereal to pay off debt.']",False,2.0,,,,,,,,,,,,,
571,Billionaires,2019,3,barry-diller,,568,billionaires,3700.0,Media & Entertainment,0,203.0,"{'name': 'Barry Diller', 'uri': 'barry-diller', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/5f4978612579aa24ec628b58/416x416.jpg?background=000000&cropX1=386&cropX2=4439&cropY1=1209&cropY2=5263'}",True,Barry Diller,77.0,United States,New York,New York,online media,['Media & Entertainment'],United States,,1570192481426,33,0.0,0.0,0.0,faris/5/2019/6049,572,True,600.0,19.354838709677423,True,U,M,-880848000000.0,225.0,Diller,Barry,The World's Billionaires,,,1551826800000,False,False,9.0,766.0,http://specials-images.forbesimg.com/imageserve/5f4978612579aa24ec628b58/280x425.jpg?fit=scale&background=000000,Northeast,"New York, NY",https://specials-images.forbesimg.com/imageserve/5f4978612579aa24ec628b58/416x416.jpg?background=000000&cropX1=386&cropX2=4439&cropY1=1209&cropY2=5263,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Barry Diller founded internet and media conglomerate IAC in 1995 where he's senior executive and chairman."", 'Diller is also chairman of travel tech company Expedia which spun off from IAC in 2005. He has a 3.4% stake in Expedia. ', 'Prior to founding IAC, he worked at ABC, Paramount and Fox and oversaw launches of hit TV shows including ""Cheers"" and ""The Simpsons."" ', 'Through a majority stake in the online company Match Group, IAC controls popular dating platforms like Tinder, OkCupid and Match.com. ', 'In 2011, Diller and Furstenberg donated $20 million through their family foundation to help complete the High Line Park in New York City.', 'He is married to designer Diane Von Furstenberg and owns an estimated third of her eponymous fashion company. ']","['Diller never graduated from college and got a job in the mail room at William Morris talent agency. ', 'Diller is the owner of the EOS yacht, one of the largest private sailing yachts in the world. ']",False,3.0,295.0,7.0,,,,,,,,,,,
572,Billionaires,2019,3,traudl-engelhorn,,568,billionaires,3700.0,Healthcare,0,,"{'name': 'Traudl Engelhorn & family', 'uri': 'traudl-engelhorn', 'imageExists': False, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800'}",True,Traudl Engelhorn & family,92.0,Switzerland,,Lucerne,"pharmaceuticals, medical equipment",['Healthcare'],Germany,,1587679030083,38,,,,faris/5/2019/196431,573,False,,,False,D,F,-1355270400000.0,,Engelhorn,Traudl,The World's Billionaires,,,1551826800000,False,False,,,http://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Traudl Engelhorn belongs to a storied German industrial clan whose patriarch, Friedrich Engelhorn, founded the chemical company BASF in 1865.', 'She is the widow of Peter Engelhorn, whose late brother Curt ran the family business Boehringer Mannheim for more than three decades.', ""He expanded its biochemical and pharmaceutical operations while also building it into one of the world's leading makers of medical diagnostic tests."", 'Traudl netted approximately $2.45 billion after Curt initiated the sale of the company to Roche for $11 billion in 1997.', 'She lives a quiet life in Lausanne, Switzerland and avoids publicity.']","[""Together with her late husband, Traudl built up one of Europe's biggest collections of contemporary glass art."", 'In 2017, she granted $6.5 million to the rem (Reiss-Engelhorn-Museum) through her foundation for an addition to the museum.']",False,,,,,,,,,,,,,,
573,Billionaires,2019,3,miguel-fluxa-rossello,,568,billionaires,3700.0,Service,0,,"{'name': 'Miguel Fluxa Rossello', 'uri': 'miguel-fluxa-rossello', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c720c9fa7ea4310004350f1/416x416.jpg?background=000000&cropX1=63&cropX2=480&cropY1=0&cropY2=417'}",True,Miguel Fluxa Rossello,80.0,Spain,,Esporles,hotels,['Service'],Spain,,1586220848911,23,,,,faris/5/2019/198969,574,False,,,False,D,M,-991958400000.0,,Fluxa Rossello,Miguel,The World's Billionaires,,,1551826800000,False,False,,,http://specials-images.forbesimg.com/imageserve/5c720c9fa7ea4310004350f1/280x425.jpg?fit=scale&background=000000,,,//specials-images.forbesimg.com/imageserve/5c720c9fa7ea4310004350f1/416x416.jpg?background=000000&cropX1=63&cropX2=480&cropY1=0&cropY2=417,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"[""Fluxa Rossello is the executive chairman of Grupo Iberostar, one of Europe's largest hotel companies."", 'In 2017 Iberostar generated more than $2.9 billion in revenues; it has hotels in 30 countries and 27,100 employees.', 'The roots of the Iberostar Group date to the 19th century when the Fluxa family started a footwear business in Majorca, Spain.', 'In 1986 Miguel joined the family company, which was still small, and founded the first Iberostar hotels in Majorca and the Canary Islands. ', ""In 2006 he sold the group's tour operator and travel agency divisions to the Carlyle Group for $950 million.""]","[""His grandfather, Antonio Fluxa, set up the family's footwear business in 1877 and within a decade, it had 11 workshops and five leather factories.""]",False,,,,,,,,,,,,,,
574,Billionaires,2019,3,yakir-gabay,,568,billionaires,3700.0,Real Estate,0,,"{'name': 'Yakir Gabay', 'uri': 'yakir-gabay', 'imageExists': False, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800'}",True,Yakir Gabay,52.0,United Kingdom,,London,real estate,['Real Estate'],Cyprus,,1587679093369,46,,,,faris/5/2019/202631,575,False,,,True,U,M,-117417600000.0,,Gabay,Yakir,The World's Billionaires,,,1551826800000,False,False,,,http://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/280x425.jpg?fit=scale&background=000000,,,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Yakir Gabay owns 31% of Frankfurt-listed German real estate company Aroundtown SA, where he serves as deputy chairman of the advisory board.', 'Aroundtown has a $15 billion-plus portfolio of commercial real estate in Europe.', 'In the U.S., Gabay invests in residential property developments. ', ""Originally from Israel, Gabay previously served as CEO of the underwriting arm of Bank Leumi, one of Israel's largest banks.""]","[""One of Aroundtown's marquee properties in Berlin is the Hilton Hotel in Gendarmenmarkt square.  "", ""Hotels represent $3.7 billion of Aroundtown's portfolio.""]",False,,,,,,,,,,,,,,
575,Billionaires,2019,3,joe-gebbia,,568,billionaires,3700.0,Technology,0,203.0,"{'name': 'Joe Gebbia', 'uri': 'joe-gebbia', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/62d597ca0c6cd83555f269bb/416x416.jpg?background=000000&cropX1=90&cropX2=1180&cropY1=384&cropY2=1475'}",True,Joe Gebbia,37.0,United States,California,San Francisco,Airbnb,['Technology'],United States,AirBnB,1570192494273,31,0.0,0.0,0.0,faris/5/2019/195140,576,True,-100.0,-2.631578947368425,True,D,M,367200000000.0,225.0,Gebbia,Joe,The World's Billionaires,Chief Product Officer & Cofounder,"{'name': 'AirBnB', 'uri': 'companies/airbnb', 'title': 'Chief Product Officer & Cofounder', 'government': False}",1551826800000,False,False,8.0,588.0,http://specials-images.forbesimg.com/imageserve/62d597ca0c6cd83555f269bb/280x425.jpg?fit=scale&background=000000,West,"San Francisco-Oakland-Fremont, CA",https://specials-images.forbesimg.com/imageserve/62d597ca0c6cd83555f269bb/416x416.jpg?background=000000&cropX1=90&cropX2=1180&cropY1=384&cropY2=1475,False,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,"['Joe Gebbia cofounded peer-to-peer room and home rental company Airbnb with Brian Chesky and Nathan Blecharczyk in 2008.', 'Gebbia and Chesky met in college at Rhode Island School of Design.', 'Before becoming chief product officer of Airbnb, Gebbia initially wanted to pursue fine art painting and host gallery shows in New York City. ', 'More than 300 million people have used Airbnb, which operates in 81,000 cities in over 190 countries. \r\n']","['Broke and faced with rising rents, Gebbia and Chesky initially bought an air bed for their apartment and rented it out.', ""Gebbia's first guest was a teacher in Providence, who bought a piece of Gebbia's artwork during a yard sale.""]",False,2.0,,,,,,,,,,,,,
