,name,year,month,uri,bio,rank,listUri,finalWorth,otherCompensation,countryRank,person,visible,personName,age,country,state,city,source,industries,countryOfCitizenship,timestamp,version,moneyRank,tvRadioRank,pressRank,webRank,socialRank,naturalId,position,imageExists,selfMade,gender,birthDate,countryId,lastName,firstName,listDescription,shortUri,galleryShortUri,listShortUri,date,wealthList,familyList,thumbnail,squareImage,bioSuppress,factivaHits,webHits,tvRadio,recentEarnings,recentSales,recentBudget,gdp,budget,assets,totalCompensation,salary,bonus,stockOptions,population,audienceWeb,audiencePrint,audienceTv,employees,following,category,change,changePercent,csfDisplayFields,suppressOnProfiles,organization,title,employment
10,Billionaires,2001,7,johanna-quandt,"With children Susanne and Stephan, owns 50% of luxury car maker BMW inherited from late husband Herbert. BMW had record sales of $31 billion in 2000. Other assets: 19% of newly listed smart card maker Gemplus, half of pharma and chemical producer Altana and other investments.",12,billionaires,17800.0,,,"{'name': 'Johanna Quandt', 'uri': 'johanna-quandt'}",True,Johanna Quandt,74.0,Germany,,Bad Homburg,,,Germany,1309538284491,1309538349314,,,,,0,faris/5/2001/4950,24,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1BOTr92,http://onforb.es/1IR71XC,993960000000,False,False,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
11,Billionaires,2001,7,steve-ballmer,"He inherited the Microsoft chief executive post from his pal Bill Gates just in time to deal with the company's slowing growth. Long known for being the company cheerleader, Ballmer now focuses on strategy and leaves the administrative tasks to Microsoft's new president, Rick Belluzzo.",13,billionaires,16600.0,0.0,10.0,"{'name': 'Steve Ballmer', 'uri': 'steve-ballmer', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/59d50c47a7ea436b47b36d66/416x416.jpg?background=000000&cropX1=553&cropX2=2940&cropY1=322&cropY2=2708'}",True,Steve Ballmer,45.0,United States,Washington,Hunts Point,,['Technology'],United States,1337117364484,1337117412373,0.0,0.0,0.0,0.0,0,faris/5/2001/5671,25,True,False,M,-434660400000.0,225.0,Ballmer,Steven,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwsoIf,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/59d50c47a7ea436b47b36d66/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/59d50c47a7ea436b47b36d66/416x416.jpg?background=000000&cropX1=553&cropX2=2940&cropY1=322&cropY2=2708,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Billionaires,2001,7,michael-kadoorie,"While some of Hong Kong&#39s superrich suffered a slump in their companies&#39 stock prices, the Kadoories&#39 two flagships, Hongkong and Shanghai Hotels and CLP Holdings Ltd., held steady over the past year. However, the Kadoories failed to win support from city planners to redevelop a popular luxury hillside, where else? Kadoorie Avenue. The board thought the houses, built in the 1940s, had historical value.",13,billionaires,3400.0,,,"{'name': 'Michael Kadoorie & family', 'uri': 'michael-kadoorie', 'squareImage': 'https://specials-images.forbesimg.com/imageserve/603523b2bb4ffd70b0a75b93/416x416.jpg?background=000000&cropX1=269&cropX2=2214&cropY1=96&cropY2=2041'}",True,Michael Kadoorie & family,60.0,China,,Hong Kong,,,Hong Kong,1309542107853,1309542125704,,,,,0,faris/5/2001/4430,26,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwtbcm,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/603523b2bb4ffd70b0a75b93/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/603523b2bb4ffd70b0a75b93/416x416.jpg?background=000000&cropX1=269&cropX2=2214&cropY1=96&cropY2=2041,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
13,Billionaires,2001,7,liliane-bettencourt,"Still the richest person in France. Despite limited -- but growing -- pressure to reform L'Oreal's ownership structure, Bettencourt remains adamant about keeping most of the company in private hands to ensure ""stability."" L'Oreal's wildfire growth may force her hand one day soon.",15,billionaires,15600.0,,,"{'name': 'Liliane Bettencourt', 'uri': 'liliane-bettencourt', 'squareImage': '//specials-images.forbesimg.com/imageserve/58a1bdd131358e1a35ab3fc5/416x416.jpg?background=000000&cropX1=66&cropX2=713&cropY1=93&cropY2=741'}",True,Liliane Bettencourt,75.0,France,,Paris,,['Pharmaceuticals'],France,1309539264411,1309539279858,,,,,0,faris/5/2001/4570,29,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwskbt,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/58a1bdd131358e1a35ab3fc5/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/58a1bdd131358e1a35ab3fc5/416x416.jpg?background=000000&cropX1=66&cropX2=713&cropY1=93&cropY2=741,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
14,Billionaires,2001,7,philip-anschutz,"Anschutz made his money in oil, then added billions by branching into rail and telecom. He's now buying movie theater chains and sports teams.",16,billionaires,15300.0,,,"{'name': 'Philip Anschutz', 'uri': 'philip-anschutz', 'squareImage': 'https://specials-images.forbesimg.com/imageserve/5efa16915f1126000639e990/416x416.jpg?background=000000&cropX1=522&cropX2=4000&cropY1=840&cropY2=4320'}",True,Philip Anschutz,61.0,United States,Colorado,Denver,,,United States,1309539865769,1309539892876,,,,,0,faris/5/2001/5353,33,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsMGS,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/5efa16915f1126000639e990/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/5efa16915f1126000639e990/416x416.jpg?background=000000&cropX1=522&cropX2=4000&cropY1=840&cropY2=4320,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
15,Billionaires,2001,7,ingvar-kamprad,"The man: Started selling matches, fish, pens, Christmas cards and other items by bicycle when a teenager. Business was really born when furniture was added (1947) and the first catalog printed (1951). Today it is known as furniture-giant IKEA. The fortune: Ownership of IKEA, with $8.6 billion in revenues last year, is divvied up into trusts and distributed to Kamprad&#8217;s 3 sons to avoid taxes and keep control. Passions: Cycling.",17,billionaires,13000.0,,,"{'name': 'Ingvar Kamprad & family', 'uri': 'ingvar-kamprad'}",True,Ingvar Kamprad & family,75.0,Sweden,,"Lausanne, Switz",,['Retail'],Sweden,1309540637847,1309540656250,,,,,0,faris/5/2001/4516,34,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1BOU2I2,http://onforb.es/1IR71XC,993960000000,False,False,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
16,Billionaires,2001,7,li-ka-shing,"China and Europe are pointing fingers at Li, who's known as ""Superman,"" calling him an anticompetitive oligarch. Yet that didn't stop Queen Elizabeth from knighting him, nor China's rulers from prompting him to invest in its newly listed oil and gas company, PetroChina. Li's moneymaking abilities appear undeterred. In addition to substantial holdings in conglomerate Hutchison Whampoa, last year's reverse takeover of Canada's Renaissance Energy turned ten-year-old investment in Husky Oil-now called Husky Energy-into a $1.5 billion stake for him.",18,billionaires,12600.0,,,"{'name': 'Ka-shing Li', 'uri': 'li-ka-shing', 'squareImage': 'https://specials-images.forbesimg.com/imageserve/60351d9a688e1407617b2595/416x416.jpg?background=000000&cropX1=1341&cropX2=2035&cropY1=411&cropY2=1105'}",True,Ka-shing Li,73.0,Hong Kong,,Chaozhou,,,Hong Kong,1309538387753,1309538516873,,,,,0,faris/5/2001/4812,36,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsqzV,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/60351d9a688e1407617b2595/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/60351d9a688e1407617b2595/416x416.jpg?background=000000&cropX1=1341&cropX2=2035&cropY1=411&cropY2=1105,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
17,Billionaires,2001,7,sumner-redstone,"A pending divorce isn't slowing down the 78-year-old Viacom chairman. He's on a nationwide book tour promoting his autobiography, ""A Passion to Win,"" published by his media conglomerate's Simon &#38; Schuster subsidiary.",18,billionaires,12600.0,,,"{'name': 'Sumner Redstone', 'uri': 'sumner-redstone', 'squareImage': '//specials-images.forbesimg.com/imageserve/5d961a574223bf0006b7a43b/416x416.jpg?background=000000&cropX1=49&cropX2=1347&cropY1=12&cropY2=1309'}",True,Sumner Redstone,78.0,United States,Massachusetts,Newton Centre,,['Media'],United States,1309539375710,1309539401124,,,,,0,faris/5/2001/5220,37,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwtlR2,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/5d961a574223bf0006b7a43b/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5d961a574223bf0006b7a43b/416x416.jpg?background=000000&cropX1=49&cropX2=1347&cropY1=12&cropY2=1309,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
18,Billionaires,2001,7,anne-cox-chambers,"With Barbara Cox Anthony, one of two sisters who inherited vast media empire started by father James M. Cox. Today Cox Communications owns 16 daily newspapers (incl. flagship Atlanta Constitution), cable systems (6 million subscribers), radio and television stations.",21,billionaires,11700.0,0.0,13.0,"{'name': 'Anne Cox Chambers', 'uri': 'anne-cox-chambers', 'imageExists': True}",True,Anne Cox Chambers,81.0,United States,Georgia,Atlanta,,['Media'],United States,1337116995906,1337117040422,0.0,0.0,0.0,0.0,0,faris/5/2001/5532,42,True,False,F,-1580583600000.0,225.0,Chambers,Anne Cox,The World's Billionaires,http://onforb.es/1IR6Yer,http://onforb.es/1zwspMl,http://onforb.es/1IR71XC,993960000000,False,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Billionaires,2001,7,thomas-raymond-kwok,"Bulk of fortune lies in real estate developer Sun Hung Kai Properties. Looking ahead to China's entry into the WTO, the Kwok brothers plan to invest in property and Internet technology in Beijing, Shanghai, Guangzhou and Shenzhen. Their Internet arm, iAdvantage, will put $20 million into a new company that intends to lay 10,600 miles of submarine cable for Internet communication between Singapore, Hong Kong and Japan. Never mind that parent company Sunevision's stock price is down more than 82% since last year.",23,billionaires,11500.0,,,"{'name': 'Kwok family', 'uri': 'thomas-raymond-kwok', 'squareImage': '//specials-images.forbesimg.com/imageserve/5a579cfd4bbe6f2652f2517c/416x416.jpg?background=000000&cropX1=152&cropX2=1061&cropY1=6&cropY2=915'}",True,Kwok family,0.0,Hong Kong,,,,['Real Estate'],Hong Kong,1309538440249,1309538592866,,,,,0,faris/5/2001/4388,46,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsrUG,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/5a579cfd4bbe6f2652f2517c/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5a579cfd4bbe6f2652f2517c/416x416.jpg?background=000000&cropX1=152&cropX2=1061&cropY1=6&cropY2=915,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
20,Billionaires,2001,7,carlos-slim-helu,"Latin America's richest man has holdings in telecom, retailing and financial services. Now the region's biggest telecom player through holdings in Telmex and America Movil, Slim went on a buying spree south of Mexico's border this year, acquiring outfits in Ecuador and Brazil. He's also picked up stakes in U.S. retailers like OfficeMax, Circuit City and Borders. A Texas jury stung him with $454 million in damages for breach of contract over CompUSA franchises in Mexico, but the judge reduced it to $121 million.",25,billionaires,10800.0,,,"{'name': 'Carlos Slim Helu & family', 'uri': 'carlos-slim-helu', 'squareImage': '//specials-images.forbesimg.com/imageserve/5c76ba144bbe6f24ad99c613/416x416.jpg?background=000000&cropX1=0&cropX2=3005&cropY1=389&cropY2=3395'}",True,Carlos Slim Helu & family,61.0,Mexico,,Mexico City,,,Mexico,1309538149905,1309538162723,,,,,0,faris/5/2001/4466,50,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwsjo9,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/5c76ba144bbe6f24ad99c613/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c76ba144bbe6f24ad99c613/416x416.jpg?background=000000&cropX1=0&cropX2=3005&cropY1=389&cropY2=3395,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
21,Billionaires,2001,7,bernard-arnault,"France&#39s virtuoso dealmaker continues to build his LVMH luxury-goods empire, adding Donna Karan and Emilio Pucci to its labels this year and inking a still pending deal with De Beer&#39s to open retail stores. But Arnault&#39s Internet venture Europe@web continues to disappoint. With plans to merge the Internet group's content with the new 3G mobile telephone system on hold, this estimated half-billion-dollar investment has about as much sparkle as a day-old glass of Moet &#38; Chandon.",26,billionaires,10700.0,,,"{'name': 'Bernard Arnault', 'uri': 'bernard-arnault', 'squareImage': '//specials-images.forbesimg.com/imageserve/5dc05518ca425400079c659f/416x416.jpg?background=000000&cropX1=0&cropX2=4000&cropY1=1209&cropY2=5212'}",True,Bernard Arnault,52.0,France,,Paris,,,France,1309538243478,1309538263004,,,,,0,faris/5/2001/4800,51,,,,,,,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwslMx,http://onforb.es/1IR71XC,993960000000,False,False,http://specials-images.forbesimg.com/imageserve/5dc05518ca425400079c659f/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5dc05518ca425400079c659f/416x416.jpg?background=000000&cropX1=0&cropX2=4000&cropY1=1209&cropY2=5212,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
