,name,year,month,uri,bio,rank,listUri,finalWorth,category,otherCompensation,countryRank,person,visible,personName,age,country,state,city,source,industries,countryOfCitizenship,organization,timestamp,version,moneyRank,tvRadioRank,pressRank,webRank,socialRank,naturalId,position,imageExists,change,changePercent,selfMade,status,gender,birthDate,countryId,lastName,firstName,listDescription,title,employment,shortUri,galleryShortUri,listShortUri,date,wealthList,familyList,thumbnail,squareImage,bioSuppress,previousRank,csfDisplayFields,suppressOnProfiles,numberOfSiblings,numberOfSiblingsEst,residenceStateRegion,residenceMsa,selfMadeRank,investments,premiumProfile,portraitImage,landscapeImage,embargo,notableDeal,parentListUri
308,Billionaires,2014,3,ann-walton-kroenke,"Wal-Mart heiress Ann Walton Kroenke certainly doesn't grab the headlines billionaire husband Stan Kroenke does, but she's a financial powerhouse in her own right. She and her sister Nancy, the daughters of James ""Bud"" Walton and nieces of the Wal-Mart founder Sam (d. 1992), inherited a large chunk of the the massive retailer's shares with their father's death in 1995. Ann received nearly $80 million in dividends in 2013. Stan made his own fortune building shopping centers in the U.S. (many anchored by Wal-Mart) and also owns the NBA's Denver Nuggets, the NHL's Colorado Avalanche, the NFL's St. Louis Rams and the Premier League soccer club Arsenal, which he acquired a controlling stake of in 2011. She met Kroenke while skiing in Colorado in 1971.",305,billionaires,4800.0,Fashion and Retail,0,101.0,"{'name': 'Ann Walton Kroenke', 'uri': 'ann-walton-kroenke', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5ba4d59031358e5690cda47f/416x416.jpg?background=000000&cropX1=21&cropX2=1217&cropY1=133&cropY2=1329'}",True,Ann Walton Kroenke,65.0,United States,Missouri,Columbia,Wal-Mart,['Fashion and Retail'],United States,,1394742911404,16,0.0,0.0,0.0,0.0,0.0,faris/5/2014/5919,309,True,300.0,6.666666666666671,False,U,F,-663879600000.0,225.0,Kroenke,Ann Walton,The World's Billionaires,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwty6A,http://onforb.es/1IR71XC,1393822800000,False,False,http://specials-images.forbesimg.com/imageserve/5ba4d59031358e5690cda47f/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5ba4d59031358e5690cda47f/416x416.jpg?background=000000&cropX1=21&cropX2=1217&cropY1=133&cropY2=1329,False,,,,,,,,,,,,,,,
309,Billionaires,2014,3,whitney-macmillan,"Whitney MacMillan owns an estimated 9% of Cargill, the largest private company in America. He and five other secretive billionaire relatives together control the $137 billion agribusiness firm, which sells food, processes crops, trades commodities, sources ingredients and provides financial risk management. MacMillan served as chairman and CEO from 1977 until his retirement in 1995. Under his tenure, the company expanded internationally and increased its number of employees roughly 10-fold. MacMillan's great-grandfather W.W. Cargill founded the company in 1865 as a one-grain storage warehouse on the end of an Iowa railroad line. He got rich when the agricultural and rail industries expanded across the Great Plains following the Civil War. His son-in-law, John MacMillan, took control in 1909, and the business remained family-operated until Whitney's retirement. MacMillan graduated from Yale,  and the university's Whitney and Betty MacMillan Center for International and Area Studies is named  after him. He has served on the boards of the Council on Foreign Affairs and the Mayo Foundation. MacMillan reportedly operates a cattle ranch in Montana with his wife.",305,billionaires,4800.0,Food and Beverage,0,101.0,"{'name': 'Whitney MacMillan', 'uri': 'whitney-macmillan', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5d8a949022254b0008e160cd/416x416.jpg?background=000000&cropX1=13&cropX2=750&cropY1=6&cropY2=742'}",True,Whitney MacMillan,85.0,United States,Minnesota,Minneapolis,Cargill Inc.,['Food and Beverage'],United States,,1394742910423,16,0.0,0.0,0.0,0.0,0.0,faris/5/2014/5523,310,True,1400.0,41.176470588235304,False,U,M,-1293822000000.0,225.0,MacMillan,Whitney,The World's Billionaires,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwtPXa,http://onforb.es/1IR71XC,1393822800000,False,False,http://specials-images.forbesimg.com/imageserve/5d8a949022254b0008e160cd/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5d8a949022254b0008e160cd/416x416.jpg?background=000000&cropX1=13&cropX2=750&cropY1=6&cropY2=742,False,,,,,,,,,,,,,,,
310,Billionaires,2014,3,gwendolyn-sontheim-meyer,"Gwendolyn Sontheim Meyer owns an estimated 9% of Cargill, the largest private company in America. She and five other secretive billionaire relatives together control the $137 billion (sales) agribusiness firm, which sells food, processes crops, trades commodities, sources ingredients and provides financial risk management. Meyer is the great-granddaughter of Cargill founder W.W. Cargill, the son of a Scottish sea captain who started a small Iowa grain-storage business after the Civil War. He got rich when the agricultural and rail industries expanded in the Great Plains following the Civil War. His son-in-law, John MacMillan, took control in 1909, and until 1995 the CEO was always a family member. Meyer is not active in the company's operations, but owns Coral Reef Ranch in Rancho Santa Fe, CA, where she owns and trains horses that compete in show jumping and dressage. She is the only surviving child of Marion MacMillan Pictet, who died in 2009.",305,billionaires,4800.0,Food and Beverage,0,101.0,"{'name': 'Gwendolyn Sontheim Meyer', 'uri': 'gwendolyn-sontheim-meyer', 'imageExists': False}",True,Gwendolyn Sontheim Meyer,52.0,United States,California,Rancho Santa Fe,Cargill Inc.,['Food and Beverage'],United States,,1394742906064,1,0.0,0.0,0.0,0.0,0.0,faris/5/2014/14689,311,False,1400.0,41.176470588235304,False,U,F,-260395200000.0,225.0,Meyer,Gwendolyn Sontheim,The World's Billionaires,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwtQua,http://onforb.es/1IR71XC,1393822800000,False,False,,,False,,,,,,,,,,,,,,,
311,Billionaires,2014,3,lottie-tham,"Sister of Stefan Persson, the 12th richest person on our 2014 Forbes Billionaires list, Liselott Persson, known as Lotti, owns over 5% of the fast fashion giant H&M's equity. Her fortune is up $900 million over the past year along with the stock of the retailer, which now has more than 104,000 employees and around 3,000 stores in 53 markets. Her father Erling Persson founded the company. Her nephew Karl-Johan Persson has been CEO since 2009.",305,billionaires,4800.0,Fashion & Retail,0,9.0,"{'name': 'Lottie Tham', 'uri': 'lottie-tham', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c722543a7ea43100043518e/416x416.jpg?background=000000&cropX1=135&cropX2=1001&cropY1=63&cropY2=930'}",True,Lottie Tham,64.0,Sweden,,Stockholm,H&M,['Fashion & Retail'],Sweden,,1491251571201,14,0.0,,0.0,,0.0,faris/5/2014/4647,312,False,900.0,23.07692307692308,False,U,F,-653425200000.0,201.0,Persson,Liselott,The World's Billionaires,,,http://onforb.es/1IR6Yer,,http://onforb.es/1IR71XC,1393822800000,False,False,http://specials-images.forbesimg.com/imageserve/5c722543a7ea43100043518e/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c722543a7ea43100043518e/416x416.jpg?background=000000&cropX1=135&cropX2=1001&cropY1=63&cropY2=930,False,346.0,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,
312,Billionaires,2014,3,juan-roig,"Juan Roig is president of the supervisory board of giant grocery store chain Mercadona, the $26 billion ($19 billion euros in revenues) food empire that continues to defy Spain's difficult economic and business climate. Roig own 55% of the private 1,470-store empire his parents founded. Mercadona's low-price marketing strategy has helped it capture a 13.5% market share; it is now present in 46 Spanish provinces. The company prides itself on the long tenure of its 74,000 employees, who have regular schedules and enjoy company profit-sharing. His daughters Hortensia, Amparo, Juana and Carolina all sit on the supervisory board with their dad. Roig created an ""innovation cluster"" through which he funds young entrepreneurs in Valencia. He has distributed $20 million and plans to invest $5 million more. He also funds the three largest Valencia running competitions and is the largest shareholder of the Valencia Basket Club, a professional Spanish basketball team.",305,billionaires,4800.0,Food & Manufacturing,0,4.0,"{'name': 'Juan Roig', 'uri': 'juan-roig', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e77be9b10380d0006fbc5c4/416x416.jpg?background=000000&cropX1=483&cropX2=2323&cropY1=258&cropY2=2097'}",True,Juan Roig,64.0,Spain,,Valencia,supermarkets,['Fashion & Retail'],Spain,,1491251355481,30,0.0,,0.0,,0.0,faris/5/2014/12492,313,True,-700.0,-12.727272727272734,False,D,M,-638478000000.0,200.0,Roig,Juan,The World's Billionaires,,,http://onforb.es/1IR6Yer,,http://onforb.es/1IR71XC,1393822800000,False,False,http://specials-images.forbesimg.com/imageserve/5e77be9b10380d0006fbc5c4/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e77be9b10380d0006fbc5c4/416x416.jpg?background=000000&cropX1=483&cropX2=2323&cropY1=258&cropY2=2097,False,219.0,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,
313,Billionaires,2014,3,karl-wlaschek,"Since he turned 80, on August 4, 1997, Karl Wlaschek has seen his fortune almost quintuple--thanks to shrewd investments in prime Viennese real estate. With roughly $1 billion from the 1996 sale of his retail chain Billa to the German REWE Group, he began buying hotels, palaces and historic buildings. Today KWPS Immobilien GmbH, with about 250 properties, is one of the largest private real estate owners in Austria. The company is owned by the Karl Wlaschek private foundation. Son Karl-Philipp has assumed a leading role in running the empire, which began with a discount cosmetics store Wlaschek founded in Vienna in 1953. Still fit at age 97, Wlaschek has build a mausoleum on the grounds of one his palaces, the Palais Kinsky, where he hopes to be buried, and  has published a memoir, ""Karl Wlaschek: A Success Story."" He married for the fifth time in April 2012, to a woman age 65. After World War I, Wlaschek, the son of a Viennese civil servant, made a living as a pianist and lead singer of a band named Charly Walker.",305,billionaires,4800.0,Fashion and Retail,0,3.0,"{'name': 'Karl Wlaschek', 'uri': 'karl-wlaschek', 'imageExists': True}",True,Karl Wlaschek,96.0,,,,retail,['Fashion and Retail'],Austria,,1433210676522,3,0.0,,0.0,,0.0,faris/5/2014/7313,314,True,0.0,0.0,True,E,M,-1653937200000.0,111.0,Wlaschek,Karl,The World's Billionaires,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwtTpR,http://onforb.es/1IR71XC,1393822800000,False,False,,,False,262.0,,,,,,,,,,,,,,
314,Billionaires,2014,3,zhang-zhidong,"Zhang Zhidong is the chief technology officer and second biggest individual shareholder at Tencent, China's largest publicly traded Internet company by market capitalization. A jump in Tencent's share price added $2.2 billion to his net worth over the past year. He joins chairman Ma Huateng as one of two executives from Tencent to make the list. Zhang holds degrees from Shenzhen University and South China University of Technology.",305,billionaires,4800.0,Technology,0,13.0,"{'name': 'Zhang Zhidong', 'uri': 'zhang-zhidong', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5bcf8eec31358e5b4334465b/416x416.jpg?background=000000&cropX1=249&cropX2=943&cropY1=98&cropY2=793'}",True,Zhang Zhidong,42.0,China,,Shenzhen,internet media,['Technology'],China,Tencent Holdings,1491346943953,34,0.0,,0.0,,0.0,faris/5/2014/48,315,True,2200.0,84.61538461538461,True,U,M,63090000000.0,99.0,Zhang,Zhidong,The World's Billionaires,Cofounder,"{'name': 'Tencent Holdings', 'uri': 'companies/tencent-holdings', 'title': 'Cofounder', 'totalEarningEst': False, 'salaryEst': False, 'government': False}",http://onforb.es/1IR6Yer,,http://onforb.es/1IR71XC,1393822800000,False,False,http://specials-images.forbesimg.com/imageserve/5bcf8eec31358e5b4334465b/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5bcf8eec31358e5b4334465b/416x416.jpg?background=000000&cropX1=249&cropX2=943&cropY1=98&cropY2=793,False,554.0,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,
315,Billionaires,2014,3,daniel-ziff,"Daniel Ziff is the youngest son of publishing magnate William Ziff Jr. (d. 2006), the man behind the Ziff Davis media empire that included PC Magazine and Car and Driver.  Daniel and his billionaire brothers Dirk and Robert inherited their father's fortune in the early 1990s as their father sold off his assets and retired. They now run Ziff Brothers Investments, a New York City-based family office that invests in equities, debt, real estate, commodities, private equity and hedge funds. They are reportedly shuttering their U.S. hedge fund and giving the money to the firm's top managers to start independent funds. When they first started investing, the brothers provided seed money to fund manager and fellow billionaire Daniel Och in exchange for a 10% stake in Och-Ziff Capital Management, which went public in 2007. ZBI reportedly cashed out of its investment in billionaire Edward Lampert's ESL investments in January 2012, which led Lampert to buy $130 million of Sears stock from the fund. Daniel was married in 2009 at New York City's legendary Metropolitan Club.",305,billionaires,4800.0,Investments,0,101.0,"{'name': 'Daniel Ziff', 'uri': 'daniel-ziff', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5d8a9c5b22254b0008e16128/416x416.jpg?background=000000&cropX1=42&cropX2=822&cropY1=23&cropY2=803'}",True,Daniel Ziff,42.0,United States,New York,New York,investments,['Investments'],United States,,1394742912327,23,0.0,0.0,0.0,0.0,0.0,faris/5/2014/5767,316,True,400.0,9.09090909090908,False,U,M,57906000000.0,225.0,Ziff,Daniel,The World's Billionaires,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwtJPx,http://onforb.es/1IR71XC,1393822800000,False,False,http://specials-images.forbesimg.com/imageserve/5d8a9c5b22254b0008e16128/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5d8a9c5b22254b0008e16128/416x416.jpg?background=000000&cropX1=42&cropX2=822&cropY1=23&cropY2=803,False,,,,,,,,,,,,,,,
316,Billionaires,2014,3,dirk-ziff,"Dirk Ziff is the eldest son of publishing magnate William Ziff Jr. (d. 2006), the man behind the Ziff Davis media empire that included PC Magazine and Car and Driver.  Dirk and his billionaire brothers Daniel and Robert inherited their father's fortune in the early 1990s as their father sold off his assets and retired. They now run Ziff Brothers Investments, a New York City-based family office that invests in equities, debt, real estate, commodities, private equity and hedge funds. They are reportedly shuttering their U.S. hedge fund and giving the money to the firm's top managers to start independent funds. When they first started investing, the brothers provided seed money to fund manager and fellow billionaire Daniel Och in exchange for a 10% stake in Och-Ziff Capital Management, which went public in 2007. ZBI reportedly cashed out of its investment in billionaire Edward Lampert's ESL investments in January 2012, which led Lampert to buy $130 million of Sears stock from the fund. Dirk and longtime ZBI manager Ian McKinnon are reportedly backing an Ohio-based sports agency founded by Roger Federer and his agent. Dirk is married to a former Forbes reporter.",305,billionaires,4800.0,Investments,0,101.0,"{'name': 'Dirk Ziff', 'uri': 'dirk-ziff', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5d8a9ccf6de3150009a502d0/416x416.jpg?background=000000&cropX1=726&cropX2=2857&cropY1=86&cropY2=2216'}",True,Dirk Ziff,49.0,United States,Florida,North Palm Beach,investments,['Investments'],United States,,1394742904876,21,0.0,0.0,0.0,0.0,0.0,faris/5/2014/6997,317,True,400.0,9.09090909090908,False,U,M,-181508400000.0,225.0,Ziff,Dirk,The World's Billionaires,,,http://onforb.es/1IR6Yer,http://onforb.es/1zwtynd,http://onforb.es/1IR71XC,1393822800000,False,False,http://specials-images.forbesimg.com/imageserve/5d8a9ccf6de3150009a502d0/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5d8a9ccf6de3150009a502d0/416x416.jpg?background=000000&cropX1=726&cropX2=2857&cropY1=86&cropY2=2216,False,,,,,,,,,,,,,,,
317,Billionaires,2014,3,robert-ziff,"Robert Ziff is the middle son of the late publishing magnate William Ziff Jr., the man behind the Ziff Davis empire that included PC Magazine and Car and Driver. The elder Ziff died in 2006. Robert and his billionaire brothers Dirk and Daniel inherited their father's fortune in the early 1990s as their father sold off his assets and retired. They now run Ziff Brothers Investments (ZBI), a New York City-based family office with stakes in equities, debt, real estate, commodities, private equity and hedge funds. They are reportedly shuttering their U.S. hedge fund and giving the money to the firm's top managers to start independent funds. When they first started investing, the brothers provided seed money to fund manager and fellow billionaire Daniel Och in exchange for a 10% stake in Och-Ziff Capital Management, which went public in 2007. ZBI reportedly cashed out of its investment in billionaire Edward Lampert's ESL investments in January 2012, which led Lampert to buy $130 million in Sears stock from ZBI. Robert has made headlines for his financial contributions to Republican legislators supportive of gay marriage.",305,billionaires,4800.0,Investments,0,101.0,"{'name': 'Robert Ziff', 'uri': 'robert-ziff', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/a79b15bcfbd8937c1b3ece8bea3b6d8e/416x416.jpg?background=000000&cropX1=2&cropX2=726&cropY1=12&cropY2=736'}",True,Robert Ziff,47.0,United States,New York,New York,investments,['Investments'],United States,,1394742910766,11,0.0,0.0,0.0,0.0,0.0,faris/5/2014/5765,318,True,400.0,9.09090909090908,False,U,M,-106948800000.0,225.0,Ziff,Robert,The World's Billionaires,,,http://onforb.es/1IR6Yer,http://onforb.es/1BOTVfD,http://onforb.es/1IR71XC,1393822800000,False,False,http://specials-images.forbesimg.com/imageserve/a79b15bcfbd8937c1b3ece8bea3b6d8e/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/a79b15bcfbd8937c1b3ece8bea3b6d8e/416x416.jpg?background=000000&cropX1=2&cropX2=726&cropY1=12&cropY2=736,False,,,,,,,,,,,,,,,
318,Billionaires,2014,3,shari-arison,"In 2013 Shari Arison released her latest book ,""Activate Your Goodness: Transforming the World Through Doing Good."" The bulk of her fortune comes from her late father, Ted, who founded Carnival Corporation. Her billionaire brother Micky chairs the cruise line company. She also has stakes in Israel's Bank Hapoalim and infrastructure behemoth Shikun & Binui Holdings Ltd. Israel's richest woman, she controls her investments and philanthropy through the Arison Group and the Ted Arison Family Foundation, which each year contributes to hundreds of nonprofits involved in health, education, disabilities and research. A resident of Tel Aviv, she has tried to position herself as a force for good in business by investing in projects like a massive desalination plant and a green shopping mall. In 2008 she started Miya, a $100 million venture that aims to maximize the efficiency of large urban water systems. She also launched International Good Deeds Day to advocate community service.",319,billionaires,4700.0,Service,0,4.0,"{'name': 'Shari Arison', 'uri': 'shari-arison', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760'}",True,Shari Arison,56.0,Israel,,Tel Aviv,Carnival Cruises,['Service'],Israel,,1491251362966,8,0.0,,0.0,,0.0,faris/5/2014/4626,319,True,500.0,11.904761904761912,False,U,F,-388526400000.0,211.0,Arison,Shari,The World's Billionaires,"Investor, Philanthropist",,http://onforb.es/1IR6Yer,,http://onforb.es/1IR71XC,1393822800000,False,False,http://specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760,False,308.0,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,
319,Billionaires,2014,3,frank-lowy,"Frank Lowy announced a big restructuring of his Westfield Group mall empire in December, 2013, separating the Australia/New Zealand business from malls in the U.S. and U.K. He owns nearly 100 malls, generating $40 billion in sales from more than 20,000 shops and other outlets, making Westfield one of the world's biggest listed retail property groups. Lowy opened his first mall in Sydney in 1959 after migrating from Hungary via Israel. He started a Sydney delicatessen in 1952, then expanded first into property development in the city's western suburbs and later into malls. A passionate soccer supporter, he is chairman of the Football Federation of Australia. He is also a donor to many causes including the Lowy Institute think tank, the Lowy Medical Research Institute and an aviation museum. Sons Peter and Steven run the company. Peter will step down by mid-2015, when Steven becomes chief of new international group, Westfield Corp.",319,billionaires,4700.0,Real Estate,0,6.0,"{'name': 'Frank Lowy', 'uri': 'frank-lowy', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e73f5382a573300068fc875/416x416.jpg?background=000000&cropX1=0&cropX2=3271&cropY1=6&cropY2=3280'}",True,Frank Lowy,83.0,Australia,,Sydney,shopping malls,['Real Estate'],Australia,,1491346866396,37,0.0,,0.0,,0.0,faris/5/2014/4915,320,True,-600.0,-11.320754716981128,True,D,M,-1236884400000.0,57.0,Lowy,Frank,The World's Billionaires,,,http://onforb.es/1IR6Yer,,http://onforb.es/1IR71XC,1393822800000,False,False,http://specials-images.forbesimg.com/imageserve/5e73f5382a573300068fc875/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e73f5382a573300068fc875/416x416.jpg?background=000000&cropX1=0&cropX2=3271&cropY1=6&cropY2=3280,False,229.0,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,
320,Billionaires,2014,3,sergio-mantegazza,"Vacation king Sergio Mantegazza has built a tour and travel empire from Globus, the company his father Antonio founded in 1928 with a single gondola that ferried tourists around Lake Lugano. Today, the travel group includes European river cruises and guided tours in the U.S., the UK, Canada, Australia, and South Africa. Mantegazza also owns the Luton Airport-based Monarch Airlines, a significant stake in his family's collection of residential and commercial Lugano real estate, and a substantial portfolio of low-risk bonds. On his ""Lady Marina"" yacht, Mantegazza has played host to high profile guests that reportedly have included Tina Turner.",319,billionaires,4700.0,Service,0,6.0,"{'name': 'Sergio Mantegazza', 'uri': 'sergio-mantegazza', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5c72388a31358e35dd26ffe8/416x416.jpg?background=000000&cropX1=122&cropX2=973&cropY1=61&cropY2=912'}",True,Sergio Mantegazza,86.0,Switzerland,,Lugano,travel,['Service'],Switzerland,,1491251595931,14,0.0,,0.0,,0.0,faris/5/2014/4246,321,False,1700.0,56.66666666666666,True,U,M,-1330801200000.0,202.0,Mantegazza,Sergio,The World's Billionaires,,,http://onforb.es/1IR6Yer,,http://onforb.es/1IR71XC,1393822800000,False,False,http://specials-images.forbesimg.com/imageserve/5c72388a31358e35dd26ffe8/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5c72388a31358e35dd26ffe8/416x416.jpg?background=000000&cropX1=122&cropX2=973&cropY1=61&cropY2=912,False,458.0,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,
321,Billionaires,2014,3,arnon-milchan,"Arnon Milchan's New Regency Productions had a mixed year, garnering critical praise for 12 Years a Slave and bombing with Runner Runner, a feature starring Justin Timberlake and Ben Affleck that was universally panned. After decades of speculation, he finally admitted on Israeli TV that he worked in secret with Israel's government to get its nuclear program off the ground in the 1980s. Once a business student and professional soccer player, he transformed his family's bankrupt fertilizer company into a $125 million business with interests in agriculture, aerospace, animal health products, plastic, fiber optics and pharmaceuticals. An art collector, he has lately been making his own paintings. He owns seven homes around the world.",319,billionaires,4700.0,Media & Entertainment,0,4.0,"{'name': 'Arnon Milchan', 'uri': 'arnon-milchan', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5e76cb7e10380d0006fbb7f7/416x416.jpg?background=000000&cropX1=760&cropX2=3509&cropY1=84&cropY2=2831'}",True,Arnon Milchan,69.0,Israel,,Tel Aviv,movie making,['Media & Entertainment'],Israel,,1491251350866,29,0.0,,0.0,,0.0,faris/5/2014/7479,322,True,500.0,11.904761904761912,True,U,M,-791150400000.0,211.0,Milchan,Arnon,The World's Billionaires,,,http://onforb.es/1IR6Yer,,http://onforb.es/1IR71XC,1393822800000,False,False,http://specials-images.forbesimg.com/imageserve/5e76cb7e10380d0006fbb7f7/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5e76cb7e10380d0006fbb7f7/416x416.jpg?background=000000&cropX1=760&cropX2=3509&cropY1=84&cropY2=2831,False,308.0,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,
322,Billionaires,2014,3,horst-paulmann,"South American retail tycoon Horst Paulmann's fortune has shrunk by more than $5 billion since March 2013. The stock price of his Cencosud, one of Latin America's largest retailers, plunged to a four-year low in January, buffeted by the early 2014 devaluation of the Argentine peso. Argentina is Cencosud's second biggest market. Paulmann and his family own 58% of the company. In 2012 Cencosud paid $484 million for the nearly 39% of Jumbo Retail Argentina that it did not already own. He opened the first Jumbo hypermarket in 1976, and now has 645 supermarkets in Chile, Argentina, Brazil and Peru. All told, his retail portfolio includes 917 stores and 29 shopping centers. He took the company public in Chile in 2001.To cover the cost of rapid growth, Cencosud listed ADR shares on the New York Stock Exchange in June 2012. His three children all sit on the board of directors. Paulmann moved from Germany to Chile as a teenager after World War II. He still holds dual citizenship.",319,billionaires,4700.0,Fashion & Retail,0,2.0,"{'name': 'Horst Paulmann & family', 'uri': 'horst-paulmann', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/56c659a5e4b062f6b59a0fbe/416x416.jpg?background=000000&cropX1=77&cropX2=591&cropY1=2&cropY2=516'}",True,Horst Paulmann & family,79.0,Chile,,Santiago,retail,['Fashion & Retail'],Chile,,1491251376155,17,0.0,,0.0,,0.0,faris/5/2014/12231,323,True,-5000.0,-51.54639175257732,True,D,M,-1104519600000.0,143.0,Paulmann,Horst,The World's Billionaires,,,http://onforb.es/1IR6Yer,,http://onforb.es/1IR71XC,1393822800000,False,False,http://specials-images.forbesimg.com/imageserve/56c659a5e4b062f6b59a0fbe/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/56c659a5e4b062f6b59a0fbe/416x416.jpg?background=000000&cropX1=77&cropX2=591&cropY1=2&cropY2=516,False,114.0,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,
323,Billionaires,2014,3,andrew-tan,"Filipino tycoon Andrew Tan gets bulk of his fortune from holding firm Alliance Global Group which has interests in food and beverage, real estate, gaming. Its shares gained by more than a third on higher earnings and expansion into high growth provinces, boosting his net worth by $750 million. Planned IPO of Resorts World Manila, which he controls with casino operator Genting Hong Kong was postponed last June. In September, he took brandy maker Emperador Distilleries public through a backdoor listing. Son of a factory worker, Tan worked in a watch store to pay for college. He started selling kitchen appliances before making his first fortune in brandy.",319,billionaires,4700.0,Diversified,0,3.0,"{'name': 'Andrew Tan', 'uri': 'andrew-tan', 'imageExists': True, 'squareImage': 'https://specials-images.forbesimg.com/imageserve/612e4661a7757a542e4e4bdc/416x416.jpg?background=000000&cropX1=0&cropX2=1094&cropY1=0&cropY2=1094'}",True,Andrew Tan,61.0,Philippines,,Manila,diversified,['Diversified'],Philippines,,1491346859545,18,0.0,,0.0,,0.0,faris/5/2014/8177,324,True,750.0,18.987341772151893,True,U,M,-549489600000.0,89.0,Tan,Andrew,The World's Billionaires,,,http://onforb.es/1IR6Yer,,http://onforb.es/1IR71XC,1393822800000,False,False,http://specials-images.forbesimg.com/imageserve/612e4661a7757a542e4e4bdc/280x425.jpg?fit=scale&background=000000,https://specials-images.forbesimg.com/imageserve/612e4661a7757a542e4e4bdc/416x416.jpg?background=000000&cropX1=0&cropX2=1094&cropY1=0&cropY2=1094,False,345.0,"['rank', 'finalWorth', 'personName', 'bios', 'bio']",False,,,,,,,,,,,,
